"source","target","developer_comments"
"state","Warnung",""
"state_colony","Status der Kolonie",""
"state_loyalty","Die Stimmung der Kolonisten steigt mit zunehmendem Komfortniveau (je höher, desto schneller).
Die Stimmung der Kolonisten verschlechtert sich, wenn ihre Bedürfnisse unerfüllt bleiben.
Auch negative Charaktereigenschaften von Kollegen im selben Zimmer können die Stimmung drücken.
Je schlechter die Stimmung, desto geringer die Kompetenz des Personals. Außerdem kommt es bei gedrückter Stimmung zu einer Radikalisierung der Ideologie des Astronauten.
Bei 0% Stimmung hört der Kolonist auf zu arbeiten",""
"state_energy","Nicht genug Energie, um den <b>aktuellen</> Koloniebedarf zu decken. Baue mehr Generatoren.",""
"state_battery","Aktuelle Batterieladung: <b>{charge}%</>
Sicherheit des <b>täglichen</> (Tag-Nacht-Zyklus) Bedarfs der Kolonie: <b>{percent}</>
Baue mehr Batterien, erzeuge mehr Energie oder schalte den Strom dort ab, wo er gerade nicht benötigt wird.",""
"state_storage","{usage} von {total} m³ im Lager ist belegt. Wenn das Lager voll ist, stoppt die Produktion (gilt nicht für Flüssigkeiten und Gase), und Shuttles mit fester Fracht warten im Orbit",""
"state_tank","{usage} von {total} m³ in Tanks ist belegt. Wenn die Tanks voll sind, stoppt die Produktion von Flüssigkeiten und Gasen und Shuttles mit flüssiger Fracht warten im Orbit",""
"state_unreachable","Kann nicht zum Objekt übergeben werden. Vielleicht musst du das Objekt neu anordnen, um die Straße freizugeben. Stelle sicher, dass es keine Hindernisse auf dem Weg zum Objekt gibt. Vielleicht fehlt eine Schleuse oder eine Türe.",""
"state_sit","Kolonisten haben keinen Platz zum Sitzen. Platziere Sofas in den Gängen und Sessel in den Ruheräumen.",""
"state_sleep","Kolonisten haben keinen Platz zum Schlafen. Errichte mehr Betten in Wohnräumen und weise sie deinen Kolonisten zu.",""
"state_eat","Rationsvorräte für <b>{period}</>
Hungrige <b>{hungry}</> Kolonisten
Produzieren Sie mehr Lebensmittel, installieren Sie mehr Sitzgelegenheiten in der Kantine.",""
"state_light","Es ist zu dunkel. Kolonisten sehen nichts. Baue mehr Fenster, erzeuge mehr Energie und schalte das Licht dort ein, wo es in Innenräumen ausgeschaltet ist.",""
"state_cure","Kosmonauten brauchen Behandlung. Diagnostizierte Krankheiten:
{diseases}
Bauen Sie Krankenhäuser, platzieren Sie darin verschiedene Geräte für das Behandlungspersonal und weisen Sie ihnen Patienten und Ärzte zu. Stellen Sie sicher, dass genügend Medikamente vorrätig sind",""
"state_recover","Roboter sind kaputt. Brauche Platz in Werkstätten um Roboter und Ingenieure zu reparieren
Durch Abnutzung verringern sich die Fähigkeiten der Roboter. Kaputte Roboter funktionieren nicht",""
"state_oxygen","Sauerstoffreserve pro <b>{period}</> 
Regeneration verwenden <b>{regeneration}</>
Sauerstoffmangel bei <b>{gasp}</> Kolonisten
Im Falle eines Sauerstoffmangels in der Kolonie beginnt sich die Luft mit Kohlenstoffdioxid zu sättigen. Platziere Sauerstoffgeneratoren oder erhöhe die Sauerstoffversorgung.",""
"state_radiation","Maximale Strahlungsmenge in den Räumlichkeiten der Kolonie (mSv/Tag)",""
"state_meteors","Meteorschauer schädigen die Kolonie und können Shuttles zerstören.
Der Fluss erreicht die Station in: {start}
Vorhersage einer Beschädigung der Station durch die Strömung: {damage} <img id=""endurance""/>
Meteorströme unterscheiden sich in Masse, Geschwindigkeit und Richtung, daher wird empfohlen, mehr als die in der Wettervorhersage empfohlene Anzahl von Geschütztürmen gleichmäßig auf allen Seiten der Station aufzustellen, um ihre Zerstörung sicherzustellen.",""
"state_scientists","Es gibt nicht genug Forscher. Baue mehr Labore, platziere Forschungsgeräte darin und weise ihnen Forscher zu.",""
"state_devices","Die Effizienz der wissenschaftlichen Forschung wird aufgrund unzureichender wissenschaftlicher Ausrüstung verringert.
Benötigen Sie mehr {points} <img id=""research""/>
Bauen Sie dort mehr Labore und wissenschaftliche Geräte.",""
"state_computing","Die Effizienz wissenschaftlicher Forschung wird aufgrund mangelnder Rechenleistung verringert.
Weitere {points} <img id=""computing""/> erforderlich
Bauen Sie mehr Serverräume und Server darin.",""
"planets","Planeten",""
"sun","Sonne",""
"mercury","Merkur",""
"venus","Venus",""
"earth","Erde",""
"moon","Mond",""
"mars","Mars",""
"jupiter","Jupiter",""
"io","Io",""
"europa","Europa",""
"ganymede","Ganymede",""
"callisto","Callisto",""
"saturn","Saturn",""
"enceladus","Enceladus",""
"titan","Titan",""
"uranus","Uranus",""
"neptune","Neptun",""
"triton","Triton",""
"months","Januar/Februar/März/April/Mai/Juni/Juli/August/September/Oktober/November/Dezember",""
"view","Ansicht",""
"view_solarSystem","Sonnensystem",""
"view_rotation","Drehen von Abschnitten",""
"view_scale","Maßstab",""
"view_planets","Planeten",""
"view_orbites","Umlaufbahnen",""
"view_stations","Stationen",""
"view_upscale","Vergrößern",""
"view_gradation","Abstufung",""
"view_defaults","Voreinstellungen",""
"view_real","Echt",""
"planet_characteristics","Eigenschaften",""
"planet_temperature","Temperatur",""
"planet_gravity","Schwerkraft",""
"planet_atmosphere","Atmosphäre",""
"planet_radiation","Strahlung",""
"planet_luminity","Beleuchtung",""
"planet_seismic","Seismische Aktivität",""
"planet_minerals","Mineralien",""
"planet_launchStation","Station in den Orbit bringen",""
"planet_establishColony","Eine Kolonie gründen",""
"fly","Fliegen",""
"fly_destination","Ziel",""
"fly_select","Auswählen",""
"fly_departure","Abflug",""
"fly_duration","Dauer",""
"fly_arrive","Ankunft:",""
"fly_fuel","Treibstoff",""
"player_done","Ausgeführt",""
"player_current","Aktuelle",""
"player_tasks","Aufgaben",""
"player_saving","Speichert",""
"player_save","Speichern",""
"whell","Rotierenden Abschnitt hinzufügen",""
"whell_sectors","Sektoren",""
"whell_radius","Radius",""
"whell_sector_width","Sektoren Breite",""
"panel_focus","Anzeigen",""
"panel_zoom","Zoomen",""
"panel_edit","Umbenennen",""
"panel_close","Fenster schließen",""
"panel_expand","Fenster öffnen",""
"clock","Uhr",""
"production_name","Name",""
"production_priority","Priorität",""
"production_needs","Bedürfnisse",""
"helium3","Helium-3",""
"water","reines Wasser",""
"metal","Metall",""
"regolith","Boden",""
"rareearth","Seltene Metalle",""
"liquid_fuel","Chemischer Brennstoff",""
"optics","Glasbauteil",""
"components","Bauteile",""
"electronics","Elektronik",""
"decor_plants","Zierpflanzen und Holz",""
"vegetables","Gemüse",""
"food","Essen",""
"oxygen","Sauerstoff",""
"co2","Kohlenstoffdioxid",""
"nuclear_fuel","Nuklearbrennstoff",""
"antimatter","Antimaterie",""
"format_time_period_days","{days} Tage",""
"format_time_period_hours","{hours} Stunden",""
"format_time_period_minutes","{minutes} Minuten",""
"cargo_buy","Bestellung ({price})",""
"cargo_sell","Sell (+{price})",""
"cargo_trash","Abfall",""
"cargo_post","Waren versenden",""
"cargo_cation","Lagerbestand",""
"trash_furniture_caption","Objekt analysieren",""
"trash_furniture_text","Diese Ressourcen werden zurück in das Lager gebracht.
Bist du dir sicher, dass das Objekt zerlegen werden soll?",""
"outdoor_OutdoorSolarPanel","Das Solarpanel erzeugt tagsüber Strom (Stromgenerator)",""
"outdoor_StreetLight","Außenbeleuchtung",""
"outdoor_Antenna","Erhöht die Wirksamkeit der wissenschaftlichen Forschung",""
"outdoor_PowerBank","Die Batterie speichert überschüssigen Strom in der Kolonie und gibt ihn ab, wenn der Verbrauch seine Produktion übersteigt, zum Beispiel nachts",""
"outdoor_OutdoorTank","Lagerung von Gasen und Flüssigkeiten",""
"outdoor_Drill","Industrielle Bergbaustation - liefert die beste Ausbeute von festen Rohstoffen.",""
"outdoor_Pump","Eine Serienpumpe extrahiert die durchschnittliche Menge an Flüssigkeiten von der Oberfläche des Planeten.",""
"outdoor_Landing","Der Shuttle-Landeplatz darf nur auf flachem Gelände ohne Neigung platziert werden",""
"@apartment_bed","Im Bett schlafen die Kolonisten viel besser als auf der Couch",""
"@apartment_shelf","In den Schränken lagern die Kolonisten persönliche Gegenstände",""
"@apartment_table","Schreibtisch",""
"@apartment_closet","Badezimmer",""
"furniture_apartment01","@apartment_bed",""
"furniture_apartment02","@apartment_bed",""
"furniture_apartment03","Bett",""
"furniture_apartment04","Verbessertes Möbelset",""
"furniture_apartment05","Sofa",""
"furniture_apartment06","@apartment_shelf",""
"furniture_apartment07","@apartment_shelf",""
"furniture_apartment08","@apartment_shelf",""
"furniture_apartment09","@apartment_shelf",""
"furniture_apartment10","Beistelltisch",""
"furniture_apartment11","@apartment_table",""
"furniture_apartment12","@apartment_closet",""
"furniture_apartment13","@apartment_shelf",""
"furniture_apartment14","@apartment_shelf",""
"furniture_apartment15","Beistelltisch",""
"furniture_apartment16","@apartment_table",""
"furniture_apartment17","@apartment_shelf",""
"furniture_apartment18","@apartment_shelf",""
"furniture_astro_mine01","Bergbau auf dem Asteroiden ist nur möglich, wenn du an einen Asteroiden angedockt bist.",""
"@cafe_table","Am Tisch zu essen ist angenehmer als unterwegs",""
"@cafe_kitchen","In der Küche können Mahlzeiten für die Kolonie zubereitet werden",""
"@cafe_plant","Pflanzen in der Cafeteria schaffen nicht nur Gemütlichkeit, sondern produzieren auch Sauerstoff",""
"furniture_cafe01","@cafe_refridgerator",""
"furniture_cafe02","@cafe_refridgerator",""
"furniture_cafe03","@cafe_table",""
"furniture_cafe04","@cafe_table",""
"furniture_cafe05","@cafe_table",""
"furniture_cafe06","@cafe_table",""
"furniture_cafe07","@cafe_table",""
"furniture_cafe08","@cafe_table",""
"furniture_cafe09","@cafe_table",""
"furniture_cafe10","@cafe_table",""
"furniture_cafe11","@cafe_table",""
"furniture_cafe12","@cafe_kitchen",""
"furniture_cafe13","@cafe_kitchen",""
"furniture_cafe14","@cafe_kitchen",""
"furniture_cafe15","@cafe_kitchen",""
"furniture_cafe16","@cafe_kitchen",""
"furniture_cafe17","@cafe_kitchen",""
"furniture_cafe18","@cafe_kitchen",""
"furniture_cafe19","@cafe_kitchen",""
"furniture_cafe20","@cafe_plant",""
"furniture_cafe21","@cafe_plant",""
"furniture_cafe22","@cafe_plant",""
"furniture_cafe23","@cafe_plant",""
"furniture_cafe24","@cafe_plant",""
"furniture_cafe25","@cafe_plant",""
"@farm_decor_plant","Zierpflanzen anbauen",""
"@farm_banana","Bananenbaum",""
"furniture_farm01","@farm_decor_plant",""
"furniture_farm02","Apfelbaum",""
"furniture_farm03","@farm_banana",""
"furniture_farm04","Kirsche",""
"furniture_farm05","Salat",""
"furniture_farm06","Rüben",""
"furniture_farm07","Heidelbeere",""
"furniture_farm08","Blumenkohl",""
"furniture_farm09","Erdbeere",""
"furniture_farm10","Gurken",""
"furniture_farm11","Zwiebel",""
"furniture_farm12","Knoblauch",""
"furniture_farm13","Reis",""
"furniture_farm14","Paprika",""
"furniture_farm15","Scharfer Pfeffer",""
"furniture_farm16","Kartoffeln",""
"furniture_farm17","Tomate",""
"furniture_farm18","Tomate",""
"furniture_farm19","Himbeere",""
"furniture_farm20","Weizen",""
"furniture_farm21","Brombeere",""
"furniture_farm22","Himbeere",""
"furniture_farm23","@farm_banana",""
"furniture_farm24","@farm_banana",""
"furniture_farm25","@farm_banana",""
"furniture_farm26","@farm_banana",""
"furniture_farm27","@farm_banana",""
"furniture_farm28","@farm_banana",""
"@hallway_sofa","Ein Sofa, auf dem Kolonisten sich entspannen können. Solange die Kolonisten keine Schlafzimmer mit Betten zugewiesen haben, werden sie auch darauf schlafen.",""
"@hallway_vending","Ein Verkaufsautomat mit Speisen und Getränken ist eine schnelle Möglichkeit, den Hunger und Durst ein wenig zu stillen.",""
"@hallway_plant","Grünflächen",""
"@hallway_statue","Statue",""
"furniture_hallway01","@hallway_plant",""
"furniture_hallway02","@hallway_plant",""
"furniture_hallway03","@hallway_sofa",""
"furniture_hallway04","@hallway_vending",""
"furniture_hallway05","@hallway_vending",""
"furniture_hallway06","@hallway_vending",""
"furniture_hallway07","@hallway_vending",""
"furniture_hallway08","@hallway_vending",""
"furniture_hallway09","@hallway_vending",""
"furniture_hallway010","Müllentsorgung",""
"furniture_hallway11","@hallway_plant",""
"furniture_hallway12","@hallway_plant",""
"furniture_hallway13","@hallway_plant",""
"furniture_hallway14","@hallway_sofa",""
"furniture_hallway15","@hallway_sofa",""
"furniture_hallway16","@hallway_sofa",""
"furniture_hallway17","@hallway_sofa",""
"furniture_hallway18","@hallway_sofa",""
"furniture_hallway19","Dekorativer Pool",""
"furniture_hallway20","@hallway_statue",""
"furniture_hallway21","@hallway_statue",""
"furniture_hallway22","@hallway_statue",""
"furniture_hallway23","@hallway_statue",""
"@hospital_device","Medizinische Geräte beschleunigen die Behandlung von Kolonisten",""
"@hospital_shelf","Medizinschrank",""
"furniture_hospital01","Auf Operationstischen führen Ärzte Operationen zur Behandlung von Verletzungen, Verbrennungen und Erfrierungen durch.",""
"furniture_hospital02","@hospital_device",""
"furniture_hospital03","@hospital_shelf",""
"furniture_hospital04","@hospital_shelf",""
"furniture_hospital05","Vorhänge unterteilen den Raum und erhöhen den Patientenkomfort",""
"furniture_hospital06","@hospital_device",""
"furniture_hospital07","Patienten werden in Krankenhausbetten stationär behandelt",""
"@laboratory_device","Wissenschaftliche Ausrüstung erhöht die Effizienz der Forschung in der Kolonie",""
"furniture_laboratory01","Arbeitsplatz Physik",""
"furniture_laboratory02","Arbeitsplatz des Biologen",""
"furniture_laboratory03","@laboratory_device",""
"furniture_laboratory04","@laboratory_device",""
"furniture_laboratory05","@laboratory_device",""
"furniture_laboratory06","@laboratory_device",""
"furniture_laboratory07","@laboratory_device",""
"furniture_laboratory08","@laboratory_device",""
"furniture_laboratory09","@laboratory_device",""
"furniture_laboratory10","@laboratory_device",""
"furniture_laboratory11","@laboratory_device",""
"furniture_laboratory12","@laboratory_device",""
"furniture_laboratory13","@laboratory_device",""
"furniture_laboratory14","@laboratory_device",""
"furniture_laboratory15","@laboratory_device",""
"furniture_laboratory16","@laboratory_device",""
"furniture_laboratory17","@laboratory_device",""
"furniture_laboratory18","@laboratory_device",""
"furniture_laboratory19","@laboratory_device",""
"furniture_laboratory20","@laboratory_device",""
"furniture_laboratory21","@laboratory_device",""
"furniture_laboratory22","@laboratory_device",""
"furniture_laboratory23","@laboratory_device",""
"furniture_laboratory24","@laboratory_device",""
"furniture_laboratory25","@laboratory_device",""
"furniture_laboratory26","@laboratory_device",""
"furniture_laboratory27","@laboratory_device",""
"furniture_laboratory28","der Arbeitsplatz des Ingenieurs",""
"furniture_power01","Roboter Ladestation",""
"furniture_power02","Der Generator erzeugt Strom aus chemischem Brennstoff",""
"furniture_power03","Ein Kernreaktor erzeugt Strom aus Nuklearbrennstoff",""
"furniture_power04","Ein Fusionsreaktor erzeugt Strom aus Helium-3",""
"furniture_power05","Ein Reaktor, der bei der Vernichtung von Antimaterie Strom erzeugt",""
"@recreation_couch","Ein Sessel im Ruheraum ermöglicht es den Kolonisten, sich besser auszuruhen als eine Bank oder ein Sofa im Korridor.",""
"@recreation_plant","Grüne Pflanzen tragen zur Erholung bei",""
"@recreation_table","Ein Couchtisch trägt zur Entspannung bei",""
"@recreation_aquarium","Das Aquarium fördert die Erholung",""
"furniture_recreation01","@recreation_couch",""
"furniture_recreation02","@recreation_plant",""
"furniture_recreation03","@recreation_plant",""
"furniture_recreation04","@recreation_plant",""
"furniture_recreation05","Ein Virtual-Reality-Spielplatz verbessert die Stimmung der Kolonisten und unterstützt sie in guter körperlicher Verfassung.",""
"furniture_recreation06","@recreation_couch",""
"furniture_recreation07","@recreation_couch",""
"furniture_recreation08","@recreation_plant",""
"furniture_recreation09","@recreation_plant",""
"furniture_recreation10","@recreation_plant",""
"furniture_recreation11","@recreation_aquarium",""
"furniture_recreation12","@recreation_aquarium",""
"furniture_recreation13","@recreation_table",""
"furniture_recreation14","@recreation_table",""
"furniture_recreation15","@recreation_table",""
"furniture_recreation16","@recreation_table",""
"furniture_recreation17","@recreation_table",""
"@server","Ein Server erhöht die Rechenleistung der Kolonie",""
"furniture_server01","@server",""
"furniture_server02","@server",""
"furniture_server03","@server",""
"furniture_server04","@server",""
"furniture_server05","@server",""
"furniture_server06","@server",""
"furniture_server07","@server",""
"furniture_server08","@server",""
"furniture_server09","@server",""
"furniture_server10","@server",""
"@storage","Alle Vorräte der Kolonie werden in den Regalen und Boxen aufbewahrt. Je mehr es gibt, desto mehr Vorräte können aufbewahrt werden.",""
"furniture_storage01","@storage",""
"furniture_storage02","@storage",""
"furniture_storage03","@storage",""
"furniture_storage04","@storage",""
"furniture_storage05","@storage",""
"furniture_storage06","@storage",""
"furniture_storage07","@storage",""
"furniture_storage08","@storage",""
"furniture_storage09","@storage",""
"furniture_storage10","@storage",""
"furniture_storage11","@storage",""
"furniture_storage12","@storage",""
"furniture_storage13","@storage",""
"furniture_storage14","@storage",""
"furniture_storage15","@storage",""
"furniture_storage16","@storage",""
"furniture_storage17","@storage",""
"furniture_storage18","@storage",""
"furniture_storage19","@storage",""
"furniture_storage20","@storage",""
"furniture_storage21","@storage",""
"furniture_storage22","@storage",""
"furniture_storage23","@storage",""
"furniture_storage24","@storage",""
"furniture_storage25","@storage",""
"furniture_storage26","@storage",""
"furniture_storage27","@storage",""
"furniture_storage28","@storage",""
"furniture_storage29","@storage",""
"furniture_storage30","@storage",""
"furniture_storage31","@storage",""
"furniture_storage32","@storage",""
"furniture_storage33","@storage",""
"furniture_storage34","@storage",""
"furniture_storage35","@storage",""
"furniture_storage36","@storage",""
"furniture_workshop01","Glasofen",""
"furniture_workshop02","Fließband",""
"furniture_workshop03","Chemischer Separator",""
"furniture_workshop04","Regeneriert Sauerstoff aus Kohlendioxid für vier Personen",""
"furniture_workshop05","Roboter-Reparaturtisch",""
"furniture_workshop06","Lithographische Ausrüstung",""
"no_money_text","Sie benötigen außerdem:
{money}
Sie können Geld erhalten, indem Sie einen Kredit bei einem der Länder in Ihrem Unternehmenspanel aufnehmen",""
"no_money_caption","Du hast nicht genug Geld",""
"character_states_console&workshop","arbeitet in der Fabrikation",""
"character_states_console&fixing","repariert den Roboter",""
"character_states_console&hospital","behandelt den Patienten",""
"character_states_farm","kümmert sich um Pflanzen",""
"character_states_sit&console","läuft hinter der Konsole",""
"character_states_charge","wird geladen",""
"character_states_lay&recover","Wartung läuft",""
"character_states_vr","hat Spaß",""
"character_states_lay&sleep","schläft",""
"character_states_sit&eat","isst",""
"character_states_eat","Mahlzeit",""
"character_states_lay&cure","wird behandelt",""
"character_states_cafe","bereitet vor",""
"character_states_console&mine","baut Mineralien ab",""
"character_states_sit","sitzt",""
"character_states_sit&relax","ruht sich aus",""
"character_states_none","nicht besetzt",""
"character_states_move_to_console&workshop","geht in die Fabrik",""
"character_states_move_to_console&fixing","der Roboter wird repariert",""
"character_states_move_to_console&hospital","wird behandelt",""
"character_states_move_to_farm","geht zur Farm",""
"character_states_move_to_sit&console","es wird untersucht",""
"character_states_move_to_charge","wird geladen",""
"character_states_move_to_lay&recover","wird repariert",""
"character_states_move_to_vr","es bietet viel Unterhaltung",""
"character_states_move_to_lay&sleep","geht schlafen",""
"character_states_move_to_sit&eat","geht zu essen",""
"character_states_move_to_eat","es gibt einen Snack",""
