"source","target","developer_comments"
"staff_buyCook","요리사",""
"staff_relax_","휴식",""
"buy_robot_caption","로봇 구매",""
"buy_robot_text","로봇 비용 {cost}
구매하시겠습니까?",""
"robot_arrive_caption","로봇 이동 중",""
"robot_arrive_text","로봇이 셔틀을 통해 이 스테이션으로 배송됩니다",""
"build_dismantlingTooltip","건물 해체",""
"build_pillarsTooltip","지면에 설치되는 기둥으로 건물과 보행로의 무게를 지탱합니다",""
"build_stairsTooltip","실내외에 설치할 수 있는 계단",""
"build_doorsTooltip","문 설치. 문을 설치할 위치를 선택하고 마우스 왼쪽 버튼을 클릭하세요. 다시 클릭하면 문이 제거됩니다",""
"build_floorTooltip","공간을 여러 층으로 나누는 층간 바닥",""
"build_sectionTooltip","고정된 구역. 중력 부족은 자기 바닥으로 보상됩니다. 주로 착륙장, 태양 전지판, 탱크, 안테나 및 엔진 설치에 사용됩니다. 생활 및 기타 공간으로 사용할 수 있지만 중력 부족은 직원들에게 우주병을 유발합니다",""
"build_whellTooltip","회전 구역에서는 직원들에게 익숙한 중력이 생성되어 우주병을 예방합니다",""
"build_axisTooltip","축은 정거장의 세그먼트를 서로 연결합니다",""
"build_solarPanelTooltip","태양광 패널은 낮에 전기를 생성합니다",""
"build_batteryTooltip","배터리는 밤에 정거장에 전기를 공급합니다. 태양 폭풍으로 배터리가 부분적으로 방전될 수 있습니다.",""
"build_tankTooltip","액체와 가스는 고압 밀폐 탱크에 저장됩니다",""
"build_dockTooltip","셔틀 도킹 노드",""
"build_thrusterToolip","정거장의 방향 조정을 위한 조향 엔진",""
"build_chemicalEngineTooltip","화학 연료로 작동하는 화학 엔진
가스 배출 속도: {flow_speed} km/s
연료 소비량 {flow_rate} kg/s
추력 {thrust} kN",""
"build_nuclearEngineTooltip","핵 반응으로 작동하는 원자력 엔진. 핵 반응으로 작업 물질을 가열합니다
가스 배출 속도: {flow_speed} km/s
연료 소비량 {flow_rate} kg/s
추력 {thrust} kN",""
"build_recombinationEngineTooltip","재결합 엔진. 원자가 분자로 재결합할 때 발생하는 에너지를 사용합니다
가스 배출 속도: {flow_speed} km/s
연료 소비량 {flow_rate} kg/s
추력 {thrust} kN",""
"build_termonuclearEngineTooltip","열핵 엔진. 열핵 융합 과정이 일어나는 플라즈마로 작업 물질을 가열합니다
가스 배출 속도: {flow_speed} km/s
연료 소비량 {flow_rate} kg/s
추력 {thrust} kN",""
"build_photonEngineTooltip","광자 엔진. 물질과 반물질의 소멸로 작동합니다
가스 배출 속도: {flow_speed} km/s
연료 소비량 {flow_rate} kg/s
추력 {thrust} kN",""
"build_required_","필요:",""
"build_caption","건설",""
"build_cages","각 공간은 다양한 유형의 블록으로 건설할 수 있습니다. 블록 유형에 따라 공간의 특성과 외관이 달라집니다",""
"build_walkway","보행로는 건물 사이를 편안하게 이동할 수 있게 하며, 다양한 장비를 설치할 수 있는 평평한 표면을 제공합니다",""
"build_finish","건설 완료",""
"cargo_name","이름",""
"cargo_count","수량",""
"cargo_cost","비용",""
"colony_mineralResources","광물 자원",""
"colony_radiation","방사능",""
"colony_sunriseThrough","일출까지",""
"colony_sunsetThrough","일몰까지",""
"colony_acceptColonists","식민지 주민 수락",""
"colony_reject","거절",""
"colony_newAvailable","새 장비 사용 가능",""
"colony_goto","정거장으로 이동",""
"colony_shuttles","{count} 셔틀 {period} 후",""
"place_hallway","복도",""
"place_gateway","에어록",""
"place_apartment","주거 공간",""
"place_workshop","산업",""
"place_cafe","요리",""
"place_mine","광물 채굴",""
"place_farm","농업",""
"place_recreation","휴식",""
"place_storage","창고",""
"place_power","발전소",""
"place_hospital","의료",""
"place_laboratory","연구",""
"place_servers","서버실",""
"place_teleport","노드",""
"room_pressure","압력",""
"room_electricity","전기 {power}⚡",""
"room_assignStaf","직원 할당",""
"room_ceil","천장",""
"room_floor","바닥",""
"storage","창고",""
"storage_availability","보유량",""
"storage_production","창고 설정",""
"storage_purchase","구매",""
"storage_sell","판매",""
"storage_throw","버리기",""
"storage_post","전송",""
"furniture","장비",""
"furniture_serviceability","작동 상태",""
"furniture_composition","구성:",""
"furniture_deconstruct","분해",""
"events","이벤트",""
"event_notHappy","직원 불만",""
"event_energy","콜로니의 현재 전력 수요를 충족할 전력이 부족합니다",""
"event_battery","콜로니의 일일 전력 수요를 충족할 전력이 부족합니다",""
"event_storage","창고 가득 참",""
"event_tank","액체 및 가스 탱크 가득 참",""
"event_hungry","직원 기아",""
"event_oxygen","산소 부족",""
"event_cantSit","직원이 앉을 곳 없음",""
"event_cantSleep","직원이 잘 곳 없음",""
"event_ill","직원 아픔",""
"event_broken","로봇 고장",""
"event_radiation","콜로니 실내 방사선 수준이 높습니다",""
"event_meteors","유성 흐름",""
"event_scientist","과학자 효율성 감소",""
"event_devices","과학 장비 효율성 감소",""
"event_computing","계산 효율성 감소",""
"state","알림",""
"state_colony","상태",""
"state_loyalty","콜로니스트의 기분은 편안함 수준이 높을 때 상승합니다(높을수록 빨라짐).
콜로니스트의 기분은 만족하지 못한 요구 사항이 있을 때 하락합니다.
또한 동료의 부정적인 성격 특성으로 인해 기분이 떨어질 수 있습니다.
기분이 낮을수록 직원의 기술도 낮아집니다. 또한 기분이 낮으면 우주비행사의 이념이 급진화됩니다.
기분이 0%면 콜로니스트는 일을 멈춥니다",""
"state_energy","식민지의 <b>현재</> 전력 수요를 충족할 전력이 부족합니다. 더 많은 발전기를 건설하세요",""
"state_battery","현재 배터리 충전: <b>{charge}%</>
식민지의 <b>일일</> (주야간 주기) 전력 수요 충족률: <b>{percent}</>
더 많은 배터리나 발전기를 건설하거나 현재 필요하지 않은 곳의 전원을 끄세요",""
"state_storage","창고 사용량 {usage}/{total} m³. 창고가 가득 차면 생산이 중단됩니다 (액체 및 가스 제외), 셔틀은 고체 화물을 운반하며 궤도에서 대기합니다",""
"state_tank","탱크 사용량 {usage}/{total} m³. 탱크가 가득 차면 액체 및 가스 생산이 중단됩니다, 셔틀은 액체 화물을 운반하며 궤도에서 대기합니다",""
"state_unreachable","오브젝트에 접근할 수 없습니다. 오브젝트를 재배치하여 길을 열어야 할 수도 있습니다. 오브젝트까지 가는 길에 장애물이 없는지 확인하세요. 게이트웨이를 건설해야 할 수도 있습니다",""
"state_sit","우주비행사들이 앉을 곳이 없습니다. 복도에 소파를 설치하고 휴게실에 의자를 배치하세요",""
"state_sleep","우주비행사들이 잘 곳이 없습니다. 주거 공간에 더 많은 침대를 설치하고 우주비행사들에게 할당하세요",""
"state_eat","비축된 식량: <b>{period}</> 동안
배고픈 주민: <b>{hungry}</>명
더 많은 음식을 생산하고 식당에 더 많은 식사를 준비하세요",""
"state_light","너무 어둡습니다. 우주비행사들이 잘 보지 못합니다. 더 많은 창문을 만들고 더 많은 전기를 생성한 후 실내에 조명을 켜세요",""
"state_cure","우주비행사들이 치료가 필요합니다. 진단된 질병:
{diseases}
병원을 건설하고, 다양한 치료 장비를 설치하고, 환자와 의사를 배정하세요. 창고에 충분한 의약품이 있는지 확인하세요",""
"state_recover","로봇이 고장났습니다. 작업장에서 로봇 수리 장소와 엔지니어가 필요합니다.
로봇 마모는 기술을 낮춥니다. 고장난 로봇은 작동하지 않습니다",""
"state_oxygen","산소 비축량: <b>{period}</> 
재생 사용률: <b>{regeneration}</>
산소 부족 우주비행사: <b>{gasp}</> 
산소가 부족할 경우 창고의 공기는 이산화탄소로 포화됩니다. 산소 발생기를 설치하거나 창고의 산소 비축량을 늘리세요",""
"state_radiation","콜로니 실내의 최대 방사선 수준(mSv/일)",""
"state_meteors","유성우는 콜로니에 피해를 주고 셔틀을 파괴할 수 있습니다.
유성우가 역에 도달하기까지: {start}
유성우로 인한 역 피해 예측: {damage} <img id=""endurance""/>
유성우는 질량, 속도, 방향이 다양하므로 예측된 수보다 더 많은 포탑을 역 주변에 골고루 배치하여 확실하게 파괴하는 것이 좋습니다.",""
"state_scientists","과학 직원이 부족합니다. 더 많은 연구실을 건설하고 과학 직원을 배치하세요",""
"state_devices","과학 연구 효율성이 과학 장비 부족으로 인해 감소했습니다. 
추가로 {points} <img id=""research""/> 필요
더 많은 실험실과 과학 장비를 설치하세요",""
"state_computing","과학 연구 효율성이 컴퓨팅 파워 부족으로 인해 감소했습니다. 
추가로 {points} <img id=""computing""/> 필요
더 많은 서버실과 서버를 설치하세요",""
"planets","행성",""
"sun","태양",""
"mercury","수성",""
"venus","금성",""
"earth","지구",""
"moon","달",""
"mars","화성",""
"jupiter","목성",""
"io","이오",""
"europa","유로파",""
"ganymede","가니메데",""
"callisto","칼리스토",""
"saturn","토성",""
"enceladus","엔셀라두스",""
"titan","타이탄",""
"uranus","천왕성",""
"neptune","해왕성",""
"triton","트리톤",""
"months","1월/2월/3월/4월/5월/6월/7월/8월/9월/10월/11월/12월",""
"view","보기",""
"view_solarSystem","태양계",""
"view_rotation","구역 회전",""
"view_scale","스케일",""
"view_planets","행성:",""
"view_orbites","궤도:",""
"view_stations","정거장:",""
"view_upscale","확대",""
"view_gradation","등급",""
"view_defaults","기본값",""
"view_real","실제",""
"planet_characteristics","특성",""
"planet_temperature","온도",""
"planet_gravity","중력",""
"planet_atmosphere","대기",""
"planet_radiation","방사능",""
"planet_luminity","조도",""
"planet_seismic","지진 활동",""
"planet_minerals","광물",""
"planet_launchStation","정거장을 궤도에 진출시키기",""
"planet_establishColony","식민지 건설",""
"fly","비행",""
"fly_destination","목적지:",""
"fly_select","선택",""
"fly_departure","출발:",""
"fly_duration","소요 시간:",""
"fly_arrive","도착:",""
"fly_fuel","연료 소비:",""
"player_done","완료",""
"player_current","현재",""
"player_tasks","작업",""
"player_saving","저장 중",""
"player_save","저장",""
"whell","회전 구역 추가",""
"whell_sectors","섹터",""
"whell_radius","반경",""
"whell_sector_width","섹터 너비",""
"panel_focus","표시",""
"panel_zoom","이동/확대",""
"panel_edit","이름 변경",""
"panel_close","패널 닫기",""
"panel_expand","패널 표시",""
"clock","시계",""
"production_name","이름",""
"production_priority","우선순위",""
"production_needs","필요:",""
"helium3","헬륨-3",""
"water","깨끗한 물",""
"metal","금속",""
"regolith","레골리스",""
"rareearth","희토류 금속",""
"liquid_fuel","화학 연료",""
"optics","광학",""
"components","부품",""
"electronics","전자",""
"decor_plants","장식용 식물 및 목재",""
"vegetables","채소",""
"food","음식",""
"oxygen","산소",""
"co2","이산화탄소",""
"nuclear_fuel","핵 연료",""
"antimatter","반물질",""
"format_time_period_days","{days} 일",""
"format_time_period_hours","{hours} 시간",""
"format_time_period_minutes","{minutes} 분",""
"cargo_buy","주문 ({price})",""
"cargo_sell","판매 (+{price})",""
"cargo_trash","버리기",""
"cargo_post","전송",""
"cargo_cation","창고",""
"trash_furniture_caption","객체 분해",""
"trash_furniture_text","이 자원들은 창고로 반환됩니다.
오브젝트를 해체하시겠습니까?",""
"outdoor_OutdoorSolarPanel","태양 전판은 낮에 전기를 생산합니다 (에너지 발전기)",""
"outdoor_StreetLight","야외 조명",""
"outdoor_Antenna","과학 연구 효율성 증가",""
"outdoor_PowerBank","배터리는 식민지의 잉여 전기를 저장하고 생산량이 부족할 때 (예: 밤) 방출합니다",""
"outdoor_OutdoorTank","가스 및 액체 저장",""
"outdoor_Drill","산업용 드릴은 대량의 고체 광물을 추출합니다",""
"outdoor_Pump","연속적인 펌프는 행성 표면에서 중간 양의 액체를 추출합니다",""
"outdoor_Landing","셔틀 착륙장은 경사가 없는 평평한 지형에만 설치할 수 있습니다",""
"@apartment_bed","침대에서 우주비행사들은 소파보다 훨씬 잘 잘 수 있습니다",""
"@apartment_shelf","옷장에서 우주비행사들은 개인 물품을 보관합니다",""
"@apartment_table","책상",""
"@apartment_closet","화장실",""
"furniture_apartment01","@apartment_bed",""
"furniture_apartment02","@apartment_bed",""
"furniture_apartment03","침대",""
"furniture_apartment04","개선된 가구 세트",""
"furniture_apartment05","소파",""
"furniture_apartment06","@apartment_shelf",""
"furniture_apartment07","@apartment_shelf",""
"furniture_apartment08","@apartment_shelf",""
"furniture_apartment09","@apartment_shelf",""
"furniture_apartment10","협탁 테이블",""
"furniture_apartment11","@apartment_table",""
"furniture_apartment12","@apartment_closet",""
"furniture_apartment13","@apartment_shelf",""
"furniture_apartment14","@apartment_shelf",""
"furniture_apartment15","협탁 테이블",""
"furniture_apartment16","@apartment_table",""
"furniture_apartment17","@apartment_shelf",""
"furniture_apartment18","@apartment_shelf",""
"furniture_astro_mine01","소행성에서 채굴은 소행성에 도킹한 후에만 가능합니다",""
"@cafe_table","테이블에서 먹는 것이 길거리에서 먹는 것보다 편안합니다",""
"@cafe_kitchen","주방은 식민지에서 음식을 준비할 수 있게 합니다",""
"@cafe_plant","카페의 식물들은 아늑함을 줄 뿐만 아니라 산소도 생산합니다",""
"furniture_cafe01","@cafe_refridgerator",""
"furniture_cafe02","@cafe_refridgerator",""
"furniture_cafe03","@cafe_table",""
"furniture_cafe04","@cafe_table",""
"furniture_cafe05","@cafe_table",""
"furniture_cafe06","@cafe_table",""
"furniture_cafe07","@cafe_table",""
"furniture_cafe08","@cafe_table",""
"furniture_cafe09","@cafe_table",""
"furniture_cafe10","@cafe_table",""
"furniture_cafe11","@cafe_table",""
"furniture_cafe12","@cafe_kitchen",""
"furniture_cafe13","@cafe_kitchen",""
"furniture_cafe14","@cafe_kitchen",""
"furniture_cafe15","@cafe_kitchen",""
"furniture_cafe16","@cafe_kitchen",""
"furniture_cafe17","@cafe_kitchen",""
"furniture_cafe18","@cafe_kitchen",""
"furniture_cafe19","@cafe_kitchen",""
"furniture_cafe20","@cafe_plant",""
"furniture_cafe21","@cafe_plant",""
"furniture_cafe22","@cafe_plant",""
"furniture_cafe23","@cafe_plant",""
"furniture_cafe24","@cafe_plant",""
"furniture_cafe25","@cafe_plant",""
"@farm_decor_plant","장식용 식물 재배",""
"@farm_banana","바나나 나무",""
"furniture_farm01","@farm_decor_plant",""
"furniture_farm02","사과나무",""
"furniture_farm03","@farm_banana",""
"furniture_farm04","체리",""
"furniture_farm05","상추",""
"furniture_farm06","비트",""
"furniture_farm07","블루베리",""
"furniture_farm08","콜리플라워",""
"furniture_farm09","딸기",""
"furniture_farm10","오이",""
"furniture_farm11","양파",""
"furniture_farm12","마늘",""
"furniture_farm13","쌀",""
"furniture_farm14","피망",""
"furniture_farm15","매운 고추",""
"furniture_farm16","감자",""
"furniture_farm17","토마토",""
"furniture_farm18","토마토",""
"furniture_farm19","라즈베리",""
"furniture_farm20","밀",""
"furniture_farm21","블랙베리",""
"furniture_farm22","라즈베리",""
"furniture_farm23","@farm_banana",""
"furniture_farm24","@farm_banana",""
"furniture_farm25","@farm_banana",""
"furniture_farm26","@farm_banana",""
"furniture_farm27","@farm_banana",""
"furniture_farm28","@farm_banana",""
"@hallway_sofa","소파, 비어 있는 식민지 주민들은 그 위에 앉거나 잘 수 있습니다 (침대가 없는 경우)",""
"@hallway_vending","음식과 음료 자판기 - 배고픔과 갈증을 빠르게 해소하는 방법",""
"@hallway_plant","녹지",""
"@hallway_statue","조각상",""
"furniture_hallway01","@hallway_plant",""
"furniture_hallway02","@hallway_plant",""
"furniture_hallway03","@hallway_sofa",""
"furniture_hallway04","@hallway_vending",""
"furniture_hallway05","@hallway_vending",""
"furniture_hallway06","@hallway_vending",""
"furniture_hallway07","@hallway_vending",""
"furniture_hallway08","@hallway_vending",""
"furniture_hallway09","@hallway_vending",""
"furniture_hallway010","쓰레기 재활용",""
"furniture_hallway11","@hallway_plant",""
"furniture_hallway12","@hallway_plant",""
"furniture_hallway13","@hallway_plant",""
"furniture_hallway14","@hallway_sofa",""
"furniture_hallway15","@hallway_sofa",""
"furniture_hallway16","@hallway_sofa",""
"furniture_hallway17","@hallway_sofa",""
"furniture_hallway18","@hallway_sofa",""
"furniture_hallway19","장식용 수영장",""
"furniture_hallway20","@hallway_statue",""
"furniture_hallway21","@hallway_statue",""
"furniture_hallway22","@hallway_statue",""
"furniture_hallway23","@hallway_statue",""
"@hospital_device","의료 장비는 식민지 주민들의 치료 속도를 높입니다",""
"@hospital_shelf","약품 캐비닛",""
"furniture_hospital01","외과 테이블에서 의사들은 부상, 화상 및 동상을 치료하기 위해 수술을 수행합니다",""
"furniture_hospital02","@hospital_device",""
"furniture_hospital03","@hospital_shelf",""
"furniture_hospital04","@hospital_shelf",""
"furniture_hospital05","커튼은 공간을 구분하고 환자들의 편안함을 증가시킵니다",""
"furniture_hospital06","@hospital_device",""
"furniture_hospital07","병원 침대에서 환자들은 입원 치료를 받습니다",""
"@laboratory_device","과학 장비는 식민지에서의 연구 효율성을 증가시킵니다",""
"furniture_laboratory01","물리학자 작업 공간",""
"furniture_laboratory02","생물학자 작업 공간",""
"furniture_laboratory03","@laboratory_device",""
"furniture_laboratory04","@laboratory_device",""
"furniture_laboratory05","@laboratory_device",""
"furniture_laboratory06","@laboratory_device",""
"furniture_laboratory07","@laboratory_device",""
"furniture_laboratory08","@laboratory_device",""
"furniture_laboratory09","@laboratory_device",""
"furniture_laboratory10","@laboratory_device",""
"furniture_laboratory11","@laboratory_device",""
"furniture_laboratory12","@laboratory_device",""
"furniture_laboratory13","@laboratory_device",""
"furniture_laboratory14","@laboratory_device",""
"furniture_laboratory15","@laboratory_device",""
"furniture_laboratory16","@laboratory_device",""
"furniture_laboratory17","@laboratory_device",""
"furniture_laboratory18","@laboratory_device",""
"furniture_laboratory19","@laboratory_device",""
"furniture_laboratory20","@laboratory_device",""
"furniture_laboratory21","@laboratory_device",""
"furniture_laboratory22","@laboratory_device",""
"furniture_laboratory23","@laboratory_device",""
"furniture_laboratory24","@laboratory_device",""
"furniture_laboratory25","@laboratory_device",""
"furniture_laboratory26","@laboratory_device",""
"furniture_laboratory27","@laboratory_device",""
"furniture_laboratory28","엔지니어 작업 공간",""
"furniture_power01","로봇 충전 플랫폼",""
"furniture_power02","발전기는 화학 연료로 전기를 생산합니다",""
"furniture_power03","원자로는 핵연료로부터 전기를 생산합니다",""
"furniture_power04","열핵 반응로는 열핵 연료로부터 전기를 생산합니다",""
"furniture_power05","반물질 소멸 시 전기를 생산하는 반응로",""
"@recreation_couch","휴게실의 안락의자는 복도의 벤치나 소파보다 식민지 주민들이 더 잘 쉴 수 있게 합니다",""
"@recreation_plant","녹색 식물들은 휴식 효과를 증가시킵니다",""
"@recreation_table","커피 테이블은 휴식 효과를 증가시킵니다",""
"@recreation_aquarium","수족관은 휴식 효과를 증가시킵니다",""
"furniture_recreation01","@recreation_couch",""
"furniture_recreation02","@recreation_plant",""
"furniture_recreation03","@recreation_plant",""
"furniture_recreation04","@recreation_plant",""
"furniture_recreation05","VR 지원 공간은 식민지 주민들의 기분을 개선하고 좋은 신체 상태를 유지시킵니다",""
"furniture_recreation06","@recreation_couch",""
"furniture_recreation07","@recreation_couch",""
"furniture_recreation08","@recreation_plant",""
"furniture_recreation09","@recreation_plant",""
"furniture_recreation10","@recreation_plant",""
"furniture_recreation11","@recreation_aquarium",""
"furniture_recreation12","@recreation_aquarium",""
"furniture_recreation13","@recreation_table",""
"furniture_recreation14","@recreation_table",""
"furniture_recreation15","@recreation_table",""
"furniture_recreation16","@recreation_table",""
"furniture_recreation17","@recreation_table",""
"@server","서버는 식민지의 컴퓨팅 능력을 증가시킵니다",""
"furniture_server01","@server",""
"furniture_server02","@server",""
"furniture_server03","@server",""
"furniture_server04","@server",""
"furniture_server05","@server",""
"furniture_server06","@server",""
"furniture_server07","@server",""
"furniture_server08","@server",""
"furniture_server09","@server",""
"furniture_server10","@server",""
"@storage","식민지의 보급품은 선반과 상자에 보관됩니다. 더 많을수록 더 많은 보급품을 저장할 수 있습니다",""
"furniture_storage01","@storage",""
"furniture_storage02","@storage",""
"furniture_storage03","@storage",""
"furniture_storage04","@storage",""
"furniture_storage05","@storage",""
"furniture_storage06","@storage",""
"furniture_storage07","@storage",""
"furniture_storage08","@storage",""
"furniture_storage09","@storage",""
"furniture_storage10","@storage",""
"furniture_storage11","@storage",""
"furniture_storage12","@storage",""
"furniture_storage13","@storage",""
"furniture_storage14","@storage",""
"furniture_storage15","@storage",""
"furniture_storage16","@storage",""
"furniture_storage17","@storage",""
"furniture_storage18","@storage",""
"furniture_storage19","@storage",""
"furniture_storage20","@storage",""
"furniture_storage21","@storage",""
"furniture_storage22","@storage",""
"furniture_storage23","@storage",""
"furniture_storage24","@storage",""
"furniture_storage25","@storage",""
"furniture_storage26","@storage",""
"furniture_storage27","@storage",""
"furniture_storage28","@storage",""
"furniture_storage29","@storage",""
"furniture_storage30","@storage",""
"furniture_storage31","@storage",""
"furniture_storage32","@storage",""
"furniture_storage33","@storage",""
"furniture_storage34","@storage",""
"furniture_storage35","@storage",""
"furniture_storage36","@storage",""
"furniture_workshop01","유리 용해로",""
"furniture_workshop02","조립 라인",""
"furniture_workshop03","화학 분리기",""
"furniture_workshop04","4명을 위한 이산화탄소에서 산소 재생을 제공합니다",""
"furniture_workshop05","로봇 수리용 작업대",""
"furniture_workshop06","리소그래피 장비",""
"no_money_text","필요한 금액:
{money}
회사 패널에서 국가로부터 대출을 받아 돈을 얻을 수 있습니다",""
"no_money_caption","자금 부족",""
"character_states_console&workshop","공장에서 일하는 중",""
"character_states_console&fixing","로봇을 수리하는 중",""
"character_states_console&hospital","환자를 치료하는 중",""
"character_states_farm","식물들을 돌보는 중",""
"character_states_sit&console","콘솔에서 작업 중",""
"character_states_charge","충전 중",""
"character_states_lay&recover","정비 중",""
"character_states_vr","즐기는 중",""
"character_states_lay&sleep","자는 중",""
"character_states_sit&eat","식사 중",""
"character_states_eat","간식 먹는 중",""
"character_states_lay&cure","치료 받는 중",""
"character_states_cafe","요리 중",""
"character_states_console&mine","광물을 채굴하는 중",""
"character_states_sit","앉아 있음",""
"character_states_sit&relax","휴식 중",""
"character_states_none","비어 있음",""
"character_states_move_to_console&workshop","공장으로 이동 중",""
"character_states_move_to_console&fixing","로봇 수리하러 이동 중",""
"character_states_move_to_console&hospital","치료하러 이동 중",""
"character_states_move_to_farm","농장으로 이동 중",""
"character_states_move_to_sit&console","연구하러 이동 중",""
"character_states_move_to_charge","충전하러 이동 중",""
"character_states_move_to_lay&recover","정비하러 이동 중",""
"character_states_move_to_vr","즐기러 이동 중",""
"character_states_move_to_lay&sleep","잠자러 이동 중",""
"character_states_move_to_sit&eat","식사하러 이동 중",""
"character_states_move_to_eat","간식 먹으러 이동 중",""
"character_states_move_to_lay&cure","치료받으러 이동 중",""
"character_states_move_to_cafe","요리하러 이동 중",""
"character_states_move_to_console&mine","채굴하러 이동 중",""
"character_states_move_to_sit","앉으러 이동 중",""
"character_states_move_to_sit&relax","휴식하러 이동 중",""
"build_tooltip_remove","블록 해체",""
"build_tooltip_error","건설 오류",""
"build_tooltip_noCargoBuildError","재료가 부족합니다",""
"build_tooltip_undergroundBuildError","땅 속에는 지지대와 계단만 건설할 수 있습니다",""
"build_tooltip_landingBuildError","착륙장과 너무 가깝습니다",""
"build_tooltip_noFoundationError","지지대 없이는 블록을 건설할 수 없습니다",""
"build_tooltip_busyBuildError","이미 블록이 건설되어 있습니다",""
"build_tooltip_axisBuildError","스테이션 축에는 축 블록, 고정 또는 회전 섹션만 건설할 수 있습니다",""
"build_tooltip_bottomSectionBuildError","섹션의 이쪽에는 건설할 수 없습니다",""
"build_tooltip_noCageBuildError","방이 없습니다",""
"build_tooltip_pillarOnWhellBuildError","회전 섹션 내에는 건설할 수 없습니다",""
"build_tooltip_rayIntersectBuildError","에어록이나 엔진을 가로막을 수 없습니다",""
"build_tooltip_noDoorBuildError","에어록의 외부 도어 쪽에서만 설치할 수 있습니다",""
"build_tooltip_engineLevelBuildError","추진 엔진은 스테이션의 가장 아래에만 설치할 수 있습니다",""
"build_tooltip_doorPresentBuildError","문 근처에는 설치할 수 없습니다",""
"build_tooltip_engineOnRouteBuildError","비행 중에는 엔진을 재건설할 수 없습니다",""
"build_tooltip_insideDoorBuildError","먼저 문을 해체해야 합니다",""
"build_tooltip_needGravityBuildError","회전 섹션에만 설치할 수 있습니다",""
"build_tooltip_buldAboveStairError","계단이 바닥에 닿을 것입니다",""
"build_tooltip_noStairUpCageBuildError","계단이 천장에 닿을 것입니다",""
"build_tooltip_noCageWithStairBuildError","이 방에는 계단을 건설할 수 없습니다",""
"build_tooltip_upCageWithFurnitureBuildError","위쪽 방의 가구를 먼저 제거해야 합니다",""
"build_tooltip_cantPlaceDoorBuildError","여기에 문을 설치할 수 없습니다",""
"build_tooltip_cantDoorWithFurnitureBuildError","문을 설치하기 전에 방을 비워야 합니다",""
"build_tooltip_cantWriteWithEraser","삭제하려면 블록을 선택해야 합니다",""
"build_tooltip_cantBuildStairError","여기에 계단을 설치할 수 없습니다",""
"build_tooltip_cantBuildDoorError","문은 방 안에만 설치할 수 있습니다",""
"build_tooltip_needGate","대형 게이트만 설치할 수 있습니다",""
"build_tooltip_noCageEraseError","삭제하려면 블록을 선택해야 합니다",""
"build_tooltip_notEmptyEraseError","블록을 삭제하기 전에 공간을 비워야 합니다",""
"build_tooltip_bottomStairEraseError","계단 위의 블록은 삭제할 수 없습니다",""
"build_tooltip_axisEraseError","스테이션의 축이나 섹션은 삭제할 수 없습니다",""
"build_tooltip_doorEraseError","이 문은 삭제할 수 없습니다",""
"build_tooltip_removeFurnitureDoorEraseError","문을 삭제하기 전에 방을 비워야 합니다",""
