"source","target","developer_comments"
"event_storage","The warehouse is full.",""
"event_tank","Liquid and gas tanks are full.",""
"event_hungry","The staff is hungry.",""
"event_oxygen","Lack of oxygen.",""
"event_cantSit","The staff has nowhere to sit.",""
"event_cantSleep","The staff has nowhere to sleep.",""
"event_ill","The staff is sick.",""
"event_broken","Robots are broken.",""
"event_radiation","Increased level of radiation in the colony premises",""
"event_meteors","Meteor shower",""
"event_scientist","Research efficiency decreased.",""
"event_devices","Scientific equipment efficiency decreased.","GT: Potentially merge with ""event_scientist""?"
"event_computing","Computation efficiency decreased.",""
"state","Events",""
"state_colony","State",""
"state_loyalty","The mood of the colonists rises with an increased level of comfort (the higher - the faster).
The mood of the colonists decreases if there are unmet needs.
Also, the mood can decrease due to the negative character traits of colleagues assigned to the same room.
The lower the mood - the lower the skills of the staff. Also, with a low mood, the astronaut's ideology radicalizes.
At 0% mood, the colonist stops working",""
"state_energy","Not enough energy to cover <b>current</> needs of the colony. Build more generators.",""
"state_battery","Current battery charge: <b>{charge}%</>.
Fulfillment of <b>daily</> (one day/night cycle) needs of the colony: <b>{percent}</>.
Build more batteries and generators or turn off the electricity where it is currently unneeded.",""
"state_storage","{usage} out of {total} m³ in storage is occupied. If the storage is full, production stops (does not apply to liquids and gases), and shuttles carrying solid cargo will wait in orbit",""
"state_tank","{usage} out of {total} m³ in tanks is occupied. If the tanks are full, the production of liquids and gases stops, and shuttles carrying liquid cargo will wait in orbit",""
"state_unreachable","You can’t reach the object. Rarrangement of objects might be necessary. Make sure that no other object is blocking the way and, if necessary, install airlocks.",""
"state_sit","Astronauts have nowhere to sit. Put sofas in hallways and armchairs in lounges.",""
"state_sleep","Astronauts have nowhere to sleep. Install more beds in living quarters and assign them to astronauts.",""
"state_eat","Rations stocks for <b>{period}</>
Hungry <b>{hungry}</> colonists
Produce more food, install more seating in the cafeteria.",""
"state_light","It's too dark. Astronauts can't see well. Make more windows, generate more power, and turn on the lights that are off in the rooms.",""
"state_cure","Cosmonauts need treatment. Diagnosed diseases:
{diseases}
Build hospital areas, place various equipment in them for treating staff, and assign patients and doctors to them. Make sure there are enough medications in stock",""
"state_recover","Robots are broken. Need places to repair robots in workshops and engineers
Robot wear reduces their skills. Broken robots do not work",""
"state_oxygen","Oxygen supply for <b>{period}</>.
Using regeneration: <b>{regeneration}</>.
Oxygen starvation for <b>{gasp}</> colonists.
In case of lack of oxygen in the warehouse the air saturates with carbon dioxide. Install oxygen generators or increase the supply of oxygen in the warehouse.",""
"state_radiation","Maximum radiation level in the premises of the colony (mSv/day)",""
"state_meteors","Meteor showers cause damage to the colony and can destroy shuttles.
The flow will reach the station in: {start}
Forecast of damage to the station from the flow: {damage} <img id=""endurance""/>
Meteor streams differ in mass, speed and direction, so it is recommended to have more than the number of turrets recommended by the forecast evenly on all sides of the station to ensure their destruction.",""
"state_scientists","Not enough researchers. Build more laboratories and place researchers in them.",""
"state_devices","The efficiency of scientific research is reduced due to insufficient scientific equipment.
Need more {points} <img id=""research""/>
Build more laboratories and scientific equipment in them",""
"state_computing","The efficiency of scientific research is reduced due to a lack of computing power.
More {points} <img id=""computing""/> required
Build more server rooms and servers in them",""
"planets","Planets",""
"sun","Sun",""
"mercury","Mercury",""
"venus","Venus",""
"earth","Earth",""
"moon","Moon",""
"mars","Mars",""
"jupiter","Jupiter",""
"io","Io",""
"europa","Europa",""
"ganymede","Ganymede",""
"callisto","Callisto",""
"saturn","Saturn",""
"enceladus","Enceladus",""
"titan","Titan",""
"uranus","Uranus",""
"neptune","Neptune",""
"triton","Triton",""
"months","January/February/March/April/May/June/July/August/September/October/November/December",""
"view","View",""
"view_solarSystem","Solar System",""
"view_rotation","Section rotation","GT: Consider modifying based on context"
"view_scale","Scale",""
"view_planets","Planets:",""
"view_orbites","Orbits:",""
"view_stations","Stations:",""
"view_upscale","Zoom",""
"view_gradation","Gradation",""
"view_defaults","Defaults",""
"view_real","Realistic",""
"planet_characteristics","Properties",""
"planet_temperature","Temperature",""
"planet_gravity","Gravity",""
"planet_atmosphere","Atmosphere",""
"planet_radiation","Radiation",""
"planet_luminity","Illumination",""
"planet_seismic","Seismic activity",""
"planet_minerals","Minerals",""
"planet_launchStation","Launch a new station to orbit",""
"planet_establishColony","Establish a colony on this planet.","^"
"fly","flight","GT: Check context. Capitalize?"
"fly_destination","Destination:",""
"fly_select","Select",""
"fly_departure","Departure:",""
"fly_duration","Travel time:",""
"fly_arrive","Arrival:",""
"fly_fuel","Fuel consumption:",""
"player_done","Done",""
"player_current","Current",""
"player_tasks","Tasks",""
"player_saving","Saving...",""
"player_save","Save",""
"whell","Add a rotating section",""
"whell_sectors","Sectors",""
"whell_radius","Radius",""
"whell_sector_width","Sector Width",""
"panel_focus","Show",""
"panel_zoom","Switch/Zoom","GT: ""Switch""? Potentially change based on context"
"panel_edit","Rename",""
"panel_close","Hide panel",""
"panel_expand","Show panel",""
"clock","Clock",""
"production_name","Name",""
"production_priority","Priority",""
"production_needs","Required:",""
"helium3","Helium-3",""
"water","Pure water",""
"metal","Metal",""
"regolith","Soil",""
"rareearth","Rare metals",""
"liquid_fuel","Chemical fuel",""
"optics","Optics",""
"components","Components",""
"electronics","Electronics",""
"decor_plants","Ornamental plants and wood",""
"vegetables","Vegetables",""
"food","Food",""
"oxygen","Oxygen",""
"co2","Carbon dioxide",""
"nuclear_fuel","Nuclear fuel",""
"antimatter","Antimatter",""
"format_time_period_days","{days} days",""
"format_time_period_hours","{hours} hours",""
"format_time_period_minutes","{minutes} minutes",""
"cargo_buy","Order ({price})",""
"cargo_sell","Sell (+{price})",""
"cargo_trash","Dump",""
"cargo_post","Send",""
"cargo_cation","Warehouse",""
"trash_furniture_caption","Dismantle Object","GT: Changed from ""Object dismantling"" to ""Dismantle Object"". Feel free to revert based on context."
"trash_furniture_text","These resources will be returned to the warehouse. Are you sure you want to parse the object?",""
"outdoor_OutdoorSolarPanel","The solar panel generates electricity during the day (power generator).",""
"outdoor_StreetLight","Outdoor illumination.",""
"outdoor_Antenna","Increases the efficiency of scientific research.",""
"outdoor_PowerBank","The battery accumulates electricity in the colony and gives it back when consumption exceeds its production, for example, at night.",""
"outdoor_OutdoorTank","Storage of gases and liquids.",""
"outdoor_Drill","An industrial drill that mines the greatest amount of solid minerals.",""
"outdoor_Pump","A serial pump. Extracts an average amount of liquids from the surface of the planet.",""
"outdoor_Landing","The shuttle landing area can only be located on the level ground.",""
"@apartment_bed","Colonists will sleep much better in a bed than on a couch.",""
"@apartment_shelf","Colonists keep personal belongings in closets.",""
"@apartment_table","Table",""
"@apartment_closet","a set of furniture for apartments",""
"furniture_apartment01","@apartment_bed",""
"furniture_apartment02","@apartment_bed",""
"furniture_apartment03","Bed",""
"furniture_apartment04","Improved furniture set",""
"furniture_apartment05","Sofa",""
"furniture_apartment06","@apartment_shelf",""
"furniture_apartment07","@apartment_shelf",""
"furniture_apartment08","@apartment_shelf",""
"furniture_apartment09","@apartment_shelf",""
"furniture_apartment10","Side table",""
"furniture_apartment11","@apartment_table",""
"furniture_apartment12","@apartment_closet",""
"furniture_apartment13","@apartment_shelf",""
"furniture_apartment14","@apartment_shelf",""
"furniture_apartment15","Side table",""
"furniture_apartment16","@apartment_table",""
"furniture_apartment17","@apartment_shelf",""
"furniture_apartment18","@apartment_shelf",""
"furniture_astro_mine01","Mining from asteroids is only possible after docking to the asteroid.",""
"@cafe_table","Eating at the table is more convenient than having a snack on the go.",""
"@cafe_kitchen","The kitchen allows cooking food in the colony.",""
"@cafe_plant","Plants in a cafe create coziness and produce oxygen.",""
"furniture_cafe01","@cafe_refridgerator",""
"furniture_cafe02","@cafe_refridgerator",""
"furniture_cafe03","@cafe_table",""
"furniture_cafe04","@cafe_table",""
"furniture_cafe05","@cafe_table",""
"furniture_cafe06","@cafe_table",""
"furniture_cafe07","@cafe_table",""
"furniture_cafe08","@cafe_table",""
"furniture_cafe09","@cafe_table",""
"furniture_cafe10","@cafe_table",""
"furniture_cafe11","@cafe_table",""
"furniture_cafe12","@cafe_kitchen",""
"furniture_cafe13","@cafe_kitchen",""
"furniture_cafe14","@cafe_kitchen",""
"furniture_cafe15","@cafe_kitchen",""
"furniture_cafe16","@cafe_kitchen",""
"furniture_cafe17","@cafe_kitchen",""
"furniture_cafe18","@cafe_kitchen",""
"furniture_cafe19","@cafe_kitchen",""
"furniture_cafe20","@cafe_plant",""
"furniture_cafe21","@cafe_plant",""
"furniture_cafe22","@cafe_plant",""
"furniture_cafe23","@cafe_plant",""
"furniture_cafe24","@cafe_plant",""
"furniture_cafe25","@cafe_plant",""
"@farm_decor_plant","Growing decorative plants",""
"@farm_banana","Banana tree",""
"furniture_farm01","@farm_decor_plant",""
"furniture_farm02","Apple tree",""
"furniture_farm03","@farm_banana",""
"furniture_farm04","Cherry",""
"furniture_farm05","Lettuce",""
"furniture_farm06","Beetroot",""
"furniture_farm07","Blueberry",""
"furniture_farm08","Cauliflower",""
"furniture_farm09","Strawberry",""
"furniture_farm10","Cucumbers",""
"furniture_farm11","Onion",""
"furniture_farm12","Garlic",""
"furniture_farm13","Rice",""
"furniture_farm14","Bell pepper",""
"furniture_farm15","Hot pepper",""
"furniture_farm16","Potatoes",""
"furniture_farm17","Tomato",""
"furniture_farm18","Tomato",""
"furniture_farm19","Raspberry",""
"furniture_farm20","Wheat",""
"furniture_farm21","Blackberry",""
"furniture_farm22","Raspberry","GT: Redudant (furniture_farm19)."
"furniture_farm23","@farm_banana",""
"furniture_farm24","@farm_banana",""
"furniture_farm25","@farm_banana",""
"furniture_farm26","@farm_banana",""
"furniture_farm27","@farm_banana",""
"furniture_farm28","@farm_banana",""
"@hallway_sofa","Sofa, used by unoccupied colonists for sitting and sleeping (if no beds are available).",""
"@hallway_vending","A vending machine with food and drinks is a quick way to quench your hunger and thirst a little,",""
"@hallway_plant","Green spaces",""
"@hallway_statue","The statue.",""
"furniture_hallway01","@hallway_plant",""
"furniture_hallway02","@hallway_plant",""
"furniture_hallway03","@hallway_sofa",""
"furniture_hallway04","@hallway_vending",""
"furniture_hallway05","@hallway_vending",""
"furniture_hallway06","@hallway_vending",""
"furniture_hallway07","@hallway_vending",""
"furniture_hallway08","@hallway_vending",""
"furniture_hallway09","@hallway_vending",""
"furniture_hallway010","Waste disposal",""
"furniture_hallway11","@hallway_plant",""
"furniture_hallway12","@hallway_plant",""
"furniture_hallway13","@hallway_plant",""
"furniture_hallway14","@hallway_sofa",""
"furniture_hallway15","@hallway_sofa",""
"furniture_hallway16","@hallway_sofa",""
"furniture_hallway17","@hallway_sofa",""
"furniture_hallway18","@hallway_sofa",""
"furniture_hallway19","Decorative pool",""
"furniture_hallway20","@hallway_statue",""
"furniture_hallway21","@hallway_statue",""
"furniture_hallway22","@hallway_statue",""
"furniture_hallway23","@hallway_statue",""
"@hospital_device","Medical equipment speeds up healing of colonists.",""
"@hospital_shelf","Medicine cabinet.",""
"furniture_hospital01","On surgical tables, doctors perform operations to treat injuries, burns and frostbite",""
"furniture_hospital02","@hospital_device",""
"furniture_hospital03","@hospital_shelf",""
"furniture_hospital04","@hospital_shelf",""
"furniture_hospital05","Curtains divide the room and make it more comfortable for patients.",""
"furniture_hospital06","@hospital_device",""
"furniture_hospital07","Patients placed in hospital beds undergo inpatient treatment.",""
"@laboratory_device","Scientific equipment increases the efficiency of research in the colony.",""
"furniture_laboratory01","Physicist's workplace.",""
"furniture_laboratory02","Biologist's workplace.",""
"furniture_laboratory03","@laboratory_device",""
"furniture_laboratory04","@laboratory_device",""
"furniture_laboratory05","@laboratory_device",""
"furniture_laboratory06","@laboratory_device",""
"furniture_laboratory07","@laboratory_device",""
"furniture_laboratory08","@laboratory_device",""
"furniture_laboratory09","@laboratory_device",""
"furniture_laboratory10","@laboratory_device",""
"furniture_laboratory11","@laboratory_device",""
"furniture_laboratory12","@laboratory_device",""
"furniture_laboratory13","@laboratory_device",""
"furniture_laboratory14","@laboratory_device",""
"furniture_laboratory15","@laboratory_device",""
"furniture_laboratory16","@laboratory_device",""
"furniture_laboratory17","@laboratory_device",""
"furniture_laboratory18","@laboratory_device",""
"furniture_laboratory19","@laboratory_device",""
"furniture_laboratory20","@laboratory_device",""
"furniture_laboratory21","@laboratory_device",""
"furniture_laboratory22","@laboratory_device",""
"furniture_laboratory23","@laboratory_device",""
"furniture_laboratory24","@laboratory_device",""
"furniture_laboratory25","@laboratory_device",""
"furniture_laboratory26","@laboratory_device",""
"furniture_laboratory27","@laboratory_device",""
"furniture_laboratory28","Engineer's workplace.",""
"furniture_power01","Robot power site",""
"furniture_power02","The generator produces electricity from chemical fuel",""
"furniture_power03","The nuclear reactor generates power from nuclear fuel.",""
"furniture_power04","The fusion reactor generates electricity from Helium-3.",""
"furniture_power05","Antimatter annihilation reactor.",""
"@recreation_couch","A recliner chair allows colonists to rest better than a bench or sofa in the hallway.",""
"@recreation_plant","Green plants promote relaxation.",""
"@recreation_table","Coffee table promotes relaxation.",""
"@recreation_aquarium","Aquarium promotes relaxation.",""
"furniture_recreation01","@recreation_couch",""
"furniture_recreation02","@recreation_plant",""
"furniture_recreation03","@recreation_plant",""
"furniture_recreation04","@recreation_plant",""
"furniture_recreation05","Virtual reality playground improves the mood of colonists and keeps them in a good physical shape.",""
"furniture_recreation06","@recreation_couch",""
"furniture_recreation07","@recreation_couch",""
"furniture_recreation08","@recreation_plant",""
"furniture_recreation09","@recreation_plant",""
"furniture_recreation10","@recreation_plant",""
"furniture_recreation11","@recreation_aquarium",""
"furniture_recreation12","@recreation_aquarium",""
"furniture_recreation13","@recreation_table",""
"furniture_recreation14","@recreation_table",""
"furniture_recreation15","@recreation_table",""
"furniture_recreation16","@recreation_table",""
"furniture_recreation17","@recreation_table",""
"@server","The server increases the computing power of the colony.",""
"furniture_server01","@server",""
"furniture_server02","@server",""
"furniture_server03","@server",""
"furniture_server04","@server",""
"furniture_server05","@server",""
"furniture_server06","@server",""
"furniture_server07","@server",""
"furniture_server08","@server",""
"furniture_server09","@server",""
"furniture_server10","@server",""
"@storage","All the supplies of the colony are stored on racks and in boxes. The more space you have, the more supplies you can store.",""
"furniture_storage01","@storage",""
"furniture_storage02","@storage",""
"furniture_storage03","@storage",""
"furniture_storage04","@storage",""
"furniture_storage05","@storage",""
"furniture_storage06","@storage",""
"furniture_storage07","@storage",""
"furniture_storage08","@storage",""
"furniture_storage09","@storage",""
"furniture_storage10","@storage",""
"furniture_storage11","@storage",""
"furniture_storage12","@storage",""
"furniture_storage13","@storage",""
"furniture_storage14","@storage",""
"furniture_storage15","@storage",""
"furniture_storage16","@storage",""
"furniture_storage17","@storage",""
"furniture_storage18","@storage",""
"furniture_storage19","@storage",""
"furniture_storage20","@storage",""
"furniture_storage21","@storage",""
"furniture_storage22","@storage",""
"furniture_storage23","@storage",""
"furniture_storage24","@storage",""
"furniture_storage25","@storage",""
"furniture_storage26","@storage",""
"furniture_storage27","@storage",""
"furniture_storage28","@storage",""
"furniture_storage29","@storage",""
"furniture_storage30","@storage",""
"furniture_storage31","@storage",""
"furniture_storage32","@storage",""
"furniture_storage33","@storage",""
"furniture_storage34","@storage",""
"furniture_storage35","@storage",""
"furniture_storage36","@storage",""
"furniture_workshop01","Glass furnace",""
"furniture_workshop02","Assembly line",""
"furniture_workshop03","Chemical separator",""
"furniture_workshop04","Provides regeneration of oxygen from carbon dioxide for four people",""
"furniture_workshop05","Robot repair table.",""
"furniture_workshop06","Lithographic equipment",""
"no_money_text","You also need:
{money}
You can get money by taking a loan from one of the nations in your company panel",""
"no_money_caption","Not enough money.",""
"character_states_console&workshop","working at the factory","GT: Please check context here, and blanket change unless the game says ""Doing"" (or equivalent) before it says that phrase"
"character_states_console&fixing","fixing a robot",""
"character_states_console&hospital","treating a patient",""
"character_states_farm","tending the plants",""
"character_states_sit&console","working in the console",""
"character_states_charge","charging",""
"character_states_lay&recover","in service",""
"character_states_vr","having fun",""
"character_states_lay&sleep","sleeping",""
"character_states_sit&eat","eating",""
"character_states_eat","snacking",""
"character_states_lay&cure","healing",""
"character_states_cafe","cooking",""
"character_states_console&mine","mining",""
"character_states_sit","sitting",""
"character_states_sit&relax","resting",""
"character_states_none","unoccupied",""
"character_states_move_to_console&workshop","heading to the factory",""
"character_states_move_to_console&fixing","going to fix a robot",""
"character_states_move_to_console&hospital","going to treat a patient",""
"character_states_move_to_farm","heading to the farm",""
"character_states_move_to_sit&console","going to research",""
"character_states_move_to_charge","going to charge",""
"character_states_move_to_lay&recover","getting repaired",""
"character_states_move_to_vr","going to have fun",""
"character_states_move_to_lay&sleep","going to sleep",""
"character_states_move_to_sit&eat","going to eat",""
"character_states_move_to_eat","going to snack",""
"character_states_move_to_lay&cure","going to be treated",""
"character_states_move_to_cafe","going to cook",""
"character_states_move_to_console&mine","going to mine",""
"character_states_move_to_sit","going to sit",""
"character_states_move_to_sit&relax","going to rest",""
"build_tooltip_remove","Remove the selected block.",""
"build_tooltip_error","Build error",""
"build_tooltip_noCargoBuildError","Not enough materials.",""
"build_tooltip_undergroundBuildError","Only supports and stairs can be built on the ground.",""
"build_tooltip_landingBuildError","Too close to the landing site.",""
"build_tooltip_noFoundationError","Can't build a block without support.",""
"build_tooltip_busyBuildError","A block is already built here.",""
"build_tooltip_axisBuildError","Only axis blocks, stationary or rotating sections can be built on the station axis.",""
"build_tooltip_bottomSectionBuildError","You can't build on this side of the section.",""
"build_tooltip_noCageBuildError","Not enough room.",""
"build_tooltip_pillarOnWhellBuildError","Can't build in the rotating section.",""
"build_tooltip_rayIntersectBuildError","Can't block the airlock or the engine.",""
"build_tooltip_noDoorBuildError","Can only be placed from the side of the outer door of the airlock.",""
"build_tooltip_engineLevelBuildError","Traction engines can be installed at the very bottom of the station.",""
"build_tooltip_doorPresentBuildError","Cannot be installed near the door.",""
"build_tooltip_engineOnRouteBuildError","Can't rebuild engines while in flight.",""
"build_tooltip_insideDoorBuildError","First you have to dismantle the door.",""
"build_tooltip_needGravityBuildError","Can only be installed in a rotating section.",""
"build_tooltip_buldAboveStairError","The stairway will hit the floor.",""
"build_tooltip_noStairUpCageBuildError","The stairway will hit the ceiling.",""
"build_tooltip_noCageWithStairBuildError","The stairway cannot be built in this area.",""
"build_tooltip_upCageWithFurnitureBuildError","You have to remove the furniture in the room above before building.",""
"build_tooltip_cantPlaceDoorBuildError","The door cannot be installed here.",""
"build_tooltip_cantDoorWithFurnitureBuildError","You have to free the room before installing the door.",""
"build_tooltip_cantWriteWithEraser","Select a block to remove it.",""
"build_tooltip_cantBuildStairError","The stairway cannot be installed here.",""
"build_tooltip_cantBuildDoorError","The door can only be installed indoors.",""
"build_tooltip_needGate","Only large gates can be installed here.",""
"build_tooltip_noCageEraseError","You have to select a block to delete it.",""
"build_tooltip_notEmptyEraseError","You have to free this area before deleting a block.",""
"build_tooltip_bottomStairEraseError","The block above the stairs cannot be deleted.",""
"build_tooltip_axisEraseError","Can't delete the section or the station axis.",""
"build_tooltip_doorEraseError","This door cannot be removed.",""
"build_tooltip_removeFurnitureDoorEraseError","Rooms need to be emptied before removing the door.",""
"build_tooltip_nodeEraseError","You can only delete the last section built without blocks attached to it.",""
"build_tooltip_notEmptyWhellEraseError","You have to remove all the blocks attached to the rotating section before its removal.",""
"build_tooltip_notLastWhellEraseError","You first have to delete all the blocks built on the axis after this rotating section.",""
"build_tooltip_noSupportAfterDelete","You cannot split the station into several parts.",""
"build_tooltip_whellNodeEraseError","Cannot delete one of the segments of the rotating section.",""
"build_tooltip_cantEraseStairError","There is no stairway to remove here.",""
"build_tooltip_cantEraseDoorError","There is no door to remove here.",""
"build_tooltip_eraseMakeDoorWithoutGate","You cannot delete a block if it causes the inner door to become the outer one",""
"route_none","None","GT: Check context?"
"route_select_target","Click on a destination",""
"route_total_time","{days} days, {hours} hours, {mins} minutes",""
"route_fail_caption","Route requirements not met",""
"route_fail_with_shuttles","Wait for the arrival and departure of all shuttles.",""
"route_fail_no_base","Wait for the station to arrive at its destination.",""
"route_asteroid","Asteroid",""
"route_withoutHumans","Flight requires crew.",""
"secondment_failWithRoute","You have to cancel the planned flight route before sending the crew.",""
"secondment_failCaption","Can't send the crew.",""
"cant_post_caption","Unable to send the cargo.",""
"cant_post_withoutHumans","There is no staff at the receiving station.",""
"research_geneticEngineering","Genetic Engineering",""
"research_plantsAdaptedToLowGravity","Low-Gravity Plant Adaptation",""
"research_biorepository","Biorepository",""
"research_fabricEngineering","Tissue Engineering",""
"research_syntheticMeat","Synthetic Meat",""
"research_individualGenomeSequencing","Individual Genome Sequencing",""
"research_increaseInLifeExpectancy","Increase Life Expectancy",""
"research_geneTherapy","Gene Therapy",""
"research_nanotechnology","Nanotechnology",""
"research_nanobots","Nanobots",""
"research_nanosensors","Nanosensors",""
"research_dnaChip","DNA Chip",""
"research_nanotechnologyClothing","Nanotech Clothing",""
"research_cancerTreatment","Cancer Treatment",""
