"source","target","developer_comments"
"place_cafe","Culinária",""
"place_mine","Mineração",""
"place_farm","cultivo de plantas",""
"place_recreation","descanso",""
"place_storage","armazém",""
"place_power","estação de energia",""
"place_hospital","tratamento dos astronautas",""
"place_laboratory","laboratório",""
"place_servers","servidor",""
"place_teleport","nó",""
"room_pressure","pressão",""
"room_electricity","electricidade {power}⚡",""
"room_assignStaf","atribuir pessoal",""
"room_ceil","Teto",""
"room_floor","Chão",""
"storage","armazém",""
"storage_availability","disponibilidade",""
"storage_production","parâmetros de depósito",""
"storage_purchase","compra",""
"storage_sell","vender",""
"storage_throw","jogar fora",""
"storage_post","encaminhar",""
"furniture","equipamentos",""
"furniture_serviceability","manutenção",""
"furniture_composition","composição:",""
"furniture_deconstruct","analisar",""
"events","eventos",""
"event_notHappy","pessoal insatisfeito",""
"event_energy","Energia insuficiente para cobrir as necessidades atuais da colónia",""
"event_battery","Energia insuficiente para cobrir as necessidades diárias da colónia",""
"event_storage","armazém cheio",""
"event_tank","tanques de líquidos e gases cheios",""
"event_hungry","o pessoal está morrendo de fome",""
"event_oxygen","falta de oxigênio",""
"event_cantSit","a equipe não tem onde se sentar",""
"event_cantSleep","a equipe não tem onde dormir",""
"event_ill","a equipe está doente",""
"event_broken","robôs quebrados",""
"event_radiation","Aumento do nível de radiação nas instalações da colônia",""
"event_meteors","chuva de meteoros",""
"event_scientist","eficiência dos cientistas reduzida",""
"event_devices","eficiência do equipamento científico reduzida",""
"event_computing","eficiência computacional reduzida",""
"state","alerta",""
"state_colony","Estado",""
"state_loyalty","O humor dos colonos melhora com o aumento do nível de conforto (quanto mais alto, mais rápido).
O humor dos colonos diminui quando há necessidades não satisfeitas.
Além disso, o humor pode piorar devido aos traços de caráter negativos dos colegas atribuídos à mesma sala.
Quanto pior for o humor, menores serão as capacidades da equipa. Além disso, quando o humor está em baixo, a ideologia do astronauta radicaliza-se.
Com 0% de humor o colono deixa de trabalhar",""
"state_energy","não há energia suficiente para cobrir o <b>atual </> necessidades da colônia. Construa mais geradores",""
"state_battery","carga atual da bateria: <b>{charge}%</>
Segurança <b>de necessidades diurnas </> (ciclo dia+noite) da colônia:<b>{percent} </>
Construa mais baterias, gere estações ou desligue a eletricidade onde não é necessária no momento",""
"state_storage","{usage} de {total} m³ em armazenamento está ocupado. Se o armazenamento estiver cheio, a produção para (não se aplica a líquidos e gases), e os ônibus transportando carga sólida aguardarão em órbita",""
"state_tank","{usage} de {total} m³ em tanques está ocupado. Se os tanques estiverem cheios, a produção de líquidos e gases é interrompida e os ônibus transportando carga líquida aguardarão em órbita",""
"state_unreachable","não é possível passar para um objeto. Talvez você precise reorganizar o objeto para abrir caminho. Verifique se não há obstáculos no caminho para o objeto. Talvez você precise construir gateways.",""
"state_sit","os astronautas não têm onde sentar. Coloque sofás nos corredores e cadeiras nas salas de descanso",""
"state_sleep","os astronautas não têm onde dormir. Instale mais camas nas áreas de estar e prenda-as aos astronautas",""
"state_eat","Estoques de rações para <b>{period}</>
Colonos <b>{hungry}</> famintos
Produza mais alimentos, instale mais assentos no refeitório.",""
"state_light","muito escuro. Os astronautas não vêem bem. Faça mais janelas, gere mais energia e acenda as luzes internas",""
"state_cure","Os cosmonautas necessitam de tratamento. Doenças diagnosticadas:
{diseases}
Construa hospitais, coloque neles diversos equipamentos para tratamento dos funcionários, atribua-lhes doentes e médicos. Certifique-se de que existem medicamentos suficientes em stock",""
"state_recover","Os robôs estão avariados. Precisa de espaço nas oficinas para reparar robôs e engenheiros
O desgaste dos robôs reduz as suas capacidades. Robôs avariados não funcionam",""
"state_oxygen","reserva de oxigênio em <b>{period}</> 
Usando a regeneração <b> {regeneration}</>
Privação de oxigênio em<b> {gasp} </> colonos
No caso de falta de oxigênio no armazém, o ar começa a ficar saturado com dióxido de carbono. Instale geradores de oxigênio ou aumente o suprimento de oxigênio no armazém",""
"state_radiation","Nível máximo de radiação nas instalações da colônia (mSv/dia)",""
"state_meteors","Chuvas de meteoros causam danos à colônia e podem destruir ônibus.
O fluxo chegará à estação em: {start}
Previsão de danos à estação devido ao fluxo: {damage} <img id=""endurance""/>
Os fluxos de meteoros diferem em massa, velocidade e direção, por isso é recomendado ter mais do que o número de torres recomendado pela previsão uniformemente em todos os lados da estação para garantir sua destruição.",""
"state_scientists","não há pesquisadores suficientes. Construa mais laboratórios e coloque pesquisadores neles",""
"state_devices","A eficiência da pesquisa científica é reduzida devido à insuficiência de equipamento científico.
Precisa de mais {points} <img id=""research""/>
Construir mais laboratórios e equipamentos científicos neles",""
"state_computing","A eficiência da pesquisa científica é reduzida devido à falta de poder computacional.
Mais {points} <img id=""computing""/> necessários
Construa mais salas de servidores e servidores nelas",""
"planets","planetas",""
"sun","sol",""
"mercury","Mercúrio",""
"venus","Vênus",""
"earth","Terra",""
"moon","Lua",""
"mars","Marte",""
"jupiter","Júpiter",""
"io","io",""
"europa","Europa",""
"ganymede","Ganimedes",""
"callisto","Callisto",""
"saturn","Saturno",""
"enceladus","Enceladus",""
"titan","Titan",""
"uranus","Urano",""
"neptune","Neptuno",""
"triton","Triton",""
"months","Janeiro/Fevereiro/Março/Abril/Maio/Junho/Julho/Agosto/Setembro/Outubro/Novembro/Dezembro",""
"view","View",""
"view_solarSystem","Sistema Solar",""
"view_rotation","rotação de seção",""
"view_scale","escala",""
"view_planets","planetas:",""
"view_orbites","órbitas:",""
"view_stations","estações:",""
"view_upscale","ampliação",""
"view_gradation","gradação",""
"view_defaults","fonte",""
"view_real","real",""
"planet_characteristics","características",""
"planet_temperature","temperatura",""
"planet_gravity","gravidade",""
"planet_atmosphere","atmosfera",""
"planet_radiation","radiação",""
"planet_luminity","iluminação",""
"planet_seismic","atividade sísmica",""
"planet_minerals","minerais",""
"planet_launchStation","Colocar a estação em órbita",""
"planet_establishColony","estabelecer uma colônia",""
"fly","voo",""
"fly_destination","destino:",""
"fly_select","selecionar",""
"fly_departure","partida:",""
"fly_duration","a caminho:",""
"fly_arrive","chegada:",""
"fly_fuel","consumo de combustível:",""
"player_done","concluído",""
"player_current","atual",""
"player_tasks","Tarefas",""
"player_saving","salvar",""
"player_save","salvar",""
"whell","adicionar uma seção rotativa",""
"whell_sectors","setores",""
"whell_radius","raio",""
"whell_sector_width","largura do setor",""
"panel_focus","Mostrar",""
"panel_zoom","ir / Zoom",""
"panel_edit","renomear",""
"panel_close","Remover Painel",""
"panel_expand","Mostrar painel",""
"clock","Relógio",""
"production_name","nome",""
"production_priority","prioridade",""
"production_needs","necessário:",""
"helium3","hélio-3",""
"water","água pura",""
"metal","Metal",""
"regolith","Terra",""
"rareearth","metais raros",""
"liquid_fuel","Combustível químico",""
"optics","ótica",""
"components","peças",""
"electronics","Eletrônica",""
"decor_plants","Plantas ornamentais e madeira",""
"vegetables","vegetais",""
"food","Comida",""
"oxygen","oxigênio",""
"co2","Dióxido de carbono",""
"nuclear_fuel","combustível nuclear",""
"antimatter","antimatéria",""
"format_time_period_days","{days} dias",""
"format_time_period_hours","{hours} horas",""
"format_time_period_minutes","{minutes} minutos",""
"cargo_buy","Pedido ({price})",""
"cargo_sell","Vender (+{price})",""
"cargo_trash","jogar fora",""
"cargo_post","encaminhar",""
"cargo_cation","armazém",""
"trash_furniture_caption","análise do objeto",""
"trash_furniture_text","esses recursos retornarão ao armazém.
Tem a certeza que quer analisar o objeto?",""
"outdoor_OutdoorSolarPanel","o painel solar gera eletricidade durante o dia (gerador de energia)",""
"outdoor_StreetLight","iluminação exterior",""
"outdoor_Antenna","aumenta a eficácia da pesquisa científica",""
"outdoor_PowerBank","a bateria armazena o excesso de eletricidade na colônia e a distribui quando o consumo excede sua produção, por exemplo, à noite",""
"outdoor_OutdoorTank","armazenamento de gases e líquidos",""
"outdoor_Drill","uma broca Industrial extrai muitos fósseis duros",""
"outdoor_Pump","uma bomba Serial extrai uma quantidade média de líquidos da superfície do planeta",""
"outdoor_Landing","o local de Pouso dos ônibus só pode ser colocado em terreno plano sem inclinação",""
"@apartment_bed","os colonos dormem muito melhor na cama do que no sofá",""
"@apartment_shelf","nos armários, os colonos guardam itens pessoais",""
"@apartment_table","Secretária",""
"@apartment_closet","Casa de banho",""
"furniture_apartment01","@apartment_bed",""
"furniture_apartment02","@apartment_bed",""
"furniture_apartment03","Cama",""
"furniture_apartment04","Conjunto de móveis melhorados",""
"furniture_apartment05","Sofá",""
"furniture_apartment06","@apartment_shelf",""
"furniture_apartment07","@apartment_shelf",""
"furniture_apartment08","@apartment_shelf",""
"furniture_apartment09","@apartment_shelf",""
"furniture_apartment10","Mesa lateral",""
"furniture_apartment11","@apartment_table",""
"furniture_apartment12","@apartment_closet",""
"furniture_apartment13","@apartment_shelf",""
"furniture_apartment14","@apartment_shelf",""
"furniture_apartment15","Mesa lateral",""
"furniture_apartment16","@apartment_table",""
"furniture_apartment17","@apartment_shelf",""
"furniture_apartment18","@apartment_shelf",""
"furniture_astro_mine01","a mineração de asteróides só é possível depois de atracar em um asteróide",""
"@cafe_table","comer à mesa é mais conveniente do que comer em movimento",""
"@cafe_kitchen","a cozinha permite cozinhar alimentos em uma colônia",""
"@cafe_plant","as plantas do café não apenas criam conforto, mas também produzem oxigênio",""
"furniture_cafe01","@cafe_refridgerator",""
"furniture_cafe02","@cafe_refridgerator",""
"furniture_cafe03","@cafe_table",""
"furniture_cafe04","@cafe_table",""
"furniture_cafe05","@cafe_table",""
"furniture_cafe06","@cafe_table",""
"furniture_cafe07","@cafe_table",""
"furniture_cafe08","@cafe_table",""
"furniture_cafe09","@cafe_table",""
"furniture_cafe10","@cafe_table",""
"furniture_cafe11","@cafe_table",""
"furniture_cafe12","@cafe_kitchen",""
"furniture_cafe13","@cafe_kitchen",""
"furniture_cafe14","@cafe_kitchen",""
"furniture_cafe15","@cafe_kitchen",""
"furniture_cafe16","@cafe_kitchen",""
"furniture_cafe17","@cafe_kitchen",""
"furniture_cafe18","@cafe_kitchen",""
"furniture_cafe19","@cafe_kitchen",""
"furniture_cafe20","@cafe_plant",""
"furniture_cafe21","@cafe_plant",""
"furniture_cafe22","@cafe_plant",""
"furniture_cafe23","@cafe_plant",""
"furniture_cafe24","@cafe_plant",""
"furniture_cafe25","@cafe_plant",""
"@farm_decor_plant","cultivo de plantas ornamentais",""
"@farm_banana","bananeira",""
"furniture_farm01","@farm_decor_plant",""
"furniture_farm02","Macieira",""
"furniture_farm03","@farm_banana",""
"furniture_farm04","cereja",""
"furniture_farm05","salada",""
"furniture_farm06","beterraba",""
"furniture_farm07","mirtilos",""
"furniture_farm08","couve-flor",""
"furniture_farm09","morango",""
"furniture_farm10","pepinos",""
"furniture_farm11","cebola",""
"furniture_farm12","alho",""
"furniture_farm13","arroz",""
"furniture_farm14","pimentão",""
"furniture_farm15","pimenta",""
"furniture_farm16","batatas",""
"furniture_farm17","tomate",""
"furniture_farm18","tomate",""
"furniture_farm19","framboesa",""
"furniture_farm20","trigo",""
"furniture_farm21","Amora",""
"furniture_farm22","framboesa",""
"furniture_farm23","@farm_banana",""
"furniture_farm24","@farm_banana",""
"furniture_farm25","@farm_banana",""
"furniture_farm26","@farm_banana",""
"furniture_farm27","@farm_banana",""
"furniture_farm28","@farm_banana",""
"@hallway_sofa","Sofá, colonos desocupados podem sentar e dormir nele (se não houver camas)",""
"@hallway_vending","Uma máquina de venda automática de comidas e bebidas é uma maneira rápida de saciar um pouco a fome e a sede,",""
"@hallway_plant","Espaços verdes",""
"@hallway_statue","Estátua",""
"furniture_hallway01","@hallway_plant",""
"furniture_hallway02","@hallway_plant",""
"furniture_hallway03","@hallway_sofa",""
"furniture_hallway04","@hallway_vending",""
"furniture_hallway05","@hallway_vending",""
"furniture_hallway06","@hallway_vending",""
"furniture_hallway07","@hallway_vending",""
"furniture_hallway08","@hallway_vending",""
"furniture_hallway09","@hallway_vending",""
"furniture_hallway010","eliminação de lixo",""
"furniture_hallway11","@hallway_plant",""
"furniture_hallway12","@hallway_plant",""
"furniture_hallway13","@hallway_plant",""
"furniture_hallway14","@hallway_sofa",""
"furniture_hallway15","@hallway_sofa",""
"furniture_hallway16","@hallway_sofa",""
"furniture_hallway17","@hallway_sofa",""
"furniture_hallway18","@hallway_sofa",""
"furniture_hallway19","piscina decorativa",""
"furniture_hallway20","@hallway_statue",""
"furniture_hallway21","@hallway_statue",""
"furniture_hallway22","@hallway_statue",""
"furniture_hallway23","@hallway_statue",""
"@hospital_device","equipamentos médicos aceleram o tratamento dos colonos",""
"@hospital_shelf","armário de remédios",""
"furniture_hospital01","Nas mesas cirúrgicas, os médicos realizam operações para tratar lesões, queimaduras e queimaduras pelo frio",""
"furniture_hospital02","@hospital_device",""
"furniture_hospital03","@hospital_shelf",""
"furniture_hospital04","@hospital_shelf",""
"furniture_hospital05","Cortinas delimitam a sala e aumentam o conforto dos pacientes",""
"furniture_hospital06","@hospital_device",""
"furniture_hospital07","em Leitos hospitalares, os pacientes recebem tratamento hospitalar",""
"@laboratory_device","equipamento Científico aumenta a eficiência da pesquisa na colônia",""
"furniture_laboratory01","física local de trabalho",""
"furniture_laboratory02","biólogo local de trabalho",""
"furniture_laboratory03","@laboratory_device",""
"furniture_laboratory04","@laboratory_device",""
"furniture_laboratory05","@laboratory_device",""
"furniture_laboratory06","@laboratory_device",""
"furniture_laboratory07","@laboratory_device",""
"furniture_laboratory08","@laboratory_device",""
"furniture_laboratory09","@laboratory_device",""
"furniture_laboratory10","@laboratory_device",""
"furniture_laboratory11","@laboratory_device",""
"furniture_laboratory12","@laboratory_device",""
"furniture_laboratory13","@laboratory_device",""
"furniture_laboratory14","@laboratory_device",""
"furniture_laboratory15","@laboratory_device",""
"furniture_laboratory16","@laboratory_device",""
"furniture_laboratory17","@laboratory_device",""
"furniture_laboratory18","@laboratory_device",""
"furniture_laboratory19","@laboratory_device",""
"furniture_laboratory20","@laboratory_device",""
"furniture_laboratory21","@laboratory_device",""
"furniture_laboratory22","@laboratory_device",""
"furniture_laboratory23","@laboratory_device",""
"furniture_laboratory24","@laboratory_device",""
"furniture_laboratory25","@laboratory_device",""
"furniture_laboratory26","@laboratory_device",""
"furniture_laboratory27","@laboratory_device",""
"furniture_laboratory28","local de trabalho do engenheiro",""
"furniture_power01","uma plataforma para a criação de robôs energéticos",""
"furniture_power02","O gerador produz eletricidade a partir de combustível químico",""
"furniture_power03","reator nuclear gera eletricidade a partir de combustível nuclear",""
"furniture_power04","reator de fusão gera eletricidade a partir de hélio-3",""
"furniture_power05","reator que gera eletricidade durante a aniquilação da antimatéria",""
"@recreation_couch","uma cadeira na sala de descanso permite que os colonos descansem melhor do que um banco ou sofá no corredor",""
"@recreation_plant","plantas verdes promovem relaxamento",""
"@recreation_table","Mesa de café promove relaxamento",""
"@recreation_aquarium","o Aquário promove o relaxamento",""
"furniture_recreation01","@recreation_couch",""
"furniture_recreation02","@recreation_plant",""
"furniture_recreation03","@recreation_plant",""
"furniture_recreation04","@recreation_plant",""
"furniture_recreation05","o playground de Realidade Virtual melhora o humor dos colonos e os mantém em boa forma física",""
"furniture_recreation06","@recreation_couch",""
"furniture_recreation07","@recreation_couch",""
"furniture_recreation08","@recreation_plant",""
"furniture_recreation09","@recreation_plant",""
"furniture_recreation10","@recreation_plant",""
"furniture_recreation11","@recreation_aquarium",""
"furniture_recreation12","@recreation_aquarium",""
"furniture_recreation13","@recreation_table",""
"furniture_recreation14","@recreation_table",""
"furniture_recreation15","@recreation_table",""
"furniture_recreation16","@recreation_table",""
"furniture_recreation17","@recreation_table",""
"@server","o servidor aumenta o poder de computação da colônia",""
"furniture_server01","@server",""
"furniture_server02","@server",""
"furniture_server03","@server",""
"furniture_server04","@server",""
"furniture_server05","@server",""
"furniture_server06","@server",""
"furniture_server07","@server",""
"furniture_server08","@server",""
"furniture_server09","@server",""
"furniture_server10","@server",""
"@storage","prateleiras e caixas armazenam todos os suprimentos da colônia. Quanto mais, mais Suprimentos você pode armazenar",""
"furniture_storage01","@storage",""
"furniture_storage02","@storage",""
"furniture_storage03","@storage",""
"furniture_storage04","@storage",""
"furniture_storage05","@storage",""
"furniture_storage06","@storage",""
"furniture_storage07","@storage",""
"furniture_storage08","@storage",""
"furniture_storage09","@storage",""
"furniture_storage10","@storage",""
"furniture_storage11","@storage",""
"furniture_storage12","@storage",""
"furniture_storage13","@storage",""
"furniture_storage14","@storage",""
"furniture_storage15","@storage",""
"furniture_storage16","@storage",""
"furniture_storage17","@storage",""
"furniture_storage18","@storage",""
"furniture_storage19","@storage",""
"furniture_storage20","@storage",""
"furniture_storage21","@storage",""
"furniture_storage22","@storage",""
"furniture_storage23","@storage",""
"furniture_storage24","@storage",""
"furniture_storage25","@storage",""
"furniture_storage26","@storage",""
"furniture_storage27","@storage",""
"furniture_storage28","@storage",""
"furniture_storage29","@storage",""
"furniture_storage30","@storage",""
"furniture_storage31","@storage",""
"furniture_storage32","@storage",""
"furniture_storage33","@storage",""
"furniture_storage34","@storage",""
"furniture_storage35","@storage",""
"furniture_storage36","@storage",""
"furniture_workshop01","Forno De Vidro",""
"furniture_workshop02","linha de montagem",""
"furniture_workshop03","separador químico",""
"furniture_workshop04","Fornece regeneração de oxigênio a partir de dióxido de carbono para quatro pessoas",""
"furniture_workshop05","mesa para consertar robôs",""
"furniture_workshop06","equipamento litográfico",""
"no_money_text","Também precisa de:
{money}
Pode obter dinheiro contraindo um empréstimo junto de uma das nações do painel da sua empresa",""
"no_money_caption","não há dinheiro suficiente",""
"character_states_console&workshop","trabalhando em uma fábrica",""
"character_states_console&fixing","conserta o robô",""
"character_states_console&hospital","trata o paciente",""
"character_states_farm","cuida das plantas",""
"character_states_sit&console","trabalhando atrás do console",""
"character_states_charge","carregado",""
"character_states_lay&recover","passa serviço",""
"character_states_vr","diversão",""
"character_states_lay&sleep","dorme",""
"character_states_sit&eat","come",""
"character_states_eat","lanches",""
"character_states_lay&cure","tratado",""
"character_states_cafe","prepara",""
"character_states_console&mine","extrai fósseis",""
"character_states_sit","senta-se",""
"character_states_sit&relax","descansa",""
"character_states_none","não ocupado",""
"character_states_move_to_console&workshop","vai para a fábrica",""
"character_states_move_to_console&fixing","vai consertar o robô",""
"character_states_move_to_console&hospital","vai curar",""
"character_states_move_to_farm","vai para a fazenda",""
"character_states_move_to_sit&console","vai explorar",""
"character_states_move_to_charge","vai carregar",""
"character_states_move_to_lay&recover","vai ser reparado",""
"character_states_move_to_vr","vai se divertir",""
"character_states_move_to_lay&sleep","vai dormir",""
"character_states_move_to_sit&eat","vai comer",""
"character_states_move_to_eat","vai fazer um lanche",""
"character_states_move_to_lay&cure","vai ser tratado",""
"character_states_move_to_cafe","vai cozinhar",""
"character_states_move_to_console&mine","vai extrair fósseis",""
"character_states_move_to_sit","vai sentar-se",""
"character_states_move_to_sit&relax","vai descansar",""
"build_tooltip_remove","desmontar um bloco",""
"build_tooltip_error","erro de construção",""
"build_tooltip_noCargoBuildError","não há materiais suficientes",""
"build_tooltip_undergroundBuildError","no chão você pode construir apenas Suportes e escadas",""
"build_tooltip_landingBuildError","muito perto do local de pouso",""
"build_tooltip_noFoundationError","não é possível construir um bloco sem suporte",""
"build_tooltip_busyBuildError","um bloco já foi construído aqui",""
"build_tooltip_axisBuildError","somente blocos de eixo, seções fixas ou rotativas podem ser construídos no eixo da estação",""
"build_tooltip_bottomSectionBuildError","a construção deste lado da seção não é possível",""
"build_tooltip_noCageBuildError","sem instalações",""
"build_tooltip_pillarOnWhellBuildError","não é possível construir em uma seção rotativa",""
"build_tooltip_rayIntersectBuildError","Não é possível fechar o gateway ou o motor",""
"build_tooltip_noDoorBuildError","só pode ser colocado no lado externo da porta do gateway",""
"build_tooltip_engineLevelBuildError","motores de Tração podem ser instalados na parte inferior da estação",""
"build_tooltip_doorPresentBuildError","não é possível instalar perto da porta",""
"build_tooltip_engineOnRouteBuildError","não é possível reconstruir motores durante o voo",""
"build_tooltip_insideDoorBuildError","primeiro você precisa desmontar a porta",""
"build_tooltip_needGravityBuildError","só pode ser definido na seção rotativa",""
"build_tooltip_buldAboveStairError","a escada vai descansar no chão",""
"build_tooltip_noStairUpCageBuildError","a escada vai descansar contra o teto",""
"build_tooltip_noCageWithStairBuildError","não é possível construir uma escada nesta célula",""
"build_tooltip_upCageWithFurnitureBuildError","na sala acima, você precisa remover os móveis antes da construção",""
"build_tooltip_cantPlaceDoorBuildError","a porta não pode ser instalada aqui",""
"build_tooltip_cantDoorWithFurnitureBuildError","antes de instalar a porta, você precisa liberar a sala",""
"build_tooltip_cantWriteWithEraser","para excluir, você precisa alocar um bloco",""
"build_tooltip_cantBuildStairError","não é possível instalar uma escada aqui",""
"build_tooltip_cantBuildDoorError","a porta só pode ser instalada dentro de casa",""
"build_tooltip_needGate","somente portões grandes podem ser instalados aqui",""
"build_tooltip_noCageEraseError","para excluir, você precisa alocar um bloco",""
"build_tooltip_notEmptyEraseError","você precisa liberar esse espaço antes de excluir um bloco",""
"build_tooltip_bottomStairEraseError","não é possível remover um bloco acima da escada",""
"build_tooltip_axisEraseError","não é possível excluir a seção ou o eixo da estação",""
"build_tooltip_doorEraseError","esta porta não pode ser removida",""
"build_tooltip_removeFurnitureDoorEraseError","antes de remover a porta, você precisa liberar as instalações",""
"build_tooltip_nodeEraseError","você pode excluir apenas a última seção construída, sem células anexadas a ela",""
"build_tooltip_notEmptyWhellEraseError","antes de excluir uma seção rotativa, você deve excluir todas as células anexadas a ela",""
"build_tooltip_notLastWhellEraseError","Primeiro você precisa remover todas as células construídas no eixo após esta seção rotativa",""
"build_tooltip_noSupportAfterDelete","não é possível dividir uma estação em várias partes",""
"build_tooltip_whellNodeEraseError","não é possível excluir um dos segmentos da seção rotativa",""
"build_tooltip_cantEraseStairError","não há escadas para remover aqui",""
"build_tooltip_cantEraseDoorError","não há porta para desmontar aqui",""
