Key,SourceString,Comment
place_power,Энергостанция,
place_hospital,Медицина,
place_laboratory,Исследования,
place_servers,Серверная,
place_teleport,Узел,
,,
,,room
room_pressure,Давление,
room_electricity,Электричество,
room_assignStaf,Назначить персонал,
room_ceil,Потолок,
room_floor,Пол,
,,
,,storage
storage,Склад,
storage_availability,Наличие,
storage_production,Производство,
storage_purchase,Покупка,
storage_sell,Продажа,
storage_throw,Выбросить,
storage_post,Переслать,
,,
,,furniture
furniture,Объекты,
furniture_serviceability,Исправность,
furniture_composition,Состав:,
furniture_deconstruct,Разобрать,
,,
,,events
events,Оповещение,
event_notHappy,Персонал недоволен,
event_energy,Недостаточно энергии для покрытия <b>текущих</> потребностей колонии.,
event_battery,Недостаточно энергии для покрытия <b>суточных</> потребностей колонии.,
event_storage,Склад заполнен,
event_tank,Емкости жидкостей и газов заполнены,
event_hungry,Персонал голодает,
event_oxygen,Нехватка кислорода,
event_cantSit,Персоналу негде сидеть,
event_cantSleep,Персоналу негде спать,
event_ill,Персонал болен,
event_broken,Роботы сломаны,
event_radiation,Повышение уровня радиации из-за солнечной вспышки,
event_meteors,Метеоритный поток,
event_scientist,Эффективность научных работников снижена,
event_devices,Эффективность научного оборудования снижена,
event_computing,Эффективность вычислений снижена,
,,
,,state
state,Оповещение,
state_colony,Состояние,
state_loyalty,"Если космонавты недовольны, возможно не хватает комнаты отдыха. При 0% счастья, деятельность станции останавливается до прибытия нового персонала",
state_energy,Недостаточно энергии для покрытия <b>текущих</> потребностей колонии. Стройте больше генераторов,
state_battery,"Текущий заряд аккумуляторов: <b>{charge}%</>
Обеспеченность <b>суточных</> (цикл день+ночь) потребностей колонии: <b>{percent}</>
Стройте больше батарей, генерирующих станций или отключайте электричество там, где оно сейчас не требуется",
state_storage,"Если склад заполнен, то производство останавливается (не относится к жидкостям и газам). Постройте больше стеллажей для хранения",
state_tank,"Если баки заполнены, то производство жидкостей и газов останавливается.",
state_unreachable,"Невозможно пройти к объекту. Переставьте объекты, мешающие на пути космонавтов, чтобы освободить дорогу. Возможно, нужно построить шлюзы",
state_sit,Космонавтам негде сидеть. Установите диваны в коридорах и кресла в комнатах отдыха,
state_sleep,Космонавтам негде спать. Установите больше кроватей в жилых помещениях и закрепите их за колонистами,
state_eat,"Запасов пайков на <b>{period}</> 
Голодно <b>{hungry}</> колонистов 
Производите больше еды, устанавливайте больше обеденных мест в кафе.",
state_light,"Слишком темно. Космонавты плохо видят. Делайте больше окон, генерируйте больше энергии и включите в помещениях свет",
state_cure,Космонавты больны или ранены. Требуются места в госпиталях и врачи,
state_recover,Роботы сломаны. Требуются места для починки роботов в мастерских и инженеры,
state_oxygen,"Запас кислорода на <b>{period}</> 
Использование регенерации <b>{regeneration}</>
Кислородное голодание у <b>{gasp}</>  колонистов
В случае недостатка кислорода на складе воздух начинает насыщаться углекислым газом. Устанавливайте кислородные генераторы или увеличивайте запас кислорода на складе",
state_radiation,Повышение уровня радиации из-за солнечной вспышки,
state_meteors,Метеоритные потоки приводят к временной разгерметизации помещений и баков с жидкостями и газами,
state_scientists,Недостаточно научного персонала. Стройте больше лабораторий и размещайте в них научный персонал,
state_devices,Недостаточно научного оборудования. Стройте больше лабораторий и научного оборудования в них. После включения оборудованию требуется время для выхода на полную производительность. Вспышки на солнце кратковременно снижают производительность.,
state_computing,Недостаточно вычислительных мощностей. Стройте больше серверных и серверов в них. После включения оборудованию требуется время для выхода на полную производительность. Вспышки на солнце кратковременно снижают производительность.,
,,
,,planets
planets,Планеты,
sun,Солнце,
mercury,Меркурий,
venus,Венера,
earth,Земля,
moon,Луна,
mars,Марс,
jupiter,Юпитер,
io,Ио,
europa,Европа,
ganymede,Ганимед,
callisto,Каллисто,
saturn,Сатурн,
enceladus,Энцелад,
titan,Титан,
uranus,Уран,
neptune,Нептун,
triton,Тритон,
,,
,,months
months,января/февраля/марта/апреля/мая/июня/июля/августа/сентября/октября/ноября/декабря,
,,
,,view
view,Вид,
view_solarSystem,Солнечная система,
view_rotation,Вращение секций,
view_scale,Масштаб,
view_planets,Планеты:,
view_orbites,Орбиты:,
view_stations,Станции:,
view_upscale,Увеличение,
view_gradation,Градация,
view_defaults,Исходные,
view_real,Реальные,
,,
,,planet
planet_characteristics,Характеристики,
planet_temperature,Температура,
planet_gravity,Гравитация,
planet_atmosphere,Атмосфера,
planet_radiation,Радиация,
planet_luminity,Освещенность,
planet_seismic,Сейсмоактивность,
planet_minerals,Полезные ископаемые,
planet_launchStation,Вывести станцию на орбиту {cost},
planet_establishColony,Основать колонию,
,,
,,fly
fly,Перелет,
fly_destination,Назначение:,
fly_select,Выбрать,
fly_departure,Вылет:,
fly_duration,В пути:,
fly_arrive,Прилет:,
fly_fuel,Расход топлива:,
,,
,,player
player_done,Выполненные,
player_current,Текущие,
player_tasks,Задачи,
player_saving,Сохранение,
player_save,Сохранить,
,,
,,whell
whell,Добавить вращающуюся секцию,
whell_sectors,Сектора,
whell_radius,Радиус,
whell_sector_width,Ширина сектора,
,,
,,panel
panel_focus,Показать,
panel_zoom,Перейти/Увеличить,
panel_edit,Переименовать,
panel_close,Убрать панель,
panel_expand,Показать панель,
,,
,,clock
clock,Часы,
,,
,,production
production_name,Наименование,
production_priority,Приоритет,
production_needs,Требуется:,
,,
,,elements
helium3,Гелий-3,
water,Вода,
metal,Металл,
regolith,Грунт,
rareearth,Редкоземельные металлы,
liquid_fuel,Жидкое топливо,
optics,Оптика,
components,Детали,
electronics,Электроника,
decor_plants,Декоративные растения,
vegetables,Овощи,
food,Еда,
oxygen,Кислород,
co2,Углекислый газ,
nuclear_fuel,Ядерное топливо,
antimatter,Антивещество,
,,
,,time format
format_time_period_days,{days} дней,
format_time_period_hours,{hours} часов,
format_time_period_minutes,{minutes} минут,
,,
,,cargo
cargo_buy,Заказать ({price}),
cargo_sell,Продать (+{price}),
cargo_trash,Выбросить,
cargo_post,Переслать,
cargo_cation,Склад,
,,
,,trash_furniture
trash_furniture_caption,Разбор объекта,
trash_furniture_text,Демонтаж объекта вернет все затраченные на него ресурсы. Вы уверены что хотите разобрать объект?,
,,
,,outdoor
outdoor_OutdoorSolarPanel,Солнечная панель вырабатывает электроэнергию днем,
outdoor_StreetLight,Наружное освещение,
outdoor_Antenna,Увеличивает эффективность научных исследований,
outdoor_PowerBank,"Аккумулятор накапливает излишки электроэнергии в колонии и отдает ее когда потребление превышает ее выработку, например ночью",
outdoor_OutdoorTank,Хранение газов и жидкостей,
outdoor_Drill,Добыча твердых ископаемых,
outdoor_Pump,Добыча жидких и газообразных ископаемых,
outdoor_Landing,Посадочная площадка челноков может располагаться только на ровной местности без уклона,
,,
,,furniture
,,apartment
@apartment_bed,В кровати космонавты выспятся гораздо лучше чем на диване,
@apartment_shelf,В шкафах космонавты хранят личные вещи,
@apartment_table,Письменный стол,
@apartment_closet,Санузел,
furniture_apartment01,@apartment_bed,
furniture_apartment02,@apartment_bed,
furniture_apartment03,@apartment_bed,
furniture_apartment04,@apartment_bed,
furniture_apartment05,@apartment_bed,
furniture_apartment06,@apartment_shelf,
furniture_apartment07,@apartment_shelf,
furniture_apartment08,@apartment_shelf,
furniture_apartment09,@apartment_shelf,
furniture_apartment10,@apartment_table,
furniture_apartment11,@apartment_table,
furniture_apartment12,@apartment_closet,
furniture_apartment13,@apartment_closet,
furniture_apartment14,@apartment_closet,
furniture_apartment15,@apartment_table,
furniture_apartment16,@apartment_table,
furniture_apartment17,@apartment_shelf,
furniture_apartment18,@apartment_shelf,
,,
,,astro_mine
furniture_astro_mine01,Добыча полезных ископаемых из астероидов возможна только после пристыковки к астероиду,
,,
,,cafe
@cafe_table,"Есть за столом удобнее, чем перекус на ходу",
@cafe_kitchen,Кухня позволяет готовить еду в колонии,
@cafe_plant,"Растения в кафе не только создают уют, но и вырабатывают кислород",
furniture_cafe01,Холодильник,
furniture_cafe02,@cafe_kitchen,
furniture_cafe03,@cafe_table,
furniture_cafe04,@cafe_table,
furniture_cafe05,@cafe_table,
furniture_cafe06,@cafe_table,
furniture_cafe07,@cafe_table,
furniture_cafe08,@cafe_table,
furniture_cafe09,@cafe_table,
furniture_cafe10,@cafe_table,
furniture_cafe11,@cafe_table,
furniture_cafe12,@cafe_kitchen,
furniture_cafe13,@cafe_kitchen,
furniture_cafe14,@cafe_kitchen,
furniture_cafe15,@cafe_kitchen,
furniture_cafe16,@cafe_kitchen,
furniture_cafe17,@cafe_kitchen,
furniture_cafe18,@cafe_kitchen,
furniture_cafe19,@cafe_kitchen,
furniture_cafe20,@cafe_plant,
furniture_cafe21,@cafe_plant,
furniture_cafe22,@cafe_plant,
furniture_cafe23,@cafe_plant,
furniture_cafe24,@cafe_plant,
furniture_cafe25,@cafe_plant,
,,
,,farm
@farm_decor_plant,Выращивание декоративных растений,
@farm_banana,Банановое дерево,
furniture_farm01,@farm_decor_plant,
furniture_farm02,Яблоня,
furniture_farm03,@farm_banana,
furniture_farm04,Вишня,
furniture_farm05,Салат,
furniture_farm06,Свекла,
furniture_farm07,Черника,
furniture_farm08,Цветная капуста,
furniture_farm09,Клубника,
furniture_farm10,Огурцы,
furniture_farm11,Лук,
furniture_farm12,Чеснок,
furniture_farm13,Рис,
furniture_farm14,Сладкий перец,
furniture_farm15,Острый перец,
furniture_farm16,Картофель,
furniture_farm17,Томат,
furniture_farm18,Томат,
furniture_farm19,Малина,
furniture_farm20,Пшеница,
furniture_farm21,Ежевика,
furniture_farm22,Малина,
furniture_farm23,@farm_banana,
furniture_farm24,@farm_banana,
furniture_farm25,@farm_banana,
furniture_farm26,@farm_banana,
furniture_farm27,@farm_banana,
furniture_farm28,@farm_banana,
,,
,,hallway
@hallway_sofa,"Диван, незанятые колонисты могут на нем сидеть и спать (если нет кроватей)",
@hallway_vending,Автомат с едой и напитками - быстрый способ утолить голод и жажду,
@hallway_plant,Зелень в коридорах уменьшает стресс,
@hallway_statue,Статуя,
furniture_hallway01,@hallway_plant,
furniture_hallway02,@hallway_plant,
furniture_hallway03,@hallway_sofa,
furniture_hallway04,@hallway_vending,
furniture_hallway05,@hallway_vending,
furniture_hallway06,@hallway_vending,
furniture_hallway07,@hallway_vending,
furniture_hallway08,@hallway_vending,
furniture_hallway09,@hallway_vending,
furniture_hallway010,Утилизация мусора,
furniture_hallway11,@hallway_plant,
furniture_hallway12,@hallway_plant,
furniture_hallway13,@hallway_plant,
furniture_hallway14,@hallway_sofa,
furniture_hallway15,@hallway_sofa,
furniture_hallway16,@hallway_sofa,
furniture_hallway17,@hallway_sofa,
furniture_hallway18,@hallway_sofa,
furniture_hallway19,Декоративный бассейн,
furniture_hallway20,@hallway_statue,
furniture_hallway21,@hallway_statue,
furniture_hallway22,@hallway_statue,
furniture_hallway23,@hallway_statue,
,,
,,hospital
@hospital_device,Медицинское оборудование ускоряет лечение колонистов,
@hospital_shelf,Шкаф с лекарствами,
furniture_hospital01,На хирургическом столе врачи лечат колонистов получивших травмы,
furniture_hospital02,@hospital_device,
furniture_hospital03,@hospital_shelf,
furniture_hospital04,@hospital_shelf,
furniture_hospital05,Занавески разграничивают помещение и увеличивают комфорт пациентов,
furniture_hospital06,@hospital_device,
furniture_hospital07,В больничных койках пациенты проходят стационарное лечение,
,,
,,laboratory
@laboratory_device,Научное оборудование увеличивает эффективность исследований в колонии,
furniture_laboratory01,@laboratory_device,
furniture_laboratory02,@laboratory_device,
furniture_laboratory03,@laboratory_device,
furniture_laboratory04,@laboratory_device,
furniture_laboratory05,@laboratory_device,
furniture_laboratory06,@laboratory_device,
furniture_laboratory07,@laboratory_device,
furniture_laboratory08,@laboratory_device,
furniture_laboratory09,@laboratory_device,
furniture_laboratory10,@laboratory_device,
furniture_laboratory11,@laboratory_device,
furniture_laboratory12,@laboratory_device,
furniture_laboratory13,@laboratory_device,
furniture_laboratory14,@laboratory_device,
furniture_laboratory15,@laboratory_device,
furniture_laboratory16,@laboratory_device,
furniture_laboratory17,@laboratory_device,
furniture_laboratory18,@laboratory_device,
furniture_laboratory19,@laboratory_device,
furniture_laboratory20,@laboratory_device,
furniture_laboratory21,@laboratory_device,
furniture_laboratory22,@laboratory_device,
furniture_laboratory23,@laboratory_device,
furniture_laboratory24,@laboratory_device,
furniture_laboratory25,@laboratory_device,
furniture_laboratory26,@laboratory_device,
furniture_laboratory27,@laboratory_device,
furniture_laboratory28,@laboratory_device,
,,
,,power_plant
furniture_power01,Зарядная площадка для роботов,
furniture_power02,Генератор вырабатывает электроэнергию из жидкого топлива,
furniture_power03,Ядерный реактор вырабатывает электроэнергию из ядерного топлива,
furniture_power04,Термоядерный реактор вырабатывает электроэнергию из термоядерного топлива,
furniture_power05,"Реактор, вырабатывающий электроэнергию при аннигиляции антивещества",
,,
,,recreation
@recreation_couch,"Кресло в комнате отдыха позволяет колонистам лучше отдохнуть, чем скамья или диван в коридоре",
@recreation_plant,Зеленые растения увеличивают эффект от отдыха,
@recreation_table,Журнальный столик увеличивает эффект от отдыха,
@recreation_aquarium,Аквариум увеличивает эффект от отдыха,
furniture_recreation01,@recreation_couch,
furniture_recreation02,@recreation_plant,
furniture_recreation03,@recreation_plant,
furniture_recreation04,@recreation_plant,
furniture_recreation05,Площадка с поддержкой VR улучшает настроение колонистов и поддерживает их в хорошей физической форме,
furniture_recreation06,@recreation_couch,
furniture_recreation07,@recreation_couch,
furniture_recreation08,@recreation_plant,
furniture_recreation09,@recreation_plant,
furniture_recreation10,@recreation_plant,
furniture_recreation11,@recreation_aquarium,
furniture_recreation12,@recreation_aquarium,
furniture_recreation13,@recreation_table,
furniture_recreation14,@recreation_table,
furniture_recreation15,@recreation_table,
furniture_recreation16,@recreation_table,
furniture_recreation17,@recreation_table,
,,
,,servers
@server,Сервер увеличивает вычислительные мощности колонии,
furniture_server01,@server,
furniture_server02,@server,
furniture_server03,@server,
furniture_server04,@server,
furniture_server05,@server,
furniture_server06,@server,
furniture_server07,@server,
furniture_server08,@server,
furniture_server09,@server,
furniture_server10,@server,
,,
,,storage
@storage,Припасы колонии хранятся на стеллажах и в ящиках. Чем их больше – тем больше припасов можно хранить,
furniture_storage01,@storage,
furniture_storage02,@storage,
furniture_storage03,@storage,
furniture_storage04,@storage,
furniture_storage05,@storage,
furniture_storage06,@storage,
furniture_storage07,@storage,
furniture_storage08,@storage,
furniture_storage09,@storage,
furniture_storage10,@storage,
furniture_storage11,@storage,
furniture_storage12,@storage,
furniture_storage13,@storage,
furniture_storage14,@storage,
furniture_storage15,@storage,
furniture_storage16,@storage,
furniture_storage17,@storage,
furniture_storage18,@storage,
furniture_storage19,@storage,
furniture_storage20,@storage,
furniture_storage21,@storage,
furniture_storage22,@storage,
furniture_storage23,@storage,
furniture_storage24,@storage,
furniture_storage25,@storage,
furniture_storage26,@storage,
furniture_storage27,@storage,
furniture_storage28,@storage,
furniture_storage29,@storage,
furniture_storage30,@storage,
furniture_storage31,@storage,
furniture_storage32,@storage,
furniture_storage33,@storage,
furniture_storage34,@storage,
furniture_storage35,@storage,
furniture_storage36,@storage,
,,
,,workshop
furniture_workshop01,В печи производится оптика,
furniture_workshop02,"Сборочная линия позволяет производить различные детали, необходимые для создания приборов в колонии",
furniture_workshop03,Сепаратор позволяет выделять некоторые элементы из других,
furniture_workshop04,Обеспечивает регенерирование кислорода из углекислого газа для двух человек,
furniture_workshop05,Стол для починки роботов,
furniture_workshop06,Литографическое оборудование для производства электроники,
,,
,,no_money
no_money_text,"Вам нужно еще:
{money}",
no_money_caption,Недостаточно средств,
,,
,,character_states
character_states_console&workshop,работает на фабрике,
character_states_console&fixing,чинит робота,
character_states_console&hospital,лечит пациента,
character_states_farm,ухаживает за растениями,
character_states_sit&console,работает за консолью,
character_states_charge,заряжается,
character_states_lay&recover,проходит обслуживание,
character_states_vr,развлекается,
character_states_lay&sleep,спит,
character_states_sit&eat,ест,
character_states_eat,перекусывает,
character_states_lay&cure,лечится,
character_states_cafe,готовит,
character_states_console&mine,добывает ископаемые,
character_states_sit,сидит,
character_states_sit&relax,отдыхает,
character_states_none,не занят,
character_states_move_to_console&workshop,идет на фабрику,
character_states_move_to_console&fixing,идет чинить робота,
character_states_move_to_console&hospital,идет лечить,
character_states_move_to_farm,идет на ферму,
character_states_move_to_sit&console,идет исследовать,
character_states_move_to_charge,идет заряжаться,
character_states_move_to_lay&recover,идет ремонтироваться,
character_states_move_to_vr,идет развлекаться,
character_states_move_to_lay&sleep,идет спать,
character_states_move_to_sit&eat,идет есть,
character_states_move_to_eat,идет перекусывать,
character_states_move_to_lay&cure,идет лечиться,
character_states_move_to_cafe,идет готовить,
character_states_move_to_console&mine,идет добывать ископаемые,
character_states_move_to_sit,идет садиться,
character_states_move_to_sit&relax,идет отдыхать,
,,
,,build_tooltip
build_tooltip_remove,Демонтировать блок,
build_tooltip_error,Ошибка строительства,
build_tooltip_noCargoBuildError,Не хватает материалов,
build_tooltip_undergroundBuildError,В грунте можно строить только опоры и лестницы,
build_tooltip_landingBuildError,Слишком близко к посадочной площадке,
build_tooltip_noFoundationError,Нельзя построить блок без опоры,
build_tooltip_busyBuildError,Здесь уже построен блок,
build_tooltip_axisBuildError,"На оси станции можно строить только блоки оси, стационарную или вращающуюся секции",
build_tooltip_bottomSectionBuildError,Строительство по эту сторону секции невозможно,
build_tooltip_noCageBuildError,Нет помещения,
build_tooltip_pillarOnWhellBuildError,Нельзя строить во вращающейся секции,
build_tooltip_rayIntersectBuildError,Нельзя перекрывать шлюз или двигатель,
build_tooltip_noDoorBuildError,Можно установить только со стороны внешней двери шлюза,
build_tooltip_engineLevelBuildError,Тяговые двигатели могут быть установлены в самом низу станции,
build_tooltip_doorPresentBuildError,Нельзя установить рядом с дверью,
build_tooltip_engineOnRouteBuildError,Нельзя перестраивать двигатели во время перелета,
build_tooltip_insideDoorBuildError,Сначала нужно демонтировать дверь,
build_tooltip_needGravityBuildError,Может быть установлено только во вращающейся секции,
build_tooltip_buldAboveStairError,Лестница будет упираться в пол,
build_tooltip_noStairUpCageBuildError,Лестница будет упираться в потолок,
build_tooltip_noCageWithStairBuildError,В этой клетке невозможно построить лестницу,
build_tooltip_upCageWithFurnitureBuildError,В помещении выше нужно убрать мебель перед строительством,
build_tooltip_cantPlaceDoorBuildError,Здесь нельзя установить дверь,
build_tooltip_cantDoorWithFurnitureBuildError,Перед установкой двери нужно освободить помещение,
build_tooltip_cantWriteWithEraser,Для удаления нужно выделить блок,
build_tooltip_cantBuildStairError,Здесь нельзя установить лестницу,
build_tooltip_cantBuildDoorError,Дверь может быть установлена только в помещении,
build_tooltip_needGate,Здесь могут быть установлены только большие ворота,
,,
build_tooltip_noCageEraseError,Для удаления нужно выделить блок,
build_tooltip_notEmptyEraseError,Перед удалением блока нужно освободить это место,
build_tooltip_bottomStairEraseError,Нельзя удалить блок над лестницей,
build_tooltip_axisEraseError,Нельзя удалить секцию или ось станции,
build_tooltip_doorEraseError,Эту дверь нельзя удалить,
build_tooltip_removeFurnitureDoorEraseError,Перед удалением двери нужно освободить помещение,
build_tooltip_nodeEraseError,"Можно удалять только последнюю построенную секцию, без пристроенных к ней клеток",
build_tooltip_notEmptyWhellEraseError,Перед удалением вращающейся секции нужно удалить все пристроенные к ней клетки,
build_tooltip_notLastWhellEraseError,Сначала нужно удалить все клетки построенные на оси после этой вращающейся секции,
build_tooltip_noSupportAfterDelete,Нельзя разделять станцию на несколько частей,
build_tooltip_whellNodeEraseError,Нельзя удалить один из сегментов вращающейся секции,
build_tooltip_cantEraseStairError,Здесь нет лестницы для удаления,
build_tooltip_cantEraseDoorError,Здесь нет двери для демонтирования,
build_tooltip_eraseMakeDoorWithoutGate,"Нельзя удалять клетку, если внутренняя дверь станет внешней",
,,
,,route
route_none,Нет,
route_select_target,Выберите планету,
route_total_time,"{days} дней, {hours} часов, {mins} минут",
route_fail_caption,Невозможно проложить маршрут,
route_fail_with_shuttles,Дождитесь прилета и отлета всех челноков,
route_fail_no_base,Дождитесь прилета станции к месту назначения,
route_asteroid,Астероид,
route_withoutHumans,Для перелета нужен экипаж,
,,
,,secondment
secondment_failWithRoute,Перед командированием экипажа нужно отменить запланированный маршрут перелета,
secondment_failCaption,Нельзя переслать экипаж,
,,
,,cant_post
cant_post_caption,Невозможно переслать груз,
cant_post_withoutHumans,На принимающей станции нет персонала,
,,
,,research
research_geneticEngineering,Генная инженерия,
research_plantsAdaptedToLowGravity,"Растения, приспособленные к малой силе тяжести",
research_biorepository,Биорепозиторий,
research_fabricEngineering,Тканевая инженерия,
research_syntheticMeat,Синтетическое мясо,
research_individualGenomeSequencing,Индивидуальное секвенирование генома,
research_increaseInLifeExpectancy,Увеличение продолжительности жизни,
research_geneTherapy,Генная терапия,
research_nanotechnology,Нанотехнологии,
research_nanobots,Наноботы,
research_nanosensors,Нанодатчики,
research_dnaChip,ДНК-чип,
research_nanotechnologyClothing,Нанотехнологичная одежда,
research_cancerTreatment,Лечение рака,
research_stoppingAging,Остановление старения,
research_superconductorsThatDoNotRequireCooling,Сверхпроводники не требующие охлаждения,
research_materialsWithUniqueMagneticProperties,Материалы с уникальными магнитными свойствами,
research_compositeNanomaterials,Композитные наноматериалы,
research_largesizeCarbonNanoconstructions,Углеродные наноконструкции больших размеров,
research_carbonComputers,Углеродные компьютеры,
research_ultralightHighstrengthMaterials,Сверхлегкие высокопрочные материалы,
research_hightemperatureConstructionMaterials,Высокотемпературные конструкционные материалы,
research_recombinationEngine,Рекомбинационный двигатель,
research_thermonuclearEnergy,Термоядерная энергетика,
research_safeNuclearEnergy,Безопасная ядерная энергетика,
research_nuclearPowerPlant,Ядерная энергостанция,
research_nuclearEngine,Ядерный двигатель,
research_compactThermonuclearEnergy,Компактная термоядерная энергетика,
research_thermonuclearEngine,Термоядерный двигатель,
research_thermonuclearPowerPlant,Термоядерная энергоустановка,
research_highpowerLasers,Высокомощные лазеры,
research_wirelessPowerTransmission,Беспроводная передача энергии,
research_laserEngine,Лазерный двигатель,
research_spaceElevator,Космический лифт,
research_picotechnology,Пикотехнологии,
research_quantumChips,Квантовые чипы,
research_radiationAbsorbingMaterials,Радиационно-поглощающие покрытия,
research_programmableMatter,Программируемая материя,
research_artificialIntelligence,Искусственный интеллект,
research_robots,Роботы,
research_augmentation,Аугментации,
research_adaptationOfTheBodyToAdverseConditions,Адаптация организма к неблагоприятным условиям,
research_cryogenics,Криогеника,
research_nanofabricator,Нанофабрикатор,
research_replicator,Репликатор,
research_femtotechnology,Фемтотехнологии,
research_antigravity,Антигравитация,
research_forceFields,Силовые поля,
research_productionOfAntimatter,Производство антивещества,
