Key,SourceString,Comment
state_tank,由于储存槽已满，则液体/气体的生产停止,
state_unreachable,无法前往目标，需重新排列干扰殖民者经过路径的物体，以使道路通畅。可能需要建立气阀,
state_sit,殖民者没有地方可坐。可在走道放上沙发，或在休息室放上扶手椅以供休息,
state_sleep,殖民者没有地方睡觉。可在生活区设置更多的床，并把它们分配给殖民者。,
state_eat,"<b>{period}期</>的食物储备。
饥饿的殖民者：<b>{hungry}</>。
生产更多食物，并在餐厅设置更多的座位。",
state_light,太暗了。殖民者无法看清。可设置更多的窗户、生产更多的电力、或打开房间灯光,
state_cure,殖民者生病或受伤了。需要病床和医生,
state_recover,机器人坏了。需要机器人维修点和工程师。,
state_oxygen,"<b>{period}</> 的氧气供应。
使用再生：<b>{regeneration}</>。
<b>{gasp}</>殖民者缺氧。
为了避免仓库中缺氧，使空气中充满二氧化碳。设置制氧机或增加仓库的氧气供应",
state_radiation,由于太阳耀斑导致辐射量增加,
state_meteors,陨石雨可能导致房间暂时减压，并使装有液体和气体的槽体破裂。,
state_scientists,没有足够的研究人员。建造更多的实验室，并将研究人员安置其中。,
state_devices,没有足够的科研设备。建造更多的实验室和科研设备。当通电后，设备需要一定时间才能发挥全部性能。太阳耀斑会使性能暂时下降一段时间。,
state_computing,计算能力不足。建造更多的服务器和服务器系统。当升级后，设备需要一定时间才能发挥全部性能。太阳耀斑会使性能暂时下降一段时间。,
,,
,,planets
planets,行星,
sun,太阳,
mercury,水星,
venus,金星,
earth,地球,
moon,月球,
mars,火星,
jupiter,木星,
io,木卫一,
europa,木卫二,
ganymede,木卫三,
callisto,木卫四,
saturn,土星,
enceladus,土卫二,
titan,土卫六,
uranus,天王星,
neptune,海王星,
triton,海卫一,
,,
,,months
months,一月/二月/三月/四月/五月/六月/七月/八月/九月/十月/十一月/十二月,
,,
,,view
view,视图,
view_solarSystem,太阳系,
view_rotation,区域旋转,
view_scale,规模,
view_planets,行星：,
view_orbites,轨道：,
view_stations,空间站：,
view_upscale,放大,
view_gradation,渐进,
view_defaults,默认的,
view_real,实际的,
,,
,,planet
planet_characteristics,特征,
planet_temperature,温度,
planet_gravity,重力,
planet_atmosphere,大气,
planet_radiation,辐射,
planet_luminity,光照,
planet_seismic,地震活动,
planet_minerals,矿物质,
planet_launchStation,以{cost}发射空间站入轨。,
planet_establishColony,建立基地。,
,,
,,fly
fly,航班,
fly_destination,目的地：,
fly_select,选择,
fly_departure,启程：,
fly_duration,在途中：,
fly_arrive,抵达：,
fly_fuel,燃油消耗：,
,,
,,player
player_done,已完成,
player_current,当前的,
player_tasks,任务,
player_saving,保存中...,
player_save,保存,
,,
,,whell
whell,增加一个旋转扇区,
whell_sectors,扇区数,
whell_radius,半径,
whell_sector_width,扇区宽度,
,,
,,panel
panel_focus,跟踪,
panel_zoom,切换/放大,
panel_edit,重命名,
panel_close,隐藏面板,
panel_expand,显示面板,
,,
,,clock
clock,时钟,
,,
,,production
production_name,名称,
production_priority,优先级,
production_needs,需要：,
,,
,,elements
helium3,氦-3,
water,水,
metal,金属,
regolith,土壤,
rareearth,稀有金属,
liquid_fuel,液体燃料,
optics,光学元件,
components,组件,
electronics,电子产品,
decor_plants,观赏植物,
vegetables,蔬菜,
food,食物,
oxygen,氧气,
co2,二氧化碳,
nuclear_fuel,核燃料,
antimatter,反物质,
,,
,,time format
format_time_period_days,{days}天,
format_time_period_hours,{hours}时,
format_time_period_minutes,{minutes}分,
,,
,,cargo
cargo_buy,订购({price}),
cargo_sell,卖出(+{price}),
cargo_trash,丢弃,
cargo_post,转寄,
cargo_cation,仓库,
,,
,,trash_furniture
trash_furniture_caption,拆除物件,
trash_furniture_text,拆除物件时，将返还在建造时使用的所有资源。 你确定要拆除该物件吗？,
,,
,,outdoor
outdoor_OutdoorSolarPanel,太阳能板在白天发电。,
outdoor_StreetLight,户外照明。,
outdoor_Antenna,提高科研效率。,
outdoor_PowerBank,电池在基地储存的多余电力，会在耗电量大于发电量时释放，比如在晚上,
outdoor_OutdoorTank,气体和液体的储存罐。,
outdoor_Drill,固体矿产的开采。,
outdoor_Pump,液态和气态矿物的提取。,
outdoor_Landing,穿梭机着陆区只能设置在无坡度的水平面上。,
,,
,,furniture
,,apartment
@apartment_bed,殖民者在床上比在沙发上睡得好,
@apartment_shelf,殖民者将个人物品存放在壁橱里,
@apartment_table,桌子,
@apartment_closet,浴室,
furniture_apartment01,@apartment_bed,
furniture_apartment02,@apartment_bed,
furniture_apartment03,@apartment_bed,
furniture_apartment04,@apartment_bed,
furniture_apartment05,@apartment_bed,
furniture_apartment06,@apartment_shelf,
furniture_apartment07,@apartment_shelf,
furniture_apartment08,@apartment_shelf,
furniture_apartment09,@apartment_shelf,
furniture_apartment10,@apartment_table,
furniture_apartment11,@apartment_table,
furniture_apartment12,@apartment_closet,
furniture_apartment13,@apartment_closet,
furniture_apartment14,@apartment_closet,
furniture_apartment15,@apartment_table,
furniture_apartment16,@apartment_table,
furniture_apartment17,@apartment_shelf,
furniture_apartment18,@apartment_shelf,
,,
,,astro_mine
furniture_astro_mine01,只有在与小行星对接后，才能在小行星上采矿。,
,,
,,cafe
@cafe_table,在餐桌上用餐比在路上吃更方便,
@cafe_kitchen,在基地厨房中可以烹饪食物,
@cafe_plant,餐厅里的植物不仅是装饰物还可以产生氧气,
furniture_cafe01,冰箱,
furniture_cafe02,@cafe_kitchen,
furniture_cafe03,@cafe_table,
furniture_cafe04,@cafe_table,
furniture_cafe05,@cafe_table,
furniture_cafe06,@cafe_table,
furniture_cafe07,@cafe_table,
furniture_cafe08,@cafe_table,
furniture_cafe09,@cafe_table,
furniture_cafe10,@cafe_table,
furniture_cafe11,@cafe_table,
furniture_cafe12,@cafe_kitchen,
furniture_cafe13,@cafe_kitchen,
furniture_cafe14,@cafe_kitchen,
furniture_cafe15,@cafe_kitchen,
furniture_cafe16,@cafe_kitchen,
furniture_cafe17,@cafe_kitchen,
furniture_cafe18,@cafe_kitchen,
furniture_cafe19,@cafe_kitchen,
furniture_cafe20,@cafe_plant,
furniture_cafe21,@cafe_plant,
furniture_cafe22,@cafe_plant,
furniture_cafe23,@cafe_plant,
furniture_cafe24,@cafe_plant,
furniture_cafe25,@cafe_plant,
,,
,,farm
@farm_decor_plant,种植观赏植物,
@farm_banana,香蕉树,
furniture_farm01,@farm_decor_plant,
furniture_farm02,苹果树,
furniture_farm03,@farm_banana,
furniture_farm04,樱桃,
furniture_farm05,莴苣,
furniture_farm06,甜根菜,
furniture_farm07,蓝莓,
furniture_farm08,花菜,
furniture_farm09,草莓,
furniture_farm10,黄瓜,
furniture_farm11,洋葱,
furniture_farm12,大蒜,
furniture_farm13,大米,
furniture_farm14,甜椒,
furniture_farm15,辣椒,
furniture_farm16,土豆,
furniture_farm17,西红柿,
furniture_farm18,西红柿,
furniture_farm19,覆盆子,
furniture_farm20,小麦,
furniture_farm21,黑莓,
furniture_farm22,覆盆子,
furniture_farm23,@farm_banana,
furniture_farm24,@farm_banana,
furniture_farm25,@farm_banana,
furniture_farm26,@farm_banana,
furniture_farm27,@farm_banana,
furniture_farm28,@farm_banana,
,,
,,hallway
@hallway_sofa,沙发，可供闲暇的殖民者坐和睡（如果没有床的话）。,
@hallway_vending,食品和饮品自动售货机是快速解饿和解渴的方法。,
@hallway_plant,在走廊里的植物可以减轻压力。,
@hallway_statue,雕像,
furniture_hallway01,@hallway_plant,
furniture_hallway02,@hallway_plant,
furniture_hallway03,@hallway_sofa,
furniture_hallway04,@hallway_vending,
furniture_hallway05,@hallway_vending,
furniture_hallway06,@hallway_vending,
furniture_hallway07,@hallway_vending,
furniture_hallway08,@hallway_vending,
furniture_hallway09,@hallway_vending,
furniture_hallway010,废物处理,
furniture_hallway11,@hallway_plant,
furniture_hallway12,@hallway_plant,
furniture_hallway13,@hallway_plant,
furniture_hallway14,@hallway_sofa,
furniture_hallway15,@hallway_sofa,
furniture_hallway16,@hallway_sofa,
furniture_hallway17,@hallway_sofa,
furniture_hallway18,@hallway_sofa,
furniture_hallway19,装饰性泳池,
furniture_hallway20,@hallway_statue,
furniture_hallway21,@hallway_statue,
furniture_hallway22,@hallway_statue,
furniture_hallway23,@hallway_statue,
,,
,,hospital
@hospital_device,医疗设备加速殖民者的康复,
@hospital_shelf,药柜,
furniture_hospital01,在手术台上，医生治疗受伤的殖民者,
furniture_hospital02,@hospital_device,
furniture_hospital03,@hospital_shelf,
furniture_hospital04,@hospital_shelf,
furniture_hospital05,窗帘将房间隔开，并增加病人舒适度,
furniture_hospital06,@hospital_device,
furniture_hospital07,病人在病床上进行住院治疗,
,,
,,laboratory
@laboratory_device,科学设备提高了基地研究的效率,
furniture_laboratory01,@laboratory_device,
furniture_laboratory02,@laboratory_device,
furniture_laboratory03,@laboratory_device,
furniture_laboratory04,@laboratory_device,
furniture_laboratory05,@laboratory_device,
furniture_laboratory06,@laboratory_device,
furniture_laboratory07,@laboratory_device,
furniture_laboratory08,@laboratory_device,
furniture_laboratory09,@laboratory_device,
furniture_laboratory10,@laboratory_device,
furniture_laboratory11,@laboratory_device,
furniture_laboratory12,@laboratory_device,
furniture_laboratory13,@laboratory_device,
furniture_laboratory14,@laboratory_device,
furniture_laboratory15,@laboratory_device,
furniture_laboratory16,@laboratory_device,
furniture_laboratory17,@laboratory_device,
furniture_laboratory18,@laboratory_device,
furniture_laboratory19,@laboratory_device,
furniture_laboratory20,@laboratory_device,
furniture_laboratory21,@laboratory_device,
furniture_laboratory22,@laboratory_device,
furniture_laboratory23,@laboratory_device,
furniture_laboratory24,@laboratory_device,
furniture_laboratory25,@laboratory_device,
furniture_laboratory26,@laboratory_device,
furniture_laboratory27,@laboratory_device,
furniture_laboratory28,@laboratory_device,
,,
,,power_plant
furniture_power01,机器人充电站,
furniture_power02,发电机使用液体燃料发电,
furniture_power03,核反应堆使用核燃料发电,
furniture_power04,聚变反应堆使用热核燃料发电,
furniture_power05,反物质湮灭反应堆,
,,
,,recreation
@recreation_couch,与门厅里的长椅或沙发相比，躺椅可以让殖民者更好地休息,
@recreation_plant,绿色植物促进放松,
@recreation_table,茶几促进放松,
@recreation_aquarium,鱼缸促进放松,
furniture_recreation01,@recreation_couch,
furniture_recreation02,@recreation_plant,
furniture_recreation03,@recreation_plant,
furniture_recreation04,@recreation_plant,
furniture_recreation05,虚拟现实游乐场改善了殖民者的情绪，使他们保持良好的身体状态,
furniture_recreation06,@recreation_couch,
furniture_recreation07,@recreation_couch,
furniture_recreation08,@recreation_plant,
furniture_recreation09,@recreation_plant,
furniture_recreation10,@recreation_plant,
furniture_recreation11,@recreation_aquarium,
furniture_recreation12,@recreation_aquarium,
furniture_recreation13,@recreation_table,
furniture_recreation14,@recreation_table,
furniture_recreation15,@recreation_table,
furniture_recreation16,@recreation_table,
furniture_recreation17,@recreation_table,
,,
,,servers
@server,服务器增加了基地的计算能力,
furniture_server01,@server,
furniture_server02,@server,
furniture_server03,@server,
furniture_server04,@server,
furniture_server05,@server,
furniture_server06,@server,
furniture_server07,@server,
furniture_server08,@server,
furniture_server09,@server,
furniture_server10,@server,
,,
,,storage
@storage,基地的所有物资都存放在架子上和箱子里。你的空间越大，能储存的物资就越多,
furniture_storage01,@storage,
furniture_storage02,@storage,
furniture_storage03,@storage,
furniture_storage04,@storage,
furniture_storage05,@storage,
furniture_storage06,@storage,
furniture_storage07,@storage,
furniture_storage08,@storage,
furniture_storage09,@storage,
furniture_storage10,@storage,
furniture_storage11,@storage,
furniture_storage12,@storage,
furniture_storage13,@storage,
furniture_storage14,@storage,
furniture_storage15,@storage,
furniture_storage16,@storage,
furniture_storage17,@storage,
furniture_storage18,@storage,
furniture_storage19,@storage,
furniture_storage20,@storage,
furniture_storage21,@storage,
furniture_storage22,@storage,
furniture_storage23,@storage,
furniture_storage24,@storage,
furniture_storage25,@storage,
furniture_storage26,@storage,
furniture_storage27,@storage,
furniture_storage28,@storage,
furniture_storage29,@storage,
furniture_storage30,@storage,
furniture_storage31,@storage,
furniture_storage32,@storage,
furniture_storage33,@storage,
furniture_storage34,@storage,
furniture_storage35,@storage,
furniture_storage36,@storage,
,,
,,workshop
furniture_workshop01,光学元件是在熔炉中制造的,
furniture_workshop02,基地中，装配线能够生产在制造器具时所需的各种零件,
furniture_workshop03,分离器可分离不同元素,
furniture_workshop04,從二氧化碳中回收氧气，可供兩人使用,
furniture_workshop05,机器人维修台,
furniture_workshop06,用于电子产品生产的光刻设备,
,,
,,no_money
no_money_text,"尚且需要：
{money}",
no_money_caption,资金不足,
,,
,,character_states
character_states_console&workshop,在工厂工作,
character_states_console&fixing,在修理机器人,
character_states_console&hospital,在治疗病人,
character_states_farm,在照料植物,
character_states_sit&console,在控制台工作,
character_states_charge,充电中,
character_states_lay&recover,在服务中,
character_states_vr,正玩得开心,
character_states_lay&sleep,睡觉中,
character_states_sit&eat,进食中,
character_states_eat,在吃零食,
character_states_lay&cure,康复中,
character_states_cafe,正在烹饪,
character_states_console&mine,正在采矿,
character_states_sit,坐着,
character_states_sit&relax,休息中,
character_states_none,空闲中,
character_states_move_to_console&workshop,前往工厂,
character_states_move_to_console&fixing,去修理一个机器人,
character_states_move_to_console&hospital,去治疗一个病人,
character_states_move_to_farm,去农场,
character_states_move_to_sit&console,去研究,
character_states_move_to_charge,去充电,
character_states_move_to_lay&recover,去修复,
character_states_move_to_vr,要去玩,
character_states_move_to_lay&sleep,去睡觉,
character_states_move_to_sit&eat,去吃饭,
character_states_move_to_eat,去吃零食,
character_states_move_to_lay&cure,去接受治疗,
character_states_move_to_cafe,去做饭,
character_states_move_to_console&mine,去挖矿,
character_states_move_to_sit,去坐着,
character_states_move_to_sit&relax,去休息,
,,
,,build_tooltip
build_tooltip_remove,拆除区块。,
build_tooltip_error,建造错误,
build_tooltip_noCargoBuildError,材料不足,
build_tooltip_undergroundBuildError,只有支架和楼梯能建筑在地面上,
build_tooltip_landingBuildError,离着陆点过近,
build_tooltip_noFoundationError,不能建造缺少支撑的区块,
build_tooltip_busyBuildError,该处已有区块建成,
build_tooltip_axisBuildError,只有轴心区块、静止或旋转部分可以在空间站轴心上建造,
build_tooltip_bottomSectionBuildError,不能在该区段的这一侧建造,
build_tooltip_noCageBuildError,没有足够的空间,
build_tooltip_pillarOnWhellBuildError,不能在旋转部分建造,
build_tooltip_rayIntersectBuildError,不能挡住气闸或发动机,
build_tooltip_noDoorBuildError,只能设置在气闸的外门一侧,
build_tooltip_engineLevelBuildError,牵引引擎可以安装在空间站的最底部,
build_tooltip_doorPresentBuildError,不能安装在门附近,
build_tooltip_engineOnRouteBuildError,飞行中不能重建发动机,
build_tooltip_insideDoorBuildError,必须先将门拆除,
build_tooltip_needGravityBuildError,只能安装在旋转的部分,
build_tooltip_buldAboveStairError,楼梯将顶着地板,
build_tooltip_noStairUpCageBuildError,楼梯将顶着天花板,
build_tooltip_noCageWithStairBuildError,楼梯不能建在这个区域,
build_tooltip_upCageWithFurnitureBuildError,建造前必须拆除上层房间内的家具,
build_tooltip_cantPlaceDoorBuildError,门不能安装在这里,
build_tooltip_cantDoorWithFurnitureBuildError,在安装门之前，你必须将房间空出来,
build_tooltip_cantWriteWithEraser,选择一个区块来移除它,
build_tooltip_cantBuildStairError,楼梯不能安装在这里,
build_tooltip_cantBuildDoorError,门只能安装在室内,
build_tooltip_needGate,这里只能安装大门,
,,
build_tooltip_noCageEraseError,你必须选择一个区块才能将其删除,
build_tooltip_notEmptyEraseError,删除一个区块之前，你必须清空这个区域,
build_tooltip_bottomStairEraseError,不能删除楼梯上方的区块,
build_tooltip_axisEraseError,不能删除该区块或空间站轴,
build_tooltip_doorEraseError,此门不能被删除,
build_tooltip_removeFurnitureDoorEraseError,在拆除门之前需要腾出房间,
build_tooltip_nodeEraseError,你只能删除最后建成且没有连接块的部分,
build_tooltip_notEmptyWhellEraseError,在删除旋转部分之前，你必须移除所有连接在其上的区块,
build_tooltip_notLastWhellEraseError,首先，你必须删除轴上旋转部分之后建造的所有区块,
build_tooltip_noSupportAfterDelete,你不能将空间站拆分为多个部分,
build_tooltip_whellNodeEraseError,无法删除旋转部分的某一段,
build_tooltip_cantEraseStairError,这里没有楼梯可以删除,
build_tooltip_cantEraseDoorError,这里没有门可以删除,
build_tooltip_eraseMakeDoorWithoutGate,如果将内门变为外门，则无法删除区块,
,,
,,route
route_none,无,
route_select_target,选择星球,
route_total_time,{days}天{hours}小时{mins}分钟,
route_fail_caption,无法继续该路线,
route_fail_with_shuttles,等待所有穿梭机的到达和离开,
route_fail_no_base,等待太空站飞行至目的地,
route_asteroid,小行星,
route_withoutHumans,航班飞行需要机组人员,
,,
,,secondment
secondment_failWithRoute,在派遣机组人员之前，需要取消计划飞行的路线,
secondment_failCaption,不可转派机组人员,
,,
,,cant_post
cant_post_caption,无法发送货物,
cant_post_withoutHumans,接收站没有工作人员,
,,
,,research
research_geneticEngineering,基因工程,
research_plantsAdaptedToLowGravity,适应低重力的植物,
research_biorepository,生物储存库,
research_fabricEngineering,组织工程,
research_syntheticMeat,合成肉,
research_individualGenomeSequencing,个体基因组测序,
research_increaseInLifeExpectancy,增加预期寿命,
research_geneTherapy,基因治疗,
research_nanotechnology,纳米技术,
research_nanobots,纳米机器人,
research_nanosensors,纳米探测器,
research_dnaChip,DNA芯片,
research_nanotechnologyClothing,纳米技术服装,
research_cancerTreatment,癌症治疗,
research_stoppingAging,停止衰老,
research_superconductorsThatDoNotRequireCooling,不需要冷却的超导体,
research_materialsWithUniqueMagneticProperties,具有独特磁性的材料,
research_compositeNanomaterials,复合纳米材料,
research_largesizeCarbonNanoconstructions,大型碳纳米结构,
research_carbonComputers,碳电脑,
research_ultralightHighstrengthMaterials,超轻高强度材料,
research_hightemperatureConstructionMaterials,高温结构材料,
research_recombinationEngine,复合式发动机,
research_thermonuclearEnergy,聚变能源,
research_safeNuclearEnergy,安全核电,
research_nuclearPowerPlant,核电厂,
research_nuclearEngine,核推进器,
research_compactThermonuclearEnergy,微型聚变能源,
research_thermonuclearEngine,聚变发动机,
research_thermonuclearPowerPlant,聚变电厂,
research_highpowerLasers,高功率激光器,
research_wirelessPowerTransmission,无线电力传输,
research_laserEngine,激光发动机,
research_spaceElevator,太空电梯,
research_picotechnology,皮米技术,
research_quantumChips,量子芯片,
research_radiationAbsorbingMaterials,辐射吸收涂料,
research_programmableMatter,可编程物质,
research_artificialIntelligence,人工智能,
research_robots,机器人,
research_augmentation,人体机能增强,
research_adaptationOfTheBodyToAdverseConditions,身体对不利环境的适应力,
research_cryogenics,低温休眠,
research_nanofabricator,纳米制造机,
research_replicator,复制器,
research_femtotechnology,飞米技术,
research_antigravity,人工重力,
research_forceFields,力场防护,
research_productionOfAntimatter,反物质生产,
research_photonicEngine,光子发动机,
research_photonicPowerPlant,反物质反应堆,
research_interstellarShip,星际飞船,
,,
,,research_description
research_description_geneticEngineering,用于获得可变或转基因生物的所需品质,
research_description_plantsAdaptedToLowGravity,在太阳系中，除了巨行星之外，只有金星像在地球上一样具有重力，在所有其他情况下，无论是空间站还是行星或卫星上的基地，陆地生物都会在低重力条件下生长,
research_description_biorepository,大量生物体基因的全球数据库，是其他研究的数据统计来源,
research_description_fabricEngineering,根据人类自身的DNA培育任何组织和器官。,
research_description_syntheticMeat,饲养动物作为食物已经是数千年的必要过程。现在则可以人工培育肉类,
research_description_individualGenomeSequencing,人类的个体卡将有助于识别遗传性疾病，并在早期阶段就开始治疗,
research_description_increaseInLifeExpectancy,技术目前允许您创建以前不可用的治疗方法,
research_description_geneTherapy,遗传性疾病现在在开始表现前已经完全可以治愈,
research_description_nanotechnology,在分子水平上操纵物质的技术,
research_description_nanobots,与分子相称的机器性能大大优于以前，可以让您从物质内部执行精细的工作,
research_description_nanosensors,可以放置在任何地方并收集大量有用信息的微型传感器,
research_description_dnaChip,个人纳米传感器的进一步发展，使您能够快速接收有关载体健康状况的完整信息,
research_description_nanotechnologyClothing,维持恒温的免维护智能衣物,
research_description_cancerTreatment,借助目前的技术，治愈多种癌症已成为可能,
research_description_stoppingAging,借助预防手段，人们可以想活多久就活多久。 老年作为一种古老的疾病已成为过去,
research_description_superconductorsThatDoNotRequireCooling,超导体在室温下为所有人提供了以前只有在实验室条件下才能实现的各种技术,
research_description_materialsWithUniqueMagneticProperties,许多独特的复合电磁材料,
research_description_compositeNanomaterials,在纳米尺度上结合材料可以让您创造独特的新材料,
research_description_largesizeCarbonNanoconstructions,无限长度的碳纳米管，任何尺寸的石墨烯和更多奇异类型的材料变得可用,
research_description_carbonComputers,随着新技术，碳成为计算机中硅的主要替代品,
research_description_ultralightHighstrengthMaterials,比钢、铝、钛和较旧的复合材料更轻、更坚固的材料推动了太空技术的革命,
research_description_hightemperatureConstructionMaterials,耐温度明显高于太阳表面的耐热材料对于创建推进系统非常有用,
research_description_recombinationEngine,重组引擎-利用原子团重组成分子的能量,
research_description_thermonuclearEnergy,热核能从理论发展到反应堆经历了漫长的时期,
research_description_safeNuclearEnergy,核电已有近 100 年历史，但在太空中使用还不够安全,
research_description_nuclearPowerPlant,利用积累的知识建造紧凑型核反应堆并不难,
research_description_nuclearEngine,发动机通过加热工作流体核内反应来工作,
research_description_compactThermonuclearEnergy,巨大尺寸的装置阻碍了在太空中使用热核能。新材料的出现减少了它们的使用率,
research_description_thermonuclearEngine,热核发动机的工作原理是用等离子体加热工作流体，其中发生热核聚变过程,
