Key,SourceString,Comment
event_devices,l'Efficacité de l'équipement scientifique est réduite,
event_computing,Efficacité de calcul réduite,
,,
,,state
state,Alerte,
state_colony,État,
state_loyalty,"Si les colons sont mécontents, peut-être pas assez de salle de repos. À 0% , l'activité de la station s'arrête avant l'arrivée du nouveau personnel",
state_energy,pas assez d'énergie pour couvrir <b>les besoins actuels</> de la colonie. Construire plus de générateurs,
state_battery,"charge Actuelle de la batterie: <b>{charge}%</>
Sécurité <b > de l'indemnité journalière</> (cycle jour + nuit) des besoins de colonie: <b>{percent}</ > 
Construisez plus de batteries, de stations de production ou coupez l'électricité là où elle n'est pas nécessaire maintenant",
state_storage,"Si l'entrepôt est plein, la production s'arrête (ne s'applique pas aux liquides et aux gaz). Besoin de plus de rayonnages pour le stockage",
state_tank,"Si les réservoirs sont pleins, la production de liquides et de gaz s'arrête.",
state_unreachable,Impossible d'accéder à l'objet. Changez de place pour libérer la route. Il faut peut-être construire des passerelles.,
state_sit,les Astronautes n'ont nulle part où s'asseoir. Mettez des canapés dans les couloirs et des fauteuils dans les salons,
state_sleep,les Astronautes n'ont nulle part où dormir. Installez plus de lits dans les espaces de vie et fixez-les aux astronautes,
state_eat,"réserve de nourriture sur <b>{period}</> 
Faim< b>{hungry} < /> colons 
Produisez plus de nourriture, définissez plus de sièges dans le café.",
state_light,"trop sombre. Les astronautes voient mal. Faites plus de fenêtres, générez plus d'énergie et allumez les lumières éteintes dans les pièces",
state_cure,les Astronautes sont malades ou blessés. Besoin de places dans les hôpitaux et les médecins,
state_recover,les Robots sont cassés. Besoin d'espace pour réparer les robots dans les ateliers et les ingénieurs,
state_oxygen,"réserve d'oxygène pour <b>{period}</ >  
Utilisation de la régénération <B > {regeneration}</>
La famine d'oxygène chez les colons <b>{gasp}</> 
En cas de manque d'oxygène dans l'entrepôt, l'air commence à être saturé de dioxyde de carbone. Installez des générateurs d'oxygène ou augmentez l'approvisionnement en oxygène de l'entrepôt",
state_radiation,Augmentation des niveaux de rayonnement due à une éruption solaire,
state_meteors,les pluies de Météorites entraînent une dépressurisation temporaire des locaux et des réservoirs de liquides et de gaz,
state_scientists, pas assez de chercheurs. Construire plus de laboratoires et y placer des chercheurs,
state_devices,"il N'y a pas assez d'équipement scientifique. Construisez plus de laboratoires et d'équipements scientifiques en eux. Après la mise sous tension, le matériel a besoin de temps pour atteindre sa pleine capacité. Les éclairs au soleil diminuent à court terme.",
state_computing,"puissance de calcul Insuffisante. Construisez plus de serveurs et de serveurs en eux. Après la mise sous tension, le matériel a besoin de temps pour atteindre sa pleine capacité. Les éclairs au soleil diminuent à court terme.",
,,
,,planets
planets,Planètes,
sun,le Soleil,
mercury,Mercury,
venus,Vénus,
earth,Terre,
moon,Lune,
mars,Mars,
jupiter,Jupiter,
io,IO,
europa,Europe,
ganymede,Ganymède,
callisto,Callisto,
saturn,Saturn,
enceladus,enceladus,
titan,Titan,
uranus,Uranus,
neptune,Neptune,
triton,Triton,
,,
,,months
months,janvier/février/mars/avril/mai/juin/juillet/août/septembre/octobre/novembre/décembre,
,,
,,view
view,View,
view_solarSystem,système Solaire,
view_rotation,Rotation des sections,
view_scale,Échelle,
view_planets,Planètes:,
view_orbites,Orbites:,
view_stations,Stations:,
view_upscale,Zoom,
view_gradation,Graduation,
view_defaults,Source,
view_real,Réel,
,,
,,planet
planet_characteristics,Caractéristiques,
planet_temperature,Température,
planet_gravity,gravité,
planet_atmosphere,Atmosphère,
planet_radiation,Rayonnement,
planet_luminity,Éclairement,
planet_seismic,activité Sismique,
planet_minerals,minéraux,
planet_launchStation,Mettre la station en orbite {cost},
planet_establishColony,Fonder une colonie,
,,
,,fly
fly,Vol,
fly_destination,Destination,
fly_select,Sélectionner,
fly_departure,Départ:,
fly_duration,En route:,
fly_arrive,Arrivée:,
fly_fuel,Consommation de carburant:,
,,
,,player
player_done,Terminé,
player_current,en Cours,
player_tasks,Tâches,
player_saving,Enregistrer,
player_save,Enregistrer,
,,
,,wheel
whell,Ajouter une section rotative,
whell_sectors,Secteurs,
whell_radius,Rayon,
whell_sector_width,Largeur du secteur,
,,
,,panel
panel_focus,Afficher,
panel_zoom,Aller / Agrandir,
panel_edit,Renommer,
panel_close,Supprimer le panneau,
panel_expand,Afficher le panneau,
,,
,,clock
clock,Horloge,
,,
,,production
production_name,Nom,
production_priority,Priorité,
production_needs,Requis:,
,,
,,elements
helium3,Helium-3,
water,Eau,
metal,Métal,
regolith,Sol,
rareearth,métaux Rares,
liquid_fuel,carburant Liquide,
optics,Optics,
components,Détails,
electronics,électronique,
decor_plants,plantes Ornementales,
vegetables,Légumes,
food,Nourriture,
oxygen,Oxygène,
co2,dioxyde de Carbone,
nuclear_fuel,combustible Nucléaire,
antimatter,Antimatière,
,,
,,time format
format_time_period_days,{days} jours,
format_time_period_hours,{hours} heures,
format_time_period_minutes,{minutes} minutes,
,,
,,cargo
cargo_buy,Commander ({price}),
cargo_sell,Vendre (+{price}),
cargo_trash,Jeter,
cargo_post,Transférer,
cargo_cation,Entrepôt,
,,
,,trash_furniture
trash_furniture_caption,Analyse d'objet,
trash_furniture_text,le Démantèlement d'un objet retournera toutes les ressources dépensées. Êtes-vous sûr de vouloir démonter l'objet?,
,,
,,outdoor
outdoor_OutdoorSolarPanel,le panneau Solaire génère de l'électricité le jour,
outdoor_StreetLight,éclairage Extérieur,
outdoor_Antenna,Augmente l'efficacité de la recherche scientifique,
outdoor_PowerBank,"la Batterie accumule l'électricité excédentaire dans la colonie et la donne lorsque la consommation dépasse sa production, par exemple la nuit",
outdoor_OutdoorTank,Stockage de gaz et de liquides,
outdoor_Drill,exploitation minière,
outdoor_Pump,Extraction de fossiles liquides et gazeux,
outdoor_Landing,l'aire d'Atterrissage des navettes ne peut être située que sur un terrain plat sans pente,
,,
,,furniture
,,apartment
@apartment_bed,Les colons dormiront beaucoup mieux dans le lit que sur le canapé,
@apartment_shelf,"dans les placards, les colons gardent leurs effets personnels",
@apartment_table,Bureau,
@apartment_closet,salle de Bain,
furniture_apartment01,@apartment_bed,
furniture_apartment02,@apartment_bed,
furniture_apartment03,@apartment_bed,
furniture_apartment04,@apartment_bed,
furniture_apartment05,@apartment_bed,
furniture_apartment06,@apartment_shelf,
furniture_apartment07,@apartment_shelf,
furniture_apartment08,@apartment_shelf,
furniture_apartment09,@apartment_shelf,
furniture_apartment10,@apartment_table,
furniture_apartment11,@apartment_table,
furniture_apartment12,@apartment_closet,
furniture_apartment13,@apartment_closet,
furniture_apartment14,@apartment_closet,
furniture_apartment15,@apartment_table,
furniture_apartment16,@apartment_table,
furniture_apartment17,@apartment_shelf,
furniture_apartment18,@apartment_shelf,
,,
,,astro_mine
furniture_astro_mine01,l'Extraction minière à partir d'astéroïdes n'est possible qu'après l'amarrage à un astéroïde,
,,
,,cafe
@cafe_table,Manger à la table est plus pratique qu'une collation sur le pouce,
@cafe_kitchen,la Cuisine permet de cuisiner dans la colonie,
@cafe_plant,"les Plantes du café non seulement créent du confort, mais produisent également de l'oxygène",
furniture_cafe01,Réfrigérateur,
furniture_cafe02,@cafe_kitchen,
furniture_cafe03,@cafe_table,
furniture_cafe04,@cafe_table,
furniture_cafe05,@cafe_table,
furniture_cafe06,@cafe_table,
furniture_cafe07,@cafe_table,
furniture_cafe08,@cafe_table,
furniture_cafe09,@cafe_table,
furniture_cafe10,@cafe_table,
furniture_cafe11,@cafe_table,
furniture_cafe12,@cafe_kitchen,
furniture_cafe13,@cafe_kitchen,
furniture_cafe14,@cafe_kitchen,
furniture_cafe15,@cafe_kitchen,
furniture_cafe16,@cafe_kitchen,
furniture_cafe17,@cafe_kitchen,
furniture_cafe18,@cafe_kitchen,
furniture_cafe19,@cafe_kitchen,
furniture_cafe20,@cafe_plant,
furniture_cafe21,@cafe_plant,
furniture_cafe22,@cafe_plant,
furniture_cafe23,@cafe_plant,
furniture_cafe24,@cafe_plant,
furniture_cafe25,@cafe_plant,
,,
,,farm
@farm_decor_plant,Cultiver des plantes ornementales,
@farm_banana,Bananier,
furniture_farm01,@farm_decor_plant,
furniture_farm02,Pommier,
furniture_farm03,@farm_banana,
furniture_farm04,cerise,
furniture_farm05,Salade,
furniture_farm06,Betterave,
furniture_farm07,Myrtille,
furniture_farm08,chou-Fleur,
furniture_farm09,Fraise,
furniture_farm10,Concombres,
furniture_farm11,Arc,
furniture_farm12,Ail,
furniture_farm13,Riz,
furniture_farm14,poivrons Doux,
furniture_farm15,piment,
furniture_farm16,pommes de Terre,
furniture_farm17,Tomate,
furniture_farm18,Tomate,
furniture_farm19,Framboise,
furniture_farm20,Blé,
furniture_farm21,BlackBerry,
furniture_farm22,Framboise,
furniture_farm23,@farm_banana,
furniture_farm24,@farm_banana,
furniture_farm25,@farm_banana,
furniture_farm26,@farm_banana,
furniture_farm27,@farm_banana,
furniture_farm28,@farm_banana,
,,
,,hallway
@hallway_sofa,"Canapé, les colons inoccupés peuvent s'asseoir et dormir dessus (s'il n'y a pas de lits)",
@hallway_vending,un Distributeur automatique de nourriture et de boissons est un moyen rapide de satisfaire la faim et la soif,
@hallway_plant,les Verts dans les couloirs réduisent le stress,
@hallway_statue,Statue,
furniture_hallway01,@hallway_plant,
furniture_hallway02,@hallway_plant,
furniture_hallway03,@hallway_sofa,
furniture_hallway04,@hallway_vending,
furniture_hallway05,@hallway_vending,
furniture_hallway06,@hallway_vending,
furniture_hallway07,@hallway_vending,
furniture_hallway08,@hallway_vending,
furniture_hallway09,@hallway_vending,
furniture_hallway010,Élimination des déchets,
furniture_hallway11,@hallway_plant,
furniture_hallway12,@hallway_plant,
furniture_hallway13,@hallway_plant,
furniture_hallway14,@hallway_sofa,
furniture_hallway15,@hallway_sofa,
furniture_hallway16,@hallway_sofa,
furniture_hallway17,@hallway_sofa,
furniture_hallway18,@hallway_sofa,
furniture_hallway19,piscine Décorative,
furniture_hallway20,@hallway_statue,
furniture_hallway21,@hallway_statue,
furniture_hallway22,@hallway_statue,
furniture_hallway23,@hallway_statue,
,,
,,hospital
@hospital_device,l'équipement Médical accélère le traitement des colons,
@hospital_shelf,Armoire à médicaments,
furniture_hospital01,"sur la table chirurgicale, les médecins traitent les colons blessés",
furniture_hospital02,@hospital_device,
furniture_hospital03,@hospital_shelf,
furniture_hospital04,@hospital_shelf,
furniture_hospital05,les Rideaux délimitent la pièce et augmentent le confort des patients,
furniture_hospital06,@hospital_device,
furniture_hospital07,"dans les lits d'hôpital, les patients sont hospitalisés",
,,
,,laboratory
@laboratory_device,l'équipement Scientifique augmente l'efficacité de la recherche en colonie,
furniture_laboratory01,@laboratory_device,
furniture_laboratory02,@laboratory_device,
furniture_laboratory03,@laboratory_device,
furniture_laboratory04,@laboratory_device,
furniture_laboratory05,@laboratory_device,
furniture_laboratory06,@laboratory_device,
furniture_laboratory07,@laboratory_device,
furniture_laboratory08,@laboratory_device,
furniture_laboratory09,@laboratory_device,
furniture_laboratory10,@laboratory_device,
furniture_laboratory11,@laboratory_device,
furniture_laboratory12,@laboratory_device,
furniture_laboratory13,@laboratory_device,
furniture_laboratory14,@laboratory_device,
furniture_laboratory15,@laboratory_device,
furniture_laboratory16,@laboratory_device,
furniture_laboratory17,@laboratory_device,
furniture_laboratory18,@laboratory_device,
furniture_laboratory19,@laboratory_device,
furniture_laboratory20,@laboratory_device,
furniture_laboratory21,@laboratory_device,
furniture_laboratory22,@laboratory_device,
furniture_laboratory23,@laboratory_device,
furniture_laboratory24,@laboratory_device,
furniture_laboratory25,@laboratory_device,
furniture_laboratory26,@laboratory_device,
furniture_laboratory27,@laboratory_device,
furniture_laboratory28,@laboratory_device,
,,
,,power_plant
furniture_power01,Aire de jeux pour robots,
furniture_power02,le Générateur produit de l'électricité à partir de combustibles liquides,
furniture_power03,un réacteur Nucléaire produit de l'électricité à partir de combustible nucléaire,
furniture_power04,un réacteur de Fusion produit de l'électricité à partir d'Hélium-3,
furniture_power05,Réacteur produisant de l'électricité en annihilant l'antimatière,
,,
,,recreation
@recreation_couch,une Chaise dans la salle de repos permet aux colons de mieux se reposer qu'un banc ou un canapé dans le couloir,
@recreation_plant,les plantes Vertes favorisent le repos,
@recreation_table,la table Basse favorise le repos,
@recreation_aquarium,l'Aquarium favorise les loisirs,
furniture_recreation01,@recreation_couch,
furniture_recreation02,@recreation_plant,
furniture_recreation03,@recreation_plant,
furniture_recreation04,@recreation_plant,
furniture_recreation05,un Terrain de réalité virtuelle améliore l'humeur des colons et les maintient en bonne forme physique,
furniture_recreation06,@recreation_couch,
furniture_recreation07,@recreation_couch,
furniture_recreation08,@recreation_plant,
furniture_recreation09,@recreation_plant,
furniture_recreation10,@recreation_plant,
furniture_recreation11,@recreation_aquarium,
furniture_recreation12,@recreation_aquarium,
furniture_recreation13,@recreation_table,
furniture_recreation14,@recreation_table,
furniture_recreation15,@recreation_table,
furniture_recreation16,@recreation_table,
furniture_recreation17,@recreation_table,
,,
,,servers
@server,le Serveur augmente la puissance de calcul de la colonie,
furniture_server01,@server,
furniture_server02,@server,
furniture_server03,@server,
furniture_server04,@server,
furniture_server05,@server,
furniture_server06,@server,
furniture_server07,@server,
furniture_server08,@server,
furniture_server09,@server,
furniture_server10,@server,
,,
,,storage
@storage,"toutes les fournitures de la colonie sont stockées sur les étagères et dans les tiroirs. Plus ils sont nombreux, plus vous pouvez stocker de fournitures",
furniture_storage01,@storage,
furniture_storage02,@storage,
furniture_storage03,@storage,
furniture_storage04,@storage,
furniture_storage05,@storage,
furniture_storage06,@storage,
furniture_storage07,@storage,
furniture_storage08,@storage,
furniture_storage09,@storage,
furniture_storage10,@storage,
furniture_storage11,@storage,
furniture_storage12,@storage,
furniture_storage13,@storage,
furniture_storage14,@storage,
furniture_storage15,@storage,
furniture_storage16,@storage,
furniture_storage17,@storage,
furniture_storage18,@storage,
furniture_storage19,@storage,
furniture_storage20,@storage,
furniture_storage21,@storage,
furniture_storage22,@storage,
furniture_storage23,@storage,
furniture_storage24,@storage,
furniture_storage25,@storage,
furniture_storage26,@storage,
furniture_storage27,@storage,
furniture_storage28,@storage,
furniture_storage29,@storage,
furniture_storage30,@storage,
furniture_storage31,@storage,
furniture_storage32,@storage,
furniture_storage33,@storage,
furniture_storage34,@storage,
furniture_storage35,@storage,
furniture_storage36,@storage,
,,
,,workshop
furniture_workshop01,l'optique est fabriquée Dans le four,
furniture_workshop02,la chaîne de Montage permet de produire les différentes pièces nécessaires à la construction des instruments dans la colonie,
furniture_workshop03,le Séparateur vous permet de sélectionner certains éléments d'autres,
furniture_workshop04,Permet la régénération de l'oxygène du dioxyde de carbone pour deux personnes,
furniture_workshop05,Table de réparation de robots,
furniture_workshop06,machines Lithographiques pour la fabrication d'électronique,
,,
,,no_money
no_money_text,"Vous avez besoin de plus:
{money}",
no_money_caption,Pas assez d'argent,
,,
,,character_states
character_states_console&workshop,travaille en usine,
character_states_console&fixing,répare le robot,
character_states_console&hospital,traite le patient,
character_states_farm,prend soin des plantes,
character_states_sit&console,fonctionne derrière la console,
character_states_charge,en cours de chargement,
character_states_lay&recover,en cours de maintenance,
character_states_vr,s'amuser,
character_states_lay&sleep,dort,
character_states_sit&eat,mange,
character_states_eat,grignoter,
character_states_lay&cure,guéri,
character_states_cafe,prépare,
character_states_console&mine,extraction de fossiles,
character_states_sit,assis,
character_states_sit&relax,se repose,
character_states_none,pas occupé,
character_states_move_to_console&workshop,va à l'usine,
character_states_move_to_console&fixing,va réparer le robot,
character_states_move_to_console&hospital,va guérir,
character_states_move_to_farm,va à la ferme,
character_states_move_to_sit&console,va Explorer,
character_states_move_to_charge,en cours de chargement,
character_states_move_to_lay&recover,en cours de réparation,
character_states_move_to_vr,va s'amuser,
character_states_move_to_lay&sleep,va dormir,
character_states_move_to_sit&eat,va manger,
character_states_move_to_eat,va manger,
character_states_move_to_lay&cure,en cours de traitement,
character_states_move_to_cafe,va cuisiner,
character_states_move_to_console&mine,va chercher des fossiles,
character_states_move_to_sit,va s'asseoir,
character_states_move_to_sit&relax,va se reposer,
,,
,,build_tooltip
build_tooltip_remove,Démonter le bloc,
build_tooltip_error,erreur de construction,
build_tooltip_noCargoBuildError, pas assez de matériel,
build_tooltip_undergroundBuildError,seuls les supports et les escaliers peuvent être construits Dans le sol,
build_tooltip_landingBuildError,Trop près de l'atterrissage,
build_tooltip_noFoundationError,Impossible de construire un bloc sans support,
build_tooltip_busyBuildError,un bloc est déjà construit ici,
build_tooltip_axisBuildError,"seuls les blocs d'axe, les sections fixes ou rotatives peuvent être construits sur l'axe de la station",
build_tooltip_bottomSectionBuildError,la Construction de ce côté de la section n'est pas possible,
build_tooltip_noCageBuildError,aucune pièce,
build_tooltip_pillarOnWhellBuildError,impossible de construire dans une section rotative,
build_tooltip_rayIntersectBuildError,Impossible de fermer la passerelle ou le moteur,
build_tooltip_noDoorBuildError,ne peut être placé que du côté de la porte extérieure de la passerelle,
build_tooltip_engineLevelBuildError,les moteurs de Traction peuvent être installés tout en bas de la station,
build_tooltip_doorPresentBuildError,Impossible d'installer près de la porte,
build_tooltip_engineOnRouteBuildError,Impossible de reconstruire les moteurs en vol,
build_tooltip_insideDoorBuildError,vous devez d'abord démonter la porte,
build_tooltip_needGravityBuildError,ne peut être installé que dans une section rotative,
build_tooltip_buldAboveStairError,l'Escalier repose sur le sol,
build_tooltip_noStairUpCageBuildError,l'Escalier repose contre le plafond,
build_tooltip_noCageWithStairBuildError,impossible De construire un escalier dans cette cage,
build_tooltip_upCageWithFurnitureBuildError,"dans la pièce ci-dessus, vous devez nettoyer les meubles avant la construction",
build_tooltip_cantPlaceDoorBuildError,vous ne pouvez pas définir la porte ici,
build_tooltip_cantDoorWithFurnitureBuildError,"avant d'installer une porte, vous devez libérer la pièce",
build_tooltip_cantWriteWithEraser,vous devez sélectionner un bloc à supprimer,
build_tooltip_cantBuildStairError,vous ne pouvez pas installer d'escalier ici,
build_tooltip_cantBuildDoorError,la Porte ne peut être installée qu'à l'intérieur,
build_tooltip_needGate,seules les grandes portes Peuvent être installées ici,
,,
build_tooltip_noCageEraseError,vous devez sélectionner un bloc à supprimer,
build_tooltip_notEmptyEraseError,"avant de supprimer un bloc, vous devez libérer cet espace",
build_tooltip_bottomStairEraseError,Impossible de supprimer un bloc au-dessus de l'escalier,
build_tooltip_axisEraseError,impossible de supprimer une section ou un axe de station,
build_tooltip_doorEraseError,cette porte ne peut pas être supprimée,
build_tooltip_removeFurnitureDoorEraseError,"avant de retirer la porte, vous devez libérer les locaux",
build_tooltip_nodeEraseError,"vous ne pouvez supprimer que la Dernière section construite, sans cellules attachées",
build_tooltip_notEmptyWhellEraseError,"avant de supprimer une section rotative, vous devez supprimer toutes les cellules qui y sont attachées",
build_tooltip_notLastWhellEraseError,vous devez d'abord supprimer toutes les cellules construites sur l'axe après cette section rotative,
build_tooltip_noSupportAfterDelete,vous Ne pouvez pas diviser une station en plusieurs parties,
build_tooltip_whellNodeEraseError,Impossible de supprimer l'un des segments d'une section rotative,
build_tooltip_cantEraseStairError,il n'y a pas d'escalier à supprimer,
build_tooltip_cantEraseDoorError,il n'y A pas de porte à démonter,
build_tooltip_eraseMakeDoorWithoutGate,vous Ne pouvez pas supprimer une cellule si la porte intérieure devient une porte extérieure,
,,
,,route
route_none,Non,
route_select_target,Cliquez sur la planète de destination,
route_total_time,"{days} jours, {hours} heures, {mins} minutes",
route_fail_caption,impossible d'acheminer,
route_fail_with_shuttles,Attendez que toutes les navettes arrivent et partent,
route_fail_no_base,Attendez que la gare arrive à destination,
route_asteroid,Astéroïde,
route_withoutHumans,il faut un équipage pour voler,
,,
,,secondment
secondment_failWithRoute,"avant de commander l'équipage, vous devez annuler l'itinéraire de vol prévu",
secondment_failCaption, impossible de transférer l'équipage,
,,
,,cant_post
cant_post_caption,Impossible de transférer le chargement,
cant_post_withoutHumans,il n'y a pas de personnel à la station d'accueil,
,,
,,research
research_geneticEngineering,génie Génétique,
research_plantsAdaptedToLowGravity,Plantes à faible gravité,
research_biorepository,Biorepository,
research_fabricEngineering,Ingénierie Tissulaire,
research_syntheticMeat,viande Synthétique,
research_individualGenomeSequencing,séquençage Individuel du génome,
research_increaseInLifeExpectancy,Augmenter la durée de vie,
research_geneTherapy,thérapie Génique,
research_nanotechnology,Nanotechnologie,
research_nanobots,Nanobots,
research_nanosensors,Nanodapteurs,
research_dnaChip,puce ADN,
research_nanotechnologyClothing,vêtements Nanotechnologiques,
research_cancerTreatment,Traitement du cancer,
research_stoppingAging,Arrêter le vieillissement,
research_superconductorsThatDoNotRequireCooling,Supraconducteurs ne nécessitant pas de refroidissement,
research_materialsWithUniqueMagneticProperties,Matériaux ayant des propriétés magnétiques uniques,
research_compositeNanomaterials,nanomatériaux Composites,
research_largesizeCarbonNanoconstructions,nanoconstructions de Carbone de grande taille,
research_carbonComputers,Ordinateurs Carbone,
research_ultralightHighstrengthMaterials,matériaux ultra-Légers à haute résistance,
research_hightemperatureConstructionMaterials,matériaux de construction à haute Température,
research_recombinationEngine,moteur de Recombinaison,
research_thermonuclearEnergy,énergie Thermonucléaire,
research_safeNuclearEnergy,énergie nucléaire Sûre,
research_nuclearPowerPlant,centrale Nucléaire,
research_nuclearEngine,moteur Nucléaire,
research_compactThermonuclearEnergy,énergie thermonucléaire Compacte,
