Key,SourceString,Comment
state_unreachable,オブジェクトにスタッフがたどり着けません。オブジェクトの配置を変更し、スタッフが進めるよう道を開けてください。解決しない場合、エアロックがあるか確認してください。,"shobel:原文が長いため記入はしませんが、「道を作るためにセグメントを入れ替えてください」の箇所はロシア語を訳したところ「宇宙飛行士の進路を妨げるオブジェクトを再配置して、道を切り開きます。」になっていました。英語も「宇宙飛行士の進路を妨げる」の部分は追加になっていたため原文が変更された可能性があります。
tacostea: 情報ありがとうございます。一部訂正しました。「そのオブジェクト」は文脈に合わせて変更する必要があるかもしれません。"
state_sit,スタッフが座る場所が不足しています。廊下にソファを設置するか、休憩室にアームチェアを設置してください。,"tacostea:休憩室➔ラウンジはどうでしょうか(いずれにしろloungeはここにしか出てきませんが)
shobel:良いと思います。ただ１点気になる点がありまして、日本語の「娯楽室」「休憩室」をそれぞれロシア語に変換したところ両方とも「комнатах отдыха」になりました。これは原文であるロシア語の文章内の単語と一致するため本来は「娯楽室」の可能性が高いと思われます。英語が「lounge」という訳になった理由は「комнатах отдыха」が英語だと「rest room」という「lounge」という少し似た意味が含まれる単語の影響と思います。ちなみ英語をロシア語に訳した場合「комнатах отдыха」になるのは「rest room」のほうでした。
tacostea:なるほど、その部分の原文までは確認していませんでした。ありがとうございます。その場合「娯楽室」が適切なように思えますので、「休憩室」から訂正しました。"
state_sleep,スタッフが寝る場所が不足しています。居室にベッドを増設し、スタッフを割り当ててください。,
state_eat,"<b>{period}</>分の食料在庫
空腹なスタッフ：<b>{hungry}</>
もっと食料を生産し、カフェに食事スペースを増設してください。",
state_light,暗すぎてスタッフの視界が悪くなっています。停電でない場合は、スタッフがいる部屋の電源を入れてください。,
state_cure,病気またはケガをしたスタッフがいます。医務室に医師を割り当てた上で手術台やベッドを設置してください。,
state_recover,故障したロボットがいます。工業区画にエンジニアを割り当てた上でロボット修理台を設置してください。,
state_oxygen,"<b>{period}</>分の酸素供給
再生を使用：<b>{regeneration}</>
<b>{gasp}</>人のスタッフが酸欠状態です。
酸素の在庫が不足すると、空気は二酸化炭素で飽和状態になります。酸素発生装置を設置するか、倉庫内の酸素供給量を増やしてください。",
state_radiation,活発な太陽フレアにより放射線レベルが上昇しました。,
state_meteors,流星群により室内が一時的に減圧され、液体・ガスの入ったタンクが破裂することがあります。,
state_scientists,研究者が不足しています。研究室を増設し、研究者を配置してください。,
state_devices,科学機器が不足しています。研究室とその中の科学機器をもっと増やしてください。機器の電源を入れてから性能を完全に発揮するまでには時間がかかります。太陽フレアが発生すると性能は一時的に低下します。,
state_computing,計算能力が不足しています。サーバールームとサーバーを増設してください。機器をアップグレードしてから性能を完全に発揮するまでには時間がかかります。太陽フレアが発生すると性能は一時的に低下します。,
,,
,,planets
planets,惑星,
sun,太陽,
mercury,水星,
venus,金星,
earth,地球,
moon,月,
mars,火星,
jupiter,木星,
io,イオ,
europa,エウロパ,
ganymede,ガニメデ,
callisto,カリスト,
saturn,土星,
enceladus,エンケラドゥス,
titan,タイタン,
uranus,天王星,
neptune,海王星,
triton,トリトン,
,,
,,months
months,1月/2月/3月/4月/5月/6月/7月/8月/9月/10月/11月/12月,
,,
,,view
view,ビュー,
view_solarSystem,太陽系,
view_rotation,セクションの回転,
view_scale,スケール,
view_planets,惑星：,
view_orbites,衛星：,
view_stations,ステーション：,
view_upscale,ズーム,
view_gradation,間隔,tacostea:gradation/градацияを「間隔」としました
view_defaults,デフォルト,
view_real,リアル,
,,
,,planet
planet_characteristics,特徴,
planet_temperature,温度,
planet_gravity,重力,
planet_atmosphere,大気,
planet_radiation,放射線,
planet_luminity,明るさ,
planet_seismic,地震活動,
planet_minerals,鉱物,
planet_launchStation,ステーションを軌道に投入する,"tacostea:""{cost}でステーションを軌道に投入する""はどうでしょうか
shobel:良いと思います。ただ現在ゲーム内で{cost}がそのまま表示されてしまっているので、このバグが直った後に変更したほうが良いと思いますがどうでしょうか。
tacostea: 確かにそのほうが安全ですね。良いと思います。"
planet_establishColony,コロニーを設立する,
,,
,,fly
fly,飛行,
fly_destination,目的地：,
fly_select,選択,
fly_departure,出発：,
fly_duration,途中：,
fly_arrive,到着：,
fly_fuel,燃料消費量：,
,,
,,player
player_done,完成,
player_current,現在,
player_tasks,タスク,
player_saving,セーブ中…,
player_save,セーブ,
,,
,,whell
whell,回転セクションを加えて下さい,
whell_sectors,セクタ数,
whell_radius,半径,
whell_sector_width,セクタ幅,
,,
,,panel
panel_focus,表示,
panel_zoom,行く/増やす,
panel_edit,名前の変更,
panel_close,パネルを隠す,
panel_expand,パネルを表示する,
,,
,,clock
clock,時刻,
,,
,,production
production_name,名前,
production_priority,優先度,
production_needs,必須：,
,,
,,elements
helium3,ヘリウム3,
water,水,
metal,金属,
regolith,土,
rareearth,レアアース,
liquid_fuel,液体燃料,
optics,光学ガラス,
components,コンポーネント,"shobel:Детали/Componentsは「部品」と和訳できるのですがどうでしょうか。ロシア語の訳は「詳細」になるのですが、他の単語と組み合わせると部品のような意味合いがあるようです。
tacostea: 原語はパーツの意味もあるようですね。ひとまず「部品」として反映しました。"
electronics,電子部品,
decor_plants,観葉植物,
vegetables,野菜,
food,食糧,
oxygen,酸素,
co2,二酸化炭素,
nuclear_fuel,核燃料,
antimatter,反物質,
,,
,,time format
format_time_period_days,{days}日,
format_time_period_hours,{hours}時間,
format_time_period_minutes,{minutes}分,
,,
,,cargo
cargo_buy,注文({price}),
cargo_sell,売り(+{price}),
cargo_trash,廃棄,
cargo_post,発送,"shobel:Переслать/sendは「送る」とも和訳できますがどうでしょうか。個人的にはゲーム内だと物資送る際に押すボタン内の文章なので直観的に分かりやすくのではないかと思いました。「転送」でも意味的に問題はないと思うのでお任せします。
tacostea: 「送る」で良いと思います。反映しました。"
cargo_cation,倉庫,
,,
,,trash_furniture
trash_furniture_caption,設備の解体,
trash_furniture_text,オブジェクトを解体すると、それに費やされたすべてのリソースが返されます。あなたは本当にオブジェクトを分解したいですか？,
,,
,,outdoor
outdoor_OutdoorSolarPanel,"太陽電池パネルは日中電気を発生させます""",
outdoor_StreetLight,外灯です。,
outdoor_Antenna,アンテナは、科学研究の効率を向上させます。,
outdoor_PowerBank,バッテリーは、コロニーの余剰電力を蓄電し、夜間などの需要が供給を上回る時に放電します。,
outdoor_OutdoorTank,液体とガスを貯蔵します。,
outdoor_Drill,固体鉱物の抽出,
outdoor_Pump,液体および気体鉱物の抽出,
outdoor_Landing,シャトルが着陸するためのエリアです。着陸パッドは傾斜のない水平な地面にのみ設置できます。,"shobel:現在の文でも日本語として何も問題はないですが、珍しい言い回しなので、ロシア語訳「シャトルの着陸エリアは、傾斜のない平らなエリアにのみ配置できます」、英語訳「シャトルの着陸エリアは、傾斜のない平らなエリアにのみ配置できます」のどちらかのほうが良いような気もします。
tacostea: 一部取り込んで訂正しました。「着陸パッド」は変更の余地があると思います。(Astroneerでは「シャトル発着場」となっているようです。)"
,,
,,furniture
,,apartment
@apartment_bed,ベッド。ソファよりも寝心地が良いです。,
@apartment_shelf,クローゼット。私物を保管できます。,
@apartment_table,デスク,
@apartment_closet,バスルーム,
furniture_apartment01,@apartment_bed,
furniture_apartment02,@apartment_bed,
furniture_apartment03,@apartment_bed,
furniture_apartment04,@apartment_bed,
furniture_apartment05,@apartment_bed,
furniture_apartment06,@apartment_shelf,
furniture_apartment07,@apartment_shelf,
furniture_apartment08,@apartment_shelf,
furniture_apartment09,@apartment_shelf,
furniture_apartment10,@apartment_table,
furniture_apartment11,@apartment_table,
furniture_apartment12,@apartment_closet,
furniture_apartment13,@apartment_closet,
furniture_apartment14,@apartment_closet,
furniture_apartment15,@apartment_table,
furniture_apartment16,@apartment_table,
furniture_apartment17,@apartment_shelf,
furniture_apartment18,@apartment_shelf,
,,
,,astro_mine
furniture_astro_mine01,小惑星用採掘機です。小惑星にドッキングしている間のみ、利用可能です。,
,,
,,cafe
@cafe_table,テーブルです。これがなければ、スタッフはカフェで食事をしません。,
@cafe_kitchen,キッチンコンロ。調理することができます。,
@cafe_plant,観葉植物。快適さだけでなく、酸素ももたらしてくれます。,
furniture_cafe01,冷蔵庫,
furniture_cafe02,@cafe_kitchen,
furniture_cafe03,@cafe_table,
furniture_cafe04,@cafe_table,
furniture_cafe05,@cafe_table,
furniture_cafe06,@cafe_table,
furniture_cafe07,@cafe_table,
furniture_cafe08,@cafe_table,
furniture_cafe09,@cafe_table,
furniture_cafe10,@cafe_table,
furniture_cafe11,@cafe_table,
furniture_cafe12,@cafe_kitchen,
furniture_cafe13,@cafe_kitchen,
furniture_cafe14,@cafe_kitchen,
furniture_cafe15,@cafe_kitchen,
furniture_cafe16,@cafe_kitchen,
furniture_cafe17,@cafe_kitchen,
furniture_cafe18,@cafe_kitchen,
furniture_cafe19,@cafe_kitchen,
furniture_cafe20,@cafe_plant,
furniture_cafe21,@cafe_plant,
furniture_cafe22,@cafe_plant,
furniture_cafe23,@cafe_plant,
furniture_cafe24,@cafe_plant,
furniture_cafe25,@cafe_plant,
,,
,,farm
@farm_decor_plant,観葉植物,
@farm_banana,バナナの木,
furniture_farm01,@farm_decor_plant,
furniture_farm02,リンゴの木,
furniture_farm03,@farm_banana,
furniture_farm04,さくらんぼ,
furniture_farm05,レタス,
furniture_farm06,ビート根,
furniture_farm07,ブルーベリー,
furniture_farm08,カリフラワー,
furniture_farm09,イチゴ,
furniture_farm10,きゅうり,
furniture_farm11,たまねぎ,
furniture_farm12,ニンニク,
furniture_farm13,米,
furniture_farm14,ピーマン,
furniture_farm15,唐辛子,
furniture_farm16,じゃがいも,
furniture_farm17,トマト,
furniture_farm18,トマト,
furniture_farm19,ラズベリー,
furniture_farm20,小麦,
furniture_farm21,ブラックベリー,
furniture_farm22,ラズベリー,
furniture_farm23,@farm_banana,
furniture_farm24,@farm_banana,
furniture_farm25,@farm_banana,
furniture_farm26,@farm_banana,
furniture_farm27,@farm_banana,
furniture_farm28,@farm_banana,
,,
,,hallway
@hallway_sofa,ソファ、空いている入植者はそれに座って寝ることができます（ベッドがない場合）,shobel;ロシア語を訳すと今と同じ文になりましたが、英語を訳すと「ソファ、空いている入植者が座ったり寝たりするために使用します（ベッドがない場合）。」になっていました。確かにゲーム上でソファを使用している際の入植者の挙動は英語のほうが正確に感じました。
@hallway_vending,食べ物や飲み物を備えた自動販売機は、飢えと渇きを癒すための簡単な方法です,
@hallway_plant,廊下の観葉植物です。ストレスを軽減します,
@hallway_statue,像,
furniture_hallway01,@hallway_plant,
furniture_hallway02,@hallway_plant,
furniture_hallway03,@hallway_sofa,
furniture_hallway04,@hallway_vending,
furniture_hallway05,@hallway_vending,
furniture_hallway06,@hallway_vending,
furniture_hallway07,@hallway_vending,
furniture_hallway08,@hallway_vending,
furniture_hallway09,@hallway_vending,
furniture_hallway010,ゴミ箱,
furniture_hallway11,@hallway_plant,
furniture_hallway12,@hallway_plant,
furniture_hallway13,@hallway_plant,
furniture_hallway14,@hallway_sofa,
furniture_hallway15,@hallway_sofa,
furniture_hallway16,@hallway_sofa,
furniture_hallway17,@hallway_sofa,
furniture_hallway18,@hallway_sofa,
furniture_hallway19,装飾的なプール,
furniture_hallway20,@hallway_statue,
furniture_hallway21,@hallway_statue,
furniture_hallway22,@hallway_statue,
furniture_hallway23,@hallway_statue,
,,
,,hospital
@hospital_device,医療機器は患者の治療を加速させます。,
@hospital_shelf,薬キャビネット,
furniture_hospital01,手術台では医師が負傷した患者を治療します。,tacostea:手術台に関するテキストなので先に「手術台」を持ってきました
furniture_hospital02,@hospital_device,
furniture_hospital03,@hospital_shelf,
furniture_hospital04,@hospital_shelf,
furniture_hospital05,カーテンは部屋を区切り、患者の快適さを高めます。,
furniture_hospital06,@hospital_device,
furniture_hospital07,医療用ベッドです。患者は医務室に入院し、治療を受けます。,
,,
,,laboratory
@laboratory_device,科学機器はコロニーでの研究の効率を高める,
furniture_laboratory01,@laboratory_device,
furniture_laboratory02,@laboratory_device,
furniture_laboratory03,@laboratory_device,
furniture_laboratory04,@laboratory_device,
furniture_laboratory05,@laboratory_device,
furniture_laboratory06,@laboratory_device,
furniture_laboratory07,@laboratory_device,
furniture_laboratory08,@laboratory_device,
furniture_laboratory09,@laboratory_device,
furniture_laboratory10,@laboratory_device,
furniture_laboratory11,@laboratory_device,
furniture_laboratory12,@laboratory_device,
furniture_laboratory13,@laboratory_device,
furniture_laboratory14,@laboratory_device,
furniture_laboratory15,@laboratory_device,
furniture_laboratory16,@laboratory_device,
furniture_laboratory17,@laboratory_device,
furniture_laboratory18,@laboratory_device,
furniture_laboratory19,@laboratory_device,
furniture_laboratory20,@laboratory_device,
furniture_laboratory21,@laboratory_device,
furniture_laboratory22,@laboratory_device,
furniture_laboratory23,@laboratory_device,
furniture_laboratory24,@laboratory_device,
furniture_laboratory25,@laboratory_device,
furniture_laboratory26,@laboratory_device,
furniture_laboratory27,@laboratory_device,
furniture_laboratory28,@laboratory_device,
,,
,,power_plant
furniture_power01,ロボットの充電スポット。,
furniture_power02,発電機。液体燃料を消費して発電します。,
furniture_power03,原子炉。核燃料を消費して発電します。,
furniture_power04,核融合炉。ヘリウム3を加工して得られる核融合燃料を消費して発電します。,
furniture_power05,対消滅炉。反物質を消費して発電します。,
,,
,,recreation
@recreation_couch,休憩室のリクライニングチェアは、通路の硬いベンチよりもリラックスできるでしょう。,shobel:レクリエーション部屋の部分はロシア語で「комнате отдыха」となっています。これは「娯楽室」と訳されるため、ゲーム内の機能的にもこちらの方が意味合いが通じると思われます。英語はロシア語から訳した際に少し文章をいじったようなのでどちらの言語を訳して採用するかはお任せします。
@recreation_plant,観葉植物です。リラクゼーションを促進します。,shoble:「緑の植物」の部分は英語で「Green plants」になっていますが、これは日本語訳で「観葉植物」に訳せるのですがどうでしょうか。
@recreation_table,コーヒーテーブルです。リラクゼーションを促進します。,shobel:原文のロシア語訳では「コーヒーテーブルはリラクゼーションの効果を高めます」になるのですが、こちらの方が自然だと思いましたがどうでしょうか。英語のほうも「弛緩」の部分は「リラクゼーション」に訳される単語になっていました。
@recreation_aquarium,アクアリウムです。リラクゼーションを促進します。,shobel:@recreation_tableと同じ理由で「水族館はリラクゼーションの効果を高めます」で良いと思うのですがどうでしょうか。ちなみに英語の「aquarium」は「水族館」とも訳せますが「水槽」とも訳すことができると思うので、ゲーム内のオブジェクトはどちらかというと水槽だったため「水槽」もしくはカタカナ英語で一般的に使われる「アクアリウム」でどうでしょうか。
furniture_recreation01,@recreation_couch,
furniture_recreation02,@recreation_plant,
furniture_recreation03,@recreation_plant,
furniture_recreation04,@recreation_plant,
furniture_recreation05,VR機器で仮想現実にダイブすることで、スタッフは楽しい気分になる上にフィットネスもできます。,
furniture_recreation06,@recreation_couch,
furniture_recreation07,@recreation_couch,
furniture_recreation08,@recreation_plant,
furniture_recreation09,@recreation_plant,
furniture_recreation10,@recreation_plant,
furniture_recreation11,@recreation_aquarium,
furniture_recreation12,@recreation_aquarium,
furniture_recreation13,@recreation_table,
furniture_recreation14,@recreation_table,
furniture_recreation15,@recreation_table,
furniture_recreation16,@recreation_table,
furniture_recreation17,@recreation_table,
,,
,,servers
@server,サーバーは、ステーションの計算力資源として扱われ、主に研究効率を向上させるために用いられます。,
furniture_server01,@server,
furniture_server02,@server,
furniture_server03,@server,
furniture_server04,@server,
furniture_server05,@server,
furniture_server06,@server,
furniture_server07,@server,
furniture_server08,@server,
furniture_server09,@server,
furniture_server10,@server,
,,
,,storage
@storage,ラック。タンクに入らないものはすべてラックに保管されます。設置すればするほど大量の物資を貯蔵できるようになります。,
furniture_storage01,@storage,
furniture_storage02,@storage,
furniture_storage03,@storage,
furniture_storage04,@storage,
furniture_storage05,@storage,
furniture_storage06,@storage,
furniture_storage07,@storage,
furniture_storage08,@storage,
furniture_storage09,@storage,
furniture_storage10,@storage,
furniture_storage11,@storage,
furniture_storage12,@storage,
furniture_storage13,@storage,
furniture_storage14,@storage,
furniture_storage15,@storage,
furniture_storage16,@storage,
furniture_storage17,@storage,
furniture_storage18,@storage,
furniture_storage19,@storage,
furniture_storage20,@storage,
furniture_storage21,@storage,
furniture_storage22,@storage,
furniture_storage23,@storage,
furniture_storage24,@storage,
furniture_storage25,@storage,
furniture_storage26,@storage,
furniture_storage27,@storage,
furniture_storage28,@storage,
furniture_storage29,@storage,
furniture_storage30,@storage,
furniture_storage31,@storage,
furniture_storage32,@storage,
furniture_storage33,@storage,
furniture_storage34,@storage,
furniture_storage35,@storage,
furniture_storage36,@storage,
,,
,,workshop
furniture_workshop01,光学は炉で作り出される,
furniture_workshop02,組立ラインは、あなたがコロニーで家電製品を作成するために必要な様々な部品を生産することができます,
furniture_workshop03,セパレータは、他の要素からいくつかの要素を選択することができます,
furniture_workshop04,二酸化炭素を消費し、スタッフ二人分の酸素を生産します。,
furniture_workshop05,ロボット修理テーブル,
furniture_workshop06,電子生産のためのリソグラフィ装置,
,,
,,no_money
no_money_text,"お金がもっと必要です：
{money}",
no_money_caption,資金が不足しています,
,,
,,character_states
character_states_console&workshop,工場勤務中,
character_states_console&fixing,ロボットを修理中,
character_states_console&hospital,治療中,
character_states_farm,農作業中,
character_states_sit&console,研究作業中,
character_states_charge,充電中,
character_states_lay&recover,修理中,
character_states_vr,休憩中,
character_states_lay&sleep,就寝中,
character_states_sit&eat,食事中,
character_states_eat,軽食中,
character_states_lay&cure,療養中,
character_states_cafe,調理中,
character_states_console&mine,採掘中,
character_states_sit,座っている,
character_states_sit&relax,休憩中,
character_states_none,忙しくない,
character_states_move_to_console&workshop,工場へ移動中,
character_states_move_to_console&fixing,ロボットを修理しようとしている,
character_states_move_to_console&hospital,治療のため医務室へ移動中,
character_states_move_to_farm,農業区画へ移動中,
character_states_move_to_sit&console,研究室へ移動中,
character_states_move_to_charge,充電スポットへ移動中,
character_states_move_to_lay&recover,修理されようとしている,
character_states_move_to_vr,休憩室へ移動中,
character_states_move_to_lay&sleep,自室へ移動中,
character_states_move_to_sit&eat,食事のためカフェに移動中,
character_states_move_to_eat,軽食しようとしている,
character_states_move_to_lay&cure,ケガ（病気）で医務室へ移動中,
character_states_move_to_cafe,調理のためカフェに移動中,
character_states_move_to_console&mine,採掘機へ移動中,
character_states_move_to_sit,座ろうとしている,
character_states_move_to_sit&relax,休憩しようとしている,
,,
,,build_tooltip
build_tooltip_remove,建築ブロックを解体する,
build_tooltip_error,構築エラー,
build_tooltip_noCargoBuildError,資材が足りません,
build_tooltip_undergroundBuildError,地表には基礎・階段以外は建設できません,
build_tooltip_landingBuildError,着陸パッドに近すぎます,
build_tooltip_noFoundationError,下に基礎を建設してください,
build_tooltip_busyBuildError,すでにブロックが存在しています,
build_tooltip_axisBuildError,シャフト上に建設できるのはシャフト、静止セクションまたは回転セクションのみです。,
build_tooltip_bottomSectionBuildError,セクションのこちら側には建設できません,
build_tooltip_noCageBuildError,部屋がありません,
build_tooltip_pillarOnWhellBuildError,回転セクションに建設できません,
build_tooltip_rayIntersectBuildError,エアロックやエンジンを封鎖する形では建設できません,
build_tooltip_noDoorBuildError,エアロックの外側ドアの側面からのみインストールできます,
build_tooltip_engineLevelBuildError,エンジンは軌道ステーションの一番下にしか設置できません,
build_tooltip_doorPresentBuildError,ドアに近すぎます,
build_tooltip_engineOnRouteBuildError,飛行中にエンジンを再構築できません,
build_tooltip_insideDoorBuildError,まずドアを解体する必要があります,
build_tooltip_needGravityBuildError,回転セクションにのみ設置できます,
build_tooltip_buldAboveStairError,階段が床に接触します,
build_tooltip_noStairUpCageBuildError,階段が天井に接触します,
build_tooltip_noCageWithStairBuildError,このブロックに階段を設置することはできません,
build_tooltip_upCageWithFurnitureBuildError,家具は建設前に上記の部屋で取り外す必要があります,
build_tooltip_cantPlaceDoorBuildError,ドアはここには設置できません,
build_tooltip_cantDoorWithFurnitureBuildError,ドアを取り付ける前に、部屋を空にする必要があります,
build_tooltip_cantWriteWithEraser,削除するブロックを選択してください,
build_tooltip_cantBuildStairError,ここには階段を設置できません,
build_tooltip_cantBuildDoorError,ドアは屋内にのみ設置できます,
build_tooltip_needGate,ここには大きなゲートしか設置できません,
,,
build_tooltip_noCageEraseError,削除するブロックを選択してください,
build_tooltip_notEmptyEraseError,ブロックを削除する前に、この領域を解放する必要があります,
build_tooltip_bottomStairEraseError,階段の上のブロックは削除できません,
build_tooltip_axisEraseError,ステーションのセクションまたは軸を削除できません,
build_tooltip_doorEraseError,このドアは削除できません,
build_tooltip_removeFurnitureDoorEraseError,ドアを取り外す前に、施設を空にする必要があります,
build_tooltip_nodeEraseError,最後にビルドされたセクションのみを削除できます。,
build_tooltip_notEmptyWhellEraseError,回転セクションを削除する前に、それに接続されているすべてのセルを削除する必要があります,
