Key,SourceString,Comment
planet_gravity,Gravedad,
planet_atmosphere,Atmósfera,
planet_radiation,Radiación,
planet_luminity,Iluminación,
planet_seismic,Actividad Sísmica,
planet_minerals,Minerales,
planet_launchStation,Poner una estación en órbita {cost},
planet_establishColony,Fundar una Colonia,
,,
,,fly
fly,Vuelo,
fly_destination,Destino:,
fly_select,Seleccionar,
fly_departure,Salida:,
fly_duration,En camino:,
fly_arrive,Llegada:,
fly_fuel,Consumo de combustible:,
,,
,,player
player_done,Ejecutado,
player_current,Actual,
player_tasks,Tareas,
player_saving,Guardando...,
player_save,Guardar,
,,
,,whell
whell,Añadir una sección giratoria,
whell_sectors,Sectores,
whell_radius,Radio,
whell_sector_width,Ancho del sector,
,,
,,panel
panel_focus,Mostrar,
panel_zoom,Ir / Zoom,
panel_edit,Renombrar,
panel_close,Ocultar panel,
panel_expand,Mostrar panel,
,,
,,clock
clock,Reloj,
,,
,,production
production_name,Nombre,
production_priority,Prioridad,
production_needs,Requerido:,
,,
,,elements
helium3,Helio-3,
water,Agua,
metal,Metal,
regolith,Tierra,
rareearth,Metales Raros,
liquid_fuel,Combustible Líquido,
optics,Ópticas,
components,Componentes,
electronics,Electrónica,
decor_plants,Plantas decorativas,
vegetables,Vegetales,
food,Comida,
oxygen,Oxígeno,
co2,Dióxido de Carbono,
nuclear_fuel,Combustible Nuclear,
antimatter,Antimateria,
,,
,,time format
format_time_period_days,{days} días,
format_time_period_hours,{hours} horas,
format_time_period_minutes,{minutes} minutos,
,,
,,cargo
cargo_buy,Ordenar ({price}),
cargo_sell,Vender (+{price}),
cargo_trash,Tirar,
cargo_post,Enviar,
cargo_cation,Almacén,
,,
,,trash_furniture
trash_furniture_caption,Desmontar objetos,
trash_furniture_text,Desmontar un objeto devolverá todos los recursos utilizados en él. ¿Seguro que quieres desmontar el objeto?,
,,
,,outdoor
outdoor_OutdoorSolarPanel,El Panel Solar genera electricidad durante el día,
outdoor_StreetLight,Iluminación Exterior,
outdoor_Antenna,Aumenta la eficacia de la investigación científica,
outdoor_PowerBank,"La Batería acumula el excedente de electricidad en la Colonia y la entrega cuando el consumo supera su producción, típicamente por la noche",
outdoor_OutdoorTank,Almacenamiento de gases y líquidos,
outdoor_Drill,Minería de sólidos,
outdoor_Pump,Extracción de líquidos y gases de depósitos fósiles.,
outdoor_Landing,La plataforma de Aterrizaje de los transbordadores solo puede ubicarse en un terreno plano sin pendiente,
,,
,,furniture
,,apartment
@apartment_bed,Los colonos dormirán mucho mejor en una cama que en un sofá.,
@apartment_shelf,En los armarios los colonos guardan sus objetos personales.,
@apartment_table,Escritorio,
@apartment_closet,Baño,
furniture_apartment01,@apartment_bed,
furniture_apartment02,@apartment_bed,
furniture_apartment03,@apartment_bed,
furniture_apartment04,@apartment_bed,
furniture_apartment05,@apartment_bed,
furniture_apartment06,@apartment_shelf,
furniture_apartment07,@apartment_shelf,
furniture_apartment08,@apartment_shelf,
furniture_apartment09,@apartment_shelf,
furniture_apartment10,@apartment_table,
furniture_apartment11,@apartment_table,
furniture_apartment12,@apartment_closet,
furniture_apartment13,@apartment_closet,
furniture_apartment14,@apartment_closet,
furniture_apartment15,@apartment_table,
furniture_apartment16,@apartment_table,
furniture_apartment17,@apartment_shelf,
furniture_apartment18,@apartment_shelf,
,,
,,astro_mine
furniture_astro_mine01,La Minería de asteroides solo es posible después de acoplarse a un asteroide,
,,
,,cafe
@cafe_table,Comer en una mesa es más agradable que comer sobre la marcha.,
@cafe_kitchen,La Cocina te permite preparar comida en la Colonia.,
@cafe_plant,Las Plantas en los comedores no solo crean bienestar; también producen oxígeno.,
furniture_cafe01,Refrigerador,
furniture_cafe02,@cafe_kitchen,
furniture_cafe03,@cafe_table,
furniture_cafe04,@cafe_table,
furniture_cafe05,@cafe_table,
furniture_cafe06,@cafe_table,
furniture_cafe07,@cafe_table,
furniture_cafe08,@cafe_table,
furniture_cafe09,@cafe_table,
furniture_cafe10,@cafe_table,
furniture_cafe11,@cafe_table,
furniture_cafe12,@cafe_kitchen,
furniture_cafe13,@cafe_kitchen,
furniture_cafe14,@cafe_kitchen,
furniture_cafe15,@cafe_kitchen,
furniture_cafe16,@cafe_kitchen,
furniture_cafe17,@cafe_kitchen,
furniture_cafe18,@cafe_kitchen,
furniture_cafe19,@cafe_kitchen,
furniture_cafe20,@cafe_plant,
furniture_cafe21,@cafe_plant,
furniture_cafe22,@cafe_plant,
furniture_cafe23,@cafe_plant,
furniture_cafe24,@cafe_plant,
furniture_cafe25,@cafe_plant,
,,
,,farm
@farm_decor_plant,Cultivo de plantas ornamentales ,
@farm_banana,Árbol de Plátano,
furniture_farm01,@farm_decor_plant,
furniture_farm02,Manzano,
furniture_farm03,@farm_banana,
furniture_farm04,Cereza,
furniture_farm05,Lechuga,
furniture_farm06,Remolacha,
furniture_farm07,Arándanos,
furniture_farm08,Coliflor,
furniture_farm09,Fresa,
furniture_farm10,Pepino,
furniture_farm11,Cebolla,
furniture_farm12,Ajo,
furniture_farm13,Arroz,
furniture_farm14,Pimiento Dulce,
furniture_farm15,Pimiento Picante,
furniture_farm16,Patatas,
furniture_farm17,Tomate,
furniture_farm18,Tomate,
furniture_farm19,Frambuesa,
furniture_farm20,Trigo,
furniture_farm21,Zarzamora,
furniture_farm22,Frambuesa,
furniture_farm23,@farm_banana,
furniture_farm24,@farm_banana,
furniture_farm25,@farm_banana,
furniture_farm26,@farm_banana,
furniture_farm27,@farm_banana,
furniture_farm28,@farm_banana,
,,
,,hallway
@hallway_sofa,"Sofa, usado por colonos para sentarse y dormir (sino hay camas disponibles)",
@hallway_vending,La máquina expendedora de alimentos y bebidas es una forma rápida de saciar el hambre y la sed.,
@hallway_plant,La vegetación en los pasillos reduce el estrés.,
@hallway_statue,Estatua,
furniture_hallway01,@hallway_plant,
furniture_hallway02,@hallway_plant,
furniture_hallway03,@hallway_sofa,
furniture_hallway04,@hallway_vending,
furniture_hallway05,@hallway_vending,
furniture_hallway06,@hallway_vending,
furniture_hallway07,@hallway_vending,
furniture_hallway08,@hallway_vending,
furniture_hallway09,@hallway_vending,
furniture_hallway010,Deposito de basura,
furniture_hallway11,@hallway_plant,
furniture_hallway12,@hallway_plant,
furniture_hallway13,@hallway_plant,
furniture_hallway14,@hallway_sofa,
furniture_hallway15,@hallway_sofa,
furniture_hallway16,@hallway_sofa,
furniture_hallway17,@hallway_sofa,
furniture_hallway18,@hallway_sofa,
furniture_hallway19,Piscina,
furniture_hallway20,@hallway_statue,
furniture_hallway21,@hallway_statue,
furniture_hallway22,@hallway_statue,
furniture_hallway23,@hallway_statue,
,,
,,hospital
@hospital_device,El equipamiento Médico acelera el tratamiento de los colonos,
@hospital_shelf,Armario de medicamentos,
furniture_hospital01,En la mesa quirúrgica los médicos tratan a los colonos enfermos o heridos.,
furniture_hospital02,@hospital_device,
furniture_hospital03,@hospital_shelf,
furniture_hospital04,@hospital_shelf,
furniture_hospital05,Las Cortinas delimitan áreas de privacidad en la habitación y aumentan la comodidad de los pacientes.,
furniture_hospital06,@hospital_device,
furniture_hospital07,En las camas de hospital los pacientes reciben tratamiento.,
,,
,,laboratory
@laboratory_device,El equipamieento Científico aumenta la eficiencia de la investigación en la Colonia.,
furniture_laboratory01,@laboratory_device,
furniture_laboratory02,@laboratory_device,
furniture_laboratory03,@laboratory_device,
furniture_laboratory04,@laboratory_device,
furniture_laboratory05,@laboratory_device,
furniture_laboratory06,@laboratory_device,
furniture_laboratory07,@laboratory_device,
furniture_laboratory08,@laboratory_device,
furniture_laboratory09,@laboratory_device,
furniture_laboratory10,@laboratory_device,
furniture_laboratory11,@laboratory_device,
furniture_laboratory12,@laboratory_device,
furniture_laboratory13,@laboratory_device,
furniture_laboratory14,@laboratory_device,
furniture_laboratory15,@laboratory_device,
furniture_laboratory16,@laboratory_device,
furniture_laboratory17,@laboratory_device,
furniture_laboratory18,@laboratory_device,
furniture_laboratory19,@laboratory_device,
furniture_laboratory20,@laboratory_device,
furniture_laboratory21,@laboratory_device,
furniture_laboratory22,@laboratory_device,
furniture_laboratory23,@laboratory_device,
furniture_laboratory24,@laboratory_device,
furniture_laboratory25,@laboratory_device,
furniture_laboratory26,@laboratory_device,
furniture_laboratory27,@laboratory_device,
furniture_laboratory28,@laboratory_device,
,,
,,power_plant
furniture_power01,Puesto de recarga de energía para los robots,
furniture_power02,Un Generador produce electricidad a partir de combustible líquido.,
furniture_power03,Un reactor Nuclear genera electricidad a partir de combustible nuclear,
furniture_power04,Un reactor de Fusión genera electricidad a partir de Helio-3,
furniture_power05,Un Reactor que genera electricidad al aniquilar antimateria,
,,
,,recreation
@recreation_couch,Una silla reclinable permite que los colonos descansen mejor que un banco o sofa en el pasillo,
@recreation_plant,Las plantas verdes promueven la relajacion,
@recreation_table,Una mesa de café promueve la relajacion,
@recreation_aquarium,El Acuario promueve la relajacion,
furniture_recreation01,@recreation_couch,
furniture_recreation02,@recreation_plant,
furniture_recreation03,@recreation_plant,
furniture_recreation04,@recreation_plant,
furniture_recreation05,Una Plataforma de realidad virtual mejora el estado de ánimo de los colonos y los mantiene en buena forma física.,
furniture_recreation06,@recreation_couch,
furniture_recreation07,@recreation_couch,
furniture_recreation08,@recreation_plant,
furniture_recreation09,@recreation_plant,
furniture_recreation10,@recreation_plant,
furniture_recreation11,@recreation_aquarium,
furniture_recreation12,@recreation_aquarium,
furniture_recreation13,@recreation_table,
furniture_recreation14,@recreation_table,
furniture_recreation15,@recreation_table,
furniture_recreation16,@recreation_table,
furniture_recreation17,@recreation_table,
,,
,,servers
@server,El Servidor aumenta la potencia de cálculo de la Colonia ,
furniture_server01,@server,
furniture_server02,@server,
furniture_server03,@server,
furniture_server04,@server,
furniture_server05,@server,
furniture_server06,@server,
furniture_server07,@server,
furniture_server08,@server,
furniture_server09,@server,
furniture_server10,@server,
,,
,,storage
@storage,"Todos los suministros de la colonia se almacenan en estantes y cajas. Cuanto mas espacio tenga, mas suministros podra almacenar",
furniture_storage01,@storage,
furniture_storage02,@storage,
furniture_storage03,@storage,
furniture_storage04,@storage,
furniture_storage05,@storage,
furniture_storage06,@storage,
furniture_storage07,@storage,
furniture_storage08,@storage,
furniture_storage09,@storage,
furniture_storage10,@storage,
furniture_storage11,@storage,
furniture_storage12,@storage,
furniture_storage13,@storage,
furniture_storage14,@storage,
furniture_storage15,@storage,
furniture_storage16,@storage,
furniture_storage17,@storage,
furniture_storage18,@storage,
furniture_storage19,@storage,
furniture_storage20,@storage,
furniture_storage21,@storage,
furniture_storage22,@storage,
furniture_storage23,@storage,
furniture_storage24,@storage,
furniture_storage25,@storage,
furniture_storage26,@storage,
furniture_storage27,@storage,
furniture_storage28,@storage,
furniture_storage29,@storage,
furniture_storage30,@storage,
furniture_storage31,@storage,
furniture_storage32,@storage,
furniture_storage33,@storage,
furniture_storage34,@storage,
furniture_storage35,@storage,
furniture_storage36,@storage,
,,
,,workshop
furniture_workshop01,Las ópticas se fabrican en el horno.,
furniture_workshop02,La línea de Ensamblaje permite la producción de varias piezas necesarias para construir dispositivos en la Colonia.,
furniture_workshop03,Separador permite seleccionar algunos elementos de otros,
furniture_workshop04,Proporciona regeneración de oxígeno a partir de dióxido de carbono para dos personas.,
furniture_workshop05,Mesa de reparación de robots,
furniture_workshop06,Equipo Litográfico para la producción de electrónica.,
,,
,,no_money
no_money_text,"Necesitas más:
{money}",
no_money_caption,No hay suficiente dinero,
,,
,,character_states
character_states_console&workshop,Trabajando en una fábrica,
character_states_console&fixing,Arreglando un robot,
character_states_console&hospital,Tratando a un paciente,
character_states_farm,Cuidando las plantas,
character_states_sit&console,Trabajando en la consola,
character_states_charge,Cargando,
character_states_lay&recover,En servicio,
character_states_vr,Divirtiéndose,
character_states_lay&sleep,Durmiendo,
character_states_sit&eat,Comiendo,
character_states_eat,Merendando,
character_states_lay&cure,Curándose,
character_states_cafe,Cocinando,
character_states_console&mine,Minando,
character_states_sit,Sentado,
character_states_sit&relax,Descansando,
character_states_none,Desocupado,
character_states_move_to_console&workshop,va a la fábrica,
character_states_move_to_console&fixing,va a reparar el robot,
character_states_move_to_console&hospital,va a curar,
character_states_move_to_farm,va a la granja,
character_states_move_to_sit&console,va a seguir con la investigación,
character_states_move_to_charge,va a recargarse,
character_states_move_to_lay&recover,va a repararse,
character_states_move_to_vr,va a divertirse,
character_states_move_to_lay&sleep,va a dormir,
character_states_move_to_sit&eat,va a comer,
character_states_move_to_eat,va a comer,
character_states_move_to_lay&cure,va a ser tratado,
character_states_move_to_cafe,va a cocinar,
character_states_move_to_console&mine,va a minar,
character_states_move_to_sit,va a sentarse,
character_states_move_to_sit&relax,va a descansar,
,,
,,build_tooltip
build_tooltip_remove,Remover bloque seleccionado,
build_tooltip_error,Error de construcción,
build_tooltip_noCargoBuildError,No hay suficientes materiales,
build_tooltip_undergroundBuildError,Solo se pueden construir soportes y escaleras en el suelo,
build_tooltip_landingBuildError,Demasiado cerca del sitio de aterrizaje,
build_tooltip_noFoundationError,No se puede construir un bloque sin soporte,
build_tooltip_busyBuildError,Aquí ya se ha construido un bloque,
build_tooltip_axisBuildError,"Solo se pueden construir bloques de eje, sección estacionaria o sección giratoria en el eje de la estación",
build_tooltip_bottomSectionBuildError,Construir en este lado de la sección no es posible,
build_tooltip_noCageBuildError,Sin espacio,
build_tooltip_pillarOnWhellBuildError,No se puede construir en una sección giratoria,
build_tooltip_rayIntersectBuildError,No se puede bloquear la puerta de enlace o el motor,
build_tooltip_noDoorBuildError,Solo se puede colocar desde el lado de la puerta de enlace externa,
build_tooltip_engineLevelBuildError,Los motores de Tracción se pueden instalar en la parte inferior de la estación,
build_tooltip_doorPresentBuildError,No se puede instalar cerca de la puerta,
build_tooltip_engineOnRouteBuildError,No se pueden reconstruir los motores durante el vuelo,
build_tooltip_insideDoorBuildError,Primero debe desmontar la puerta,
build_tooltip_needGravityBuildError,Solo se puede instalar en la sección giratoria,
build_tooltip_buldAboveStairError,Las Escaleras se apoyarán en el suelo,
build_tooltip_noStairUpCageBuildError,La Escalera descansará contra el techo,
build_tooltip_noCageWithStairBuildError,No se puede construir una escalera en esta area,
build_tooltip_upCageWithFurnitureBuildError,Tienes que quitar los muebles de la habitacion de arriba antes de construir,
build_tooltip_cantPlaceDoorBuildError,No se puede instalar la puerta aquí,
build_tooltip_cantDoorWithFurnitureBuildError,La puerta no se puede instalar aqui,
build_tooltip_cantWriteWithEraser,Selecione un bloque para eliminarlo,
build_tooltip_cantBuildStairError,La escalera no se puede instalar aqui,
build_tooltip_cantBuildDoorError,La Puerta solo se puede instalar en interiores,
build_tooltip_needGate,Solo se pueden instalar puertas grandes aquí,
,,
build_tooltip_noCageEraseError,Tienes que seleccionar un bloque para eliminarlo,
build_tooltip_notEmptyEraseError,Debe liberar este espacio antes de eliminar un bloque,
build_tooltip_bottomStairEraseError,No se puede eliminar un bloque sobre una escalera,
build_tooltip_axisEraseError,No se puede eliminar una sección o un eje de estación,
build_tooltip_doorEraseError,Esta puerta no se puede eliminar,
build_tooltip_removeFurnitureDoorEraseError,Antes de quitar la puerta hay que liberar las instalaciones,
build_tooltip_nodeEraseError,"Solo se puede eliminar la Última sección construida, sin celdas adjuntas a ella",
build_tooltip_notEmptyWhellEraseError,Antes de eliminar una sección giratoria debe eliminar todas las celdas adjuntas a ella,
build_tooltip_notLastWhellEraseError,Primero debe eliminar todas las células construidas en el eje después de esta sección giratoria,
build_tooltip_noSupportAfterDelete,No se puede dividir una estación en varias partes,
build_tooltip_whellNodeEraseError,No se puede eliminar uno de los segmentos de la sección giratoria,
build_tooltip_cantEraseStairError,No hay escaleras que eliminar aquí,
build_tooltip_cantEraseDoorError,Aquí no hay puerta que desmontar,
build_tooltip_eraseMakeDoorWithoutGate,No se puede eliminar una celda si la puerta interior se convierte en una puerta exterior,
,,
,,route
route_none,Ninguno,
route_select_target,haga Clic en el planeta de destino,
route_total_time,"{days} días, {hours} horas, {mins} minutos",
route_fail_caption,No se puede obtener una ruta,
route_fail_with_shuttles,Espere a que lleguen y salgan todos los transbordadores,
route_fail_no_base,Espere a que la estación llegue a su destino,
route_asteroid,Asteroide,
route_withoutHumans,Para volar se necesita tripulación,
,,
,,secondment
secondment_failWithRoute,Antes de enviar a la tripulación debe cancelar la ruta de vuelo programada,
secondment_failCaption,No se puede enviar la tripulación,
,,
,,cant_post
cant_post_caption,No se puede enviar la carga,
cant_post_withoutHumans,No hay personal en la estación receptora,
,,
,,research
research_geneticEngineering,Ingeniería Genética,
research_plantsAdaptedToLowGravity,Plantas adaptadas a baja gravedad,
research_biorepository,Biorepositorio,
research_fabricEngineering,Ingeniería de Tejidos,
research_syntheticMeat,Carne sintética,
research_individualGenomeSequencing,Secuenciación del genoma,
research_increaseInLifeExpectancy,Aumento de la esperanza de vida,
research_geneTherapy,Terapia génica,
research_nanotechnology,Nanotecnología,
research_nanobots,Nanobots,
research_nanosensors,Nanosensores,
research_dnaChip,Chip medico,
research_nanotechnologyClothing,Ropa de Nanotecnología,
research_cancerTreatment,Tratamiento del cáncer,
research_stoppingAging,Inmortalidad,
research_superconductorsThatDoNotRequireCooling,Semiconductores autoregulados,
research_materialsWithUniqueMagneticProperties,Baterias mejoradas,
research_compositeNanomaterials,Nanomateriales Compuestos,
research_largesizeCarbonNanoconstructions,Nanoconstrucciones de carbono de gran tamaño,
research_carbonComputers,Computadoras de Carbono,
research_ultralightHighstrengthMaterials,Materiales ultraligeros de alta resistencia,
research_hightemperatureConstructionMaterials,Materiales estructurales de alta temperatura,
research_recombinationEngine,Motor de Recombinación,
research_thermonuclearEnergy,Energía de fusión,
research_safeNuclearEnergy,Energía nuclear segura,
research_nuclearPowerPlant,Central nuclear,
research_nuclearEngine,Motor Nuclear,
research_compactThermonuclearEnergy,Energía de fusión compacta,
research_thermonuclearEngine,Motor de fusión,
research_thermonuclearPowerPlant,Planta de energía fusión,
research_highpowerLasers,Láseres de alta Potencia,
research_wirelessPowerTransmission,Transmisión inalámbrica de energía,
research_laserEngine,Control remoto Láser,
research_spaceElevator,Elevador Espacial,
research_picotechnology,Picotecnología,
